107/03/09,0,0,---,---,---,---,---,0
107/03/12,53000,89680,1.70,1.70,1.68,1.68,+0.04,4
107/03/13,289000,492400,1.68,1.73,1.66,1.66,-0.02,10
107/03/14,497000,804890,1.63,1.68,1.50,1.50,-0.16,17
107/03/15,147000,215130,1.46,1.53,1.44,1.52,+0.02,13
107/03/16,178000,235530,1.47,1.47,1.11,1.21,-0.31,29
107/03/19,362000,420450,1.19,1.21,1.13,1.16,-0.05,11
107/03/20,1259000,1101890,1.12,1.12,0.77,0.79,-0.37,80
107/03/21,1332000,1116120,0.81,0.90,0.79,0.90,+0.11,59
107/03/22,1711000,1574820,0.90,0.96,0.88,0.88,-0.02,52
107/03/23,1397000,1053010,0.75,0.79,0.71,0.71,-0.17,48
107/03/26,2389000,1131690,0.58,0.58,0.44,0.44,-0.27,85
107/03/27,2109000,1023970,0.47,0.52,0.46,0.51,+0.07,39
107/03/28,800000,488950,0.53,0.73,0.51,0.68,+0.17,33
107/03/29,112000,83170,0.74,0.76,0.72,0.72,+0.04,6
107/03/30,319000,208600,0.68,0.68,0.64,0.64,-0.08,7
107/03/31,328000,219490,0.65,0.67,0.65,0.65,+0.01,6
107/04/02,863000,526280,0.66,0.66,0.51,0.51,-0.14,14
107/04/03,348000,200740,0.50,0.63,0.50,0.61,+0.10,13
107/04/09,630000,465020,0.74,0.78,0.72,0.72,+0.11,12
107/04/10,827000,613220,0.72,0.78,0.71,0.71,-0.01,12
107/04/11,492000,378540,0.78,0.81,0.72,0.74,+0.03,13
107/04/12,796000,561160,0.71,0.72,0.69,0.70,-0.04,16
107/04/13,716000,515090,0.73,0.73,0.69,0.69,-0.01,11
107/04/16,1595000,1037550,0.68,0.69,0.60,0.60,-0.09,27
107/04/17,780000,463610,0.62,0.63,0.54,0.54,-0.06,17
107/04/18,1058000,600160,0.55,0.60,0.55,0.60,+0.06,22
107/04/20,330000,178700,0.51,0.55,0.51,0.55,+0.01,7
107/04/23,372000,193670,0.54,0.54,0.46,0.46,-0.09,9
107/04/24,536000,256430,0.48,0.50,0.46,0.46,0.00,9
107/04/25,1490000,600940,0.41,0.45,0.38,0.40,-0.06,20
107/04/27,1399000,672210,0.49,0.51,0.46,0.50,+0.04,21
107/04/30,698000,318340,0.48,0.48,0.43,0.44,-0.06,14
107/05/04,1513000,574610,0.39,0.40,0.35,0.39,+0.02,15
107/05/07,869000,334520,0.38,0.40,0.37,0.40,+0.01,10
107/05/08,569000,201950,0.36,0.37,0.35,0.37,-0.03,4
107/05/09,948000,352350,0.37,0.40,0.36,0.37,0.00,6
107/05/10,1000000,454110,0.40,0.55,0.40,0.53,+0.16,17
107/05/11,668000,336200,0.50,0.56,0.48,0.50,-0.03,11
107/05/15,539000,288040,0.55,0.55,0.49,0.50,-0.05,10
107/05/16,20000,9950,0.52,0.52,0.49,0.49,-0.01,3
107/05/17,13000,6110,0.48,0.48,0.46,0.47,-0.02,3
107/05/18,60000,27900,0.46,0.47,0.46,0.47,0.00,6
107/05/21,6000,2880,0.48,0.48,0.48,0.48,+0.01,1
107/05/22,243000,128060,0.48,0.54,0.48,0.50,+0.02,6
107/05/24,104000,47800,0.46,0.46,0.45,0.45,-0.02,2
107/05/25,100000,44000,0.44,0.44,0.44,0.44,-0.01,1
107/05/29,125000,51100,0.40,0.42,0.40,0.41,0.00,3
107/05/30,200000,84000,0.42,0.42,0.42,0.42,+0.01,2
107/05/31,380000,168200,0.45,0.45,0.44,0.44,+0.02,5
107/06/04,988000,536050,0.46,0.64,0.46,0.64,+0.22,19
