103/04/15,266000,308220,1.11,1.17,1.11,1.17,+0.14,2
103/04/16,428000,537960,1.20,1.35,1.20,1.27,+0.10,16
103/04/17,658000,942300,1.24,1.52,1.22,1.35,+0.08,26
103/04/18,850000,1298340,1.40,1.72,1.40,1.70,+0.35,34
103/04/21,781000,1215110,1.65,1.65,1.50,1.53,-0.17,24
103/04/22,737000,1149470,1.50,1.60,1.41,1.60,+0.07,41
103/04/23,1350000,1826100,1.55,1.59,1.19,1.30,-0.30,87
103/04/24,2243000,2601970,1.19,1.32,1.10,1.25,-0.05,91
103/04/25,1471000,1786610,1.18,1.39,0.98,1.20,-0.05,67
103/04/28,383000,431040,1.11,1.16,1.07,1.16,-0.04,19
103/04/29,2055000,2575310,1.23,1.40,1.19,1.25,+0.09,82
103/04/30,315000,350200,1.20,1.22,0.94,0.94,-0.31,18
103/05/02,12000,11920,1.01,1.01,0.99,0.99,+0.05,3
103/05/05,63000,63460,1.06,1.06,0.93,1.04,+0.05,4
103/05/06,94000,104200,1.09,1.20,1.08,1.16,+0.12,6
103/05/07,14000,14850,1.15,1.15,1.04,1.04,-0.12,6
103/05/08,76000,94630,1.09,1.31,1.09,1.22,+0.18,14
103/05/09,54000,55580,1.14,1.14,1.01,1.02,-0.20,9
103/05/12,5000,4450,0.89,0.89,0.89,0.89,-0.13,1
103/05/13,41000,29740,0.79,0.79,0.71,0.74,-0.15,8
103/05/14,12000,7520,0.63,0.63,0.61,0.61,-0.13,2
103/05/15,33000,24050,0.61,0.78,0.61,0.75,+0.14,7
103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,0,0,---,---,---,---,---,0
103/05/21,10000,7000,0.70,0.70,0.70,0.70,-0.03,1
103/05/22,26000,19920,0.76,0.79,0.76,0.79,+0.09,3
103/05/23,25000,18350,0.74,0.75,0.72,0.75,-0.04,3
103/05/26,35000,31750,0.86,0.99,0.86,0.99,+0.24,4
103/05/27,105000,122430,1.03,1.21,1.03,1.21,+0.22,7
103/05/28,353000,518060,1.93,1.93,1.28,1.30,+0.09,24
103/05/29,167000,221500,1.35,1.41,1.19,1.19,-0.11,10
103/05/30,699000,1010760,1.27,1.52,1.27,1.40,+0.21,35
103/06/03,596000,689580,1.39,1.39,0.99,1.12,-0.28,67
103/06/04,87000,97370,1.09,1.16,1.09,1.13,+0.01,10
103/06/05,156000,154860,1.05,1.15,0.92,1.15,+0.02,19
103/06/06,123000,110950,0.98,1.09,0.85,1.09,-0.06,19
103/06/09,60000,48800,0.80,0.82,0.80,0.82,-0.27,6
103/06/10,219000,206130,0.92,0.97,0.87,0.87,+0.05,22
103/06/11,80000,65600,0.82,0.82,0.82,0.82,-0.05,2
103/06/12,39000,32260,0.82,0.84,0.82,0.84,+0.02,4
103/06/13,72000,60880,0.86,0.86,0.84,0.84,0.00,7
103/06/16,20000,18050,0.91,0.91,0.90,0.90,+0.06,3
103/06/17,212000,191210,0.92,0.96,0.89,0.95,+0.05,7
103/06/18,15000,14100,1.00,1.00,0.82,0.82,-0.13,2
