107/01/02,0,0,---,---,---,---,---,0
107/01/03,392000,443380,1.09,1.20,1.09,1.17,+0.07,15
107/01/04,1099000,1399400,1.22,1.38,1.21,1.38,+0.21,48
107/01/05,1565000,2184040,1.40,1.52,1.00,1.49,+0.11,72
107/01/08,1041000,1626340,1.60,1.60,1.44,1.45,-0.04,60
107/01/09,1168000,1729430,1.42,1.56,1.36,1.48,+0.03,47
107/01/10,1069000,1590600,1.49,1.54,1.45,1.49,+0.01,50
107/01/11,560000,831070,1.50,1.54,1.44,1.44,-0.05,21
107/01/12,223000,314230,1.42,1.42,1.39,1.39,-0.05,13
107/01/15,0,0,---,---,---,---,---,0
107/01/16,342000,456650,1.31,1.38,1.31,1.32,+0.04,12
107/01/17,1305000,1834360,1.40,1.43,1.36,1.40,+0.08,45
107/01/18,1748000,2560520,1.43,1.53,1.42,1.47,+0.07,83
107/01/19,1681000,2463330,1.51,1.51,1.43,1.43,-0.04,47
107/01/22,2366000,3530660,1.44,1.57,1.43,1.52,+0.09,64
107/01/23,3345000,5517000,1.58,1.76,1.57,1.69,+0.17,119
107/01/24,3232000,5669140,1.70,1.81,1.70,1.74,+0.05,159
107/01/26,2046000,4206310,2.00,2.15,1.90,2.05,+0.15,109
107/01/31,448000,956430,2.04,2.22,2.04,2.15,+0.17,19
107/02/01,582000,1294020,2.18,2.31,2.08,2.09,-0.06,39
107/02/02,5000,10200,2.04,2.04,2.04,2.04,-0.05,1
107/02/05,1090000,1916100,1.74,1.93,1.74,1.93,-0.11,16
107/02/06,582000,959030,1.69,1.79,1.39,1.39,-0.54,41
107/02/12,208000,371930,1.82,1.85,1.74,1.75,-0.09,11
107/02/21,394000,804760,1.89,2.13,1.89,2.09,+0.34,23
107/02/23,764000,1570830,2.10,2.28,1.72,1.72,-0.32,39
107/02/26,783000,1294470,1.78,1.78,1.54,1.59,-0.13,37
107/02/27,380000,595320,1.59,1.63,1.52,1.52,-0.07,20
107/03/01,496000,758310,1.46,1.64,1.46,1.52,0.00,31
107/03/02,1030000,1519910,1.50,1.53,1.42,1.49,-0.03,31
107/03/05,565000,835740,1.50,1.54,1.44,1.44,-0.05,26
107/03/07,756000,1054890,1.46,1.51,1.31,1.32,-0.15,47
107/03/09,1178000,1444880,1.28,1.28,1.16,1.24,-0.06,70
107/03/12,769000,968090,1.30,1.30,1.24,1.25,+0.01,24
107/03/13,294000,375050,1.23,1.31,1.22,1.26,+0.01,24
107/03/14,914000,1049680,1.16,1.19,1.10,1.12,-0.14,35
107/03/15,335000,380500,1.12,1.17,1.10,1.11,-0.01,25
107/03/16,2201000,2714870,1.14,1.31,1.11,1.28,+0.17,133
107/03/19,1142000,1519170,1.33,1.37,1.30,1.33,+0.05,60
107/03/20,294000,377410,1.32,1.32,1.25,1.26,-0.07,12
107/03/21,230000,290820,1.29,1.29,1.22,1.26,0.00,24
107/03/22,31000,38800,1.30,1.30,1.24,1.24,-0.02,5
107/03/23,206000,232820,1.15,1.15,1.13,1.13,-0.11,5
107/03/26,955000,1037380,1.10,1.12,1.06,1.06,-0.07,15
107/03/27,544000,556620,1.02,1.04,1.02,1.02,-0.04,8
107/03/28,204000,207430,1.01,1.04,1.01,1.01,-0.01,9
107/03/29,107000,106270,1.04,1.04,0.98,1.00,-0.01,7
107/03/30,72000,68810,1.01,1.01,0.88,0.88,-0.12,7
107/03/31,3000,2580,0.86,0.86,0.86,0.86,-0.02,1
107/04/02,90000,83740,0.90,0.94,0.90,0.90,+0.04,5
107/04/03,248000,209360,0.86,0.86,0.79,0.84,-0.06,25
107/04/09,107000,86480,0.81,0.81,0.78,0.78,-0.06,3
107/04/10,243000,201400,0.74,0.84,0.73,0.82,+0.04,7
107/04/11,885000,788450,0.83,0.95,0.82,0.90,+0.08,17
107/04/12,723000,624330,0.88,0.88,0.84,0.84,-0.06,16
107/04/13,571000,498490,0.85,0.89,0.85,0.89,+0.05,17
107/04/16,757000,742080,0.91,1.03,0.91,0.94,+0.05,27
107/04/17,542000,443250,0.91,0.91,0.76,0.76,-0.18,20
107/04/18,24000,18720,0.79,0.79,0.73,0.73,-0.03,2
107/04/20,443000,330680,0.73,0.76,0.73,0.74,-0.03,12
107/04/23,392000,278860,0.71,0.74,0.58,0.59,-0.15,8
107/04/24,606000,302720,0.59,0.59,0.45,0.45,-0.14,26
107/04/25,210000,100800,0.48,0.48,0.48,0.48,+0.03,3
107/04/27,416000,145450,0.40,0.40,0.31,0.32,-0.09,17
107/04/30,143000,47300,0.34,0.34,0.30,0.30,-0.02,4
107/05/04,30000,10500,0.35,0.35,0.35,0.35,-0.02,1
107/05/07,162000,61550,0.39,0.39,0.37,0.37,+0.02,8
107/05/08,231000,84260,0.36,0.37,0.35,0.36,-0.01,6
107/05/09,207000,77590,0.37,0.38,0.37,0.38,+0.02,4
107/05/10,950000,420270,0.39,0.48,0.39,0.46,+0.08,21
107/05/11,1006000,437060,0.41,0.46,0.40,0.40,-0.06,37
107/05/15,82000,29620,0.37,0.37,0.36,0.36,0.00,5
107/05/16,195000,73000,0.36,0.38,0.36,0.37,+0.01,5
107/05/17,70000,27300,0.39,0.39,0.39,0.39,+0.02,3
107/05/18,363000,142290,0.37,0.41,0.37,0.40,+0.01,14
107/05/21,369000,166640,0.47,0.48,0.43,0.47,+0.07,25
107/05/22,228000,103850,0.47,0.47,0.43,0.43,-0.04,14
107/05/24,250000,102910,0.40,0.43,0.38,0.38,-0.01,7
107/05/25,301000,111400,0.37,0.39,0.36,0.38,0.00,14
107/05/29,368000,142890,0.38,0.41,0.37,0.38,-0.01,7
107/05/30,292000,100180,0.34,0.35,0.33,0.33,-0.05,9
107/05/31,187000,68430,0.35,0.39,0.33,0.38,+0.05,6
107/06/04,887000,411060,0.44,0.52,0.42,0.49,+0.08,26
