101/11/23,418000,263390,0.58,0.64,0.58,0.62,0.00,8
101/11/26,37000,25500,0.65,0.70,0.65,0.68,+0.06,3
101/11/27,1225000,884780,0.67,0.78,0.67,0.70,+0.02,26
101/11/28,1568000,1187270,0.70,0.82,0.70,0.80,+0.10,32
101/11/29,843000,701600,0.83,0.85,0.82,0.84,+0.04,16
101/11/30,970000,823380,0.83,0.88,0.83,0.85,+0.01,16
101/12/03,1252000,1063360,0.88,0.88,0.80,0.81,-0.04,24
101/12/04,918000,789880,0.82,1.02,0.82,1.02,+0.21,24
101/12/05,523000,539260,1.07,1.08,1.00,1.08,+0.06,17
101/12/06,196000,220740,1.10,1.26,1.10,1.10,+0.02,18
101/12/07,238000,276020,1.14,1.18,1.14,1.18,+0.08,11
101/12/10,969000,1193620,1.16,1.31,1.16,1.26,+0.08,16
101/12/11,849000,975460,1.21,1.21,1.14,1.14,-0.12,12
101/12/12,67000,78760,1.16,1.21,1.16,1.16,+0.02,5
101/12/13,19000,22770,1.17,1.30,1.17,1.30,+0.14,4
101/12/14,41000,48580,1.20,1.20,1.18,1.18,-0.12,3
101/12/17,0,0,---,---,---,---,---,0
101/12/18,50000,51500,1.03,1.03,1.03,1.03,+0.05,1
101/12/19,0,0,---,---,---,---,---,0
101/12/20,0,0,---,---,---,---,---,0
101/12/21,0,0,---,---,---,---,---,0
101/12/22,406000,411910,1.01,1.02,1.01,1.01,+0.02,8
101/12/24,539000,524480,1.00,1.00,0.88,0.88,-0.13,13
101/12/25,318000,266930,0.89,0.89,0.81,0.84,-0.04,7
101/12/26,199000,179290,0.94,0.94,0.88,0.88,+0.04,3
101/12/27,80000,68000,0.85,0.85,0.85,0.85,-0.03,2
101/12/28,60000,52000,0.88,0.88,0.84,0.84,-0.01,2
102/01/02,100000,100000,1.00,1.00,1.00,1.00,+0.16,2
102/01/03,0,0,---,---,---,---,---,0
102/01/04,0,0,---,---,---,---,---,0
102/01/07,25000,20500,0.82,0.82,0.82,0.82,-0.13,1
102/01/08,50000,42000,0.86,0.86,0.82,0.82,0.00,2
102/01/09,29000,27340,1.03,1.03,0.93,0.93,+0.11,3
102/01/10,21000,19960,0.95,0.96,0.95,0.96,+0.03,2
102/01/11,50000,50400,0.98,1.04,0.98,1.00,+0.04,3
102/01/14,23000,22110,0.97,0.97,0.96,0.96,-0.04,2
102/01/15,50000,49500,1.01,1.01,0.97,0.97,+0.01,4
102/01/16,80000,71300,0.90,0.90,0.87,0.87,-0.10,3
102/01/17,180000,138400,0.85,0.85,0.67,0.67,-0.20,9
102/01/18,30000,21600,0.72,0.72,0.72,0.72,+0.05,1
102/01/21,80000,56600,0.70,0.72,0.70,0.72,0.00,3
102/01/22,0,0,---,---,---,---,---,0
102/01/23,10000,7200,0.72,0.72,0.72,0.72,0.00,1
102/01/24,190000,114600,0.62,0.62,0.60,0.61,-0.11,5
102/01/25,100000,56300,0.56,0.59,0.55,0.55,-0.06,5
102/01/28,0,0,---,---,---,---,---,0
102/01/29,60000,40200,0.67,0.67,0.67,0.67,+0.12,1
102/01/30,0,0,---,---,---,---,---,0
102/01/31,1000,740,0.74,0.74,0.74,0.74,-0.01,1
102/02/01,0,0,---,---,---,---,---,0
102/02/04,0,0,---,---,---,---,---,0
102/02/05,1000,530,0.53,0.53,0.53,0.53,-0.08,1
102/02/06,10000,5300,0.53,0.53,0.53,0.53,0.00,1
102/02/18,2000,1200,0.60,0.60,0.60,0.60,+0.07,1
102/02/19,9000,6940,0.76,0.78,0.76,0.78,+0.18,3
102/02/20,75000,63190,0.89,0.91,0.81,0.83,+0.05,9
102/02/21,34000,29470,0.83,0.93,0.83,0.85,+0.02,6
102/02/22,51000,40940,0.78,0.84,0.78,0.80,-0.05,7
102/02/23,98000,79380,0.81,0.81,0.81,0.81,+0.01,1
102/02/25,139000,118200,0.85,0.86,0.85,0.85,+0.04,12
102/02/26,24000,17220,0.75,0.75,0.69,0.69,-0.16,3
102/02/27,501000,439640,0.94,0.94,0.85,0.86,+0.17,10
102/03/01,418000,340180,0.79,0.85,0.79,0.81,-0.05,8
102/03/04,219000,174420,0.81,0.81,0.78,0.78,-0.03,3
102/03/05,169000,134200,0.80,0.80,0.78,0.78,0.00,12
102/03/06,238000,193910,0.84,0.84,0.80,0.80,+0.02,5
102/03/07,80000,73600,0.91,0.93,0.91,0.93,+0.13,2
102/03/08,105000,93850,0.93,0.93,0.89,0.89,-0.04,3
102/03/11,10000,10400,1.04,1.04,1.04,1.04,+0.15,1
102/03/12,0,0,---,---,---,---,---,0
