106/03/16,0,0,---,---,---,---,---,0
106/03/17,2000,2820,1.41,1.41,1.41,1.41,-0.04,1
106/03/20,4000,5720,1.43,1.43,1.43,1.43,+0.02,1
106/03/21,1204000,1777850,1.39,1.55,1.39,1.53,+0.10,56
106/03/22,1699000,2626100,1.47,1.64,1.47,1.57,+0.04,69
106/03/23,2478000,4263430,1.64,1.86,1.61,1.79,+0.22,74
106/03/24,1612000,2739800,1.72,1.73,1.65,1.68,-0.11,64
106/03/27,409000,656310,1.65,1.68,1.54,1.54,-0.14,20
106/03/28,151000,235900,1.55,1.59,1.50,1.51,-0.03,12
106/03/29,1740000,3000180,1.57,1.86,1.57,1.76,+0.25,61
106/03/30,907000,1554010,1.71,1.76,1.65,1.73,-0.03,44
106/03/31,71000,123640,1.71,1.77,1.71,1.74,+0.01,6
106/04/05,313000,472020,1.68,1.68,1.47,1.51,-0.23,15
106/04/06,31000,47820,1.54,1.57,1.53,1.53,+0.02,4
106/04/07,54000,80940,1.52,1.52,1.46,1.46,-0.07,4
106/04/10,22000,31920,1.44,1.46,1.44,1.46,0.00,2
106/04/11,309000,464420,1.45,1.57,1.45,1.51,+0.05,25
106/04/12,280000,400390,1.46,1.46,1.41,1.45,-0.06,10
106/04/13,0,0,---,---,---,---,---,0
106/04/14,16000,20280,1.30,1.30,1.26,1.26,-0.18,2
106/04/17,3000,3900,1.30,1.30,1.30,1.30,+0.04,1
106/04/18,234000,324780,1.31,1.41,1.31,1.41,+0.11,11
106/04/19,223000,307680,1.38,1.38,1.37,1.38,-0.03,6
106/04/20,0,0,---,---,---,---,---,0
106/04/21,34000,47290,1.39,1.42,1.39,1.42,+0.08,4
106/04/24,37000,51800,1.40,1.40,1.40,1.40,-0.02,3
106/04/25,418000,600130,1.42,1.46,1.41,1.46,+0.06,19
106/04/26,570000,887760,1.50,1.75,1.48,1.75,+0.29,38
106/04/27,788000,1405090,1.82,1.85,1.72,1.78,+0.03,58
106/04/28,243000,405520,1.72,1.72,1.56,1.63,-0.15,17
106/05/02,827000,1393130,1.58,1.73,1.58,1.70,+0.07,27
106/05/03,667000,1061470,1.64,1.65,1.53,1.53,-0.17,23
106/05/04,92000,134180,1.51,1.51,1.38,1.38,-0.15,13
106/05/05,233000,322780,1.44,1.44,1.38,1.38,0.00,6
106/05/08,39000,53810,1.41,1.41,1.37,1.38,0.00,3
106/05/09,85000,113910,1.39,1.39,1.27,1.27,-0.11,5
106/05/10,629000,924650,1.40,1.50,1.40,1.46,+0.19,13
106/05/11,634000,895840,1.41,1.43,1.37,1.37,-0.09,21
106/05/12,80000,110760,1.35,1.39,1.33,1.39,+0.02,5
106/05/15,60000,79680,1.33,1.33,1.30,1.30,-0.09,2
106/05/16,24000,30230,1.30,1.30,1.24,1.24,-0.06,5
106/05/17,342000,448290,1.26,1.37,1.26,1.30,+0.06,17
106/05/18,305000,381280,1.25,1.29,1.24,1.27,-0.03,16
106/05/19,18000,22820,1.29,1.29,1.25,1.25,-0.02,2
106/05/22,22000,26670,1.22,1.22,1.21,1.21,-0.04,3
106/05/23,232000,274330,1.16,1.24,1.15,1.18,-0.03,11
106/05/24,351000,428010,1.24,1.27,1.19,1.23,+0.05,11
106/05/25,929000,1297960,1.27,1.60,1.27,1.55,+0.32,42
106/05/26,943000,1466340,1.49,1.61,1.47,1.55,0.00,48
106/05/31,181000,256930,1.50,1.50,1.36,1.36,-0.19,4
106/06/01,100000,142000,1.42,1.42,1.42,1.42,+0.06,1
106/06/02,430000,603500,1.42,1.43,1.34,1.36,-0.06,6
106/06/03,1353000,1920570,1.35,1.55,1.35,1.44,+0.08,60
106/06/05,1910000,2810460,1.42,1.64,1.37,1.60,+0.16,110
106/06/06,1392000,2188470,1.60,1.61,1.52,1.59,-0.01,62
106/06/07,2474000,4202760,1.61,1.87,1.61,1.68,+0.09,115
106/06/08,2131000,3426470,1.60,1.76,1.52,1.75,+0.07,100
106/06/09,1587000,3210170,1.81,2.40,1.81,2.37,+0.62,73
