102/07/05,198000,134640,0.68,0.68,0.68,0.68,-0.10,2
102/07/08,594000,301950,0.54,0.54,0.49,0.49,-0.19,7
102/07/09,0,0,---,---,---,---,---,0
102/07/10,594000,295020,0.53,0.53,0.47,0.49,+0.02,6
102/07/11,941000,433360,0.47,0.47,0.45,0.47,-0.02,10
102/07/12,756000,379600,0.49,0.51,0.49,0.51,+0.04,20
102/07/15,274000,134960,0.50,0.51,0.49,0.51,0.00,10
102/07/16,12000,6120,0.51,0.51,0.51,0.51,0.00,1
102/07/17,42000,21400,0.51,0.51,0.50,0.50,-0.01,2
102/07/18,0,0,---,---,---,---,---,0
102/07/19,5000,2600,0.52,0.52,0.52,0.52,+0.02,1
102/07/22,0,0,---,---,---,---,---,0
102/07/23,198000,118800,0.60,0.60,0.60,0.60,+0.12,1
102/07/24,198000,114840,0.58,0.58,0.58,0.58,-0.02,1
102/07/25,0,0,---,---,---,---,---,0
102/07/26,0,0,---,---,---,---,---,0
102/07/29,0,0,---,---,---,---,---,0
102/07/30,0,0,---,---,---,---,---,0
102/07/31,0,0,---,---,---,---,---,0
102/08/01,0,0,---,---,---,---,---,0
102/08/02,10000,4950,0.51,0.51,0.48,0.48,-0.01,2
102/08/05,0,0,---,---,---,---,---,0
102/08/06,0,0,---,---,---,---,---,0
102/08/07,0,0,---,---,---,---,---,0
102/08/08,0,0,---,---,---,---,---,0
102/08/09,0,0,---,---,---,---,---,0
102/08/12,198000,75240,0.38,0.38,0.38,0.38,+0.03,2
102/08/13,891000,378180,0.40,0.45,0.40,0.43,+0.05,9
102/08/14,299000,132550,0.45,0.45,0.43,0.43,0.00,3
102/08/15,299000,123540,0.42,0.42,0.39,0.40,-0.03,4
102/08/16,299000,131580,0.45,0.45,0.43,0.43,+0.03,4
102/08/19,208000,103700,0.50,0.50,0.47,0.47,+0.04,3
102/08/20,0,0,---,---,---,---,---,0
102/08/22,0,0,---,---,---,---,---,0
102/08/23,396000,170280,0.43,0.43,0.43,0.43,+0.01,4
102/08/26,0,0,---,---,---,---,---,0
102/08/27,0,0,---,---,---,---,---,0
102/08/28,198000,69300,0.35,0.35,0.35,0.35,-0.05,2
102/08/29,396000,154440,0.36,0.41,0.36,0.41,+0.06,3
102/08/30,396000,161370,0.41,0.41,0.40,0.40,-0.01,3
102/09/02,198000,71280,0.36,0.36,0.36,0.36,-0.04,2
102/09/03,198000,79200,0.40,0.40,0.40,0.40,+0.04,1
102/09/04,1010000,487380,0.44,0.52,0.44,0.51,+0.11,12
102/09/05,694000,460080,0.67,0.69,0.61,0.61,+0.10,11
102/09/06,1030000,633250,0.60,0.64,0.60,0.61,0.00,15
102/09/09,551000,304670,0.57,0.58,0.53,0.55,-0.06,9
102/09/10,169000,84190,0.51,0.51,0.48,0.50,-0.05,5
102/09/11,770000,370800,0.41,0.50,0.41,0.48,-0.02,15
102/09/12,225000,97460,0.46,0.46,0.43,0.43,-0.05,4
102/09/13,198000,81180,0.41,0.41,0.41,0.41,-0.02,1
102/09/14,10000,3950,0.40,0.40,0.39,0.39,-0.02,2
102/09/16,298000,122830,0.43,0.43,0.41,0.41,+0.02,9
102/09/17,80000,32050,0.39,0.41,0.39,0.40,-0.01,6
