102/06/25,1000,970,0.97,0.97,0.97,0.97,+0.10,1
102/06/26,219000,232140,1.06,1.06,1.06,1.06,+0.09,4
102/06/27,198000,197010,0.99,1.00,0.99,1.00,-0.06,2
102/06/28,198000,198000,1.00,1.00,1.00,1.00,0.00,3
102/07/01,0,0,---,---,---,---,---,0
102/07/02,254000,211580,0.85,0.88,0.82,0.82,-0.09,5
102/07/03,258000,215790,0.79,0.85,0.79,0.85,+0.03,5
102/07/04,513000,456120,0.83,0.92,0.83,0.91,+0.06,10
102/07/05,209000,181950,0.88,0.89,0.85,0.85,-0.06,4
102/07/08,223000,189250,0.84,0.85,0.83,0.85,0.00,5
102/07/09,515000,416360,0.80,0.82,0.80,0.82,-0.03,6
102/07/10,505000,411750,0.78,0.91,0.76,0.91,+0.09,8
102/07/11,130000,111700,0.84,0.88,0.84,0.87,-0.04,3
102/07/12,466000,418820,0.88,0.93,0.88,0.93,+0.06,9
102/07/15,60000,54500,0.88,0.96,0.88,0.92,-0.01,5
102/07/16,114000,100320,0.88,0.90,0.87,0.90,-0.02,4
102/07/17,919000,837470,0.91,0.92,0.91,0.91,+0.01,18
102/07/18,47000,43490,0.91,0.95,0.91,0.95,+0.04,4
102/07/19,10000,8500,0.85,0.85,0.85,0.85,-0.10,1
102/07/22,80000,72000,0.90,0.90,0.90,0.90,+0.05,2
102/07/23,51000,42330,0.83,0.83,0.83,0.83,-0.07,2
102/07/24,15000,12300,0.82,0.82,0.82,0.82,-0.01,1
102/07/25,0,0,---,---,---,---,---,0
102/07/26,0,0,---,---,---,---,---,0
102/07/29,0,0,---,---,---,---,---,0
102/07/30,15000,12900,0.86,0.86,0.86,0.86,-0.02,1
102/07/31,6000,5100,0.85,0.85,0.85,0.85,-0.01,1
102/08/01,337000,251820,0.78,0.78,0.69,0.69,-0.16,5
102/08/02,332000,202530,0.61,0.62,0.61,0.62,-0.07,5
102/08/05,0,0,---,---,---,---,---,0
102/08/06,130000,75400,0.58,0.58,0.58,0.58,-0.06,2
102/08/07,180000,112300,0.63,0.65,0.62,0.65,+0.07,5
