106/02/09,0,0,---,---,---,---,---,0
106/02/10,103000,192290,1.88,1.88,1.85,1.86,+0.12,5
106/02/13,503000,930790,1.77,1.93,1.77,1.89,+0.03,14
106/02/14,411000,842870,2.10,2.10,1.88,1.88,-0.01,18
106/02/15,36000,65540,1.82,1.83,1.81,1.83,-0.05,5
106/02/16,31000,54620,1.80,1.80,1.72,1.72,-0.11,4
106/02/17,46000,80040,1.74,1.74,1.74,1.74,+0.02,1
106/02/18,66000,113320,1.72,1.72,1.71,1.71,-0.03,2
106/02/20,128000,223020,1.73,1.81,1.73,1.81,+0.10,6
106/02/21,108000,183140,1.71,1.71,1.69,1.69,-0.12,10
106/02/22,5000,8600,1.72,1.72,1.72,1.72,+0.03,1
106/02/23,406000,705560,1.73,1.76,1.73,1.76,+0.04,14
106/02/24,426000,719740,1.72,1.72,1.67,1.71,-0.05,21
106/03/01,20000,30400,1.52,1.52,1.52,1.52,-0.19,1
106/03/02,25000,38250,1.54,1.54,1.49,1.49,-0.03,2
106/03/03,66000,96900,1.51,1.51,1.45,1.45,-0.04,3
106/03/06,695000,1041180,1.45,1.54,1.45,1.54,+0.09,24
106/03/07,832000,1258960,1.48,1.58,1.46,1.58,+0.04,29
106/03/08,187000,291350,1.59,1.59,1.55,1.59,+0.01,5
106/03/09,4000,5840,1.46,1.46,1.46,1.46,-0.13,1
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,49000,74350,1.47,1.53,1.47,1.53,+0.13,5
106/03/15,399000,618810,1.49,1.57,1.48,1.56,+0.03,18
106/03/16,450000,705490,1.56,1.61,1.53,1.54,-0.02,22
106/03/17,100000,152970,1.56,1.56,1.52,1.52,-0.02,5
106/03/20,60000,90600,1.51,1.51,1.51,1.51,-0.01,1
106/03/21,998000,1598630,1.49,1.69,1.49,1.67,+0.16,43
106/03/22,890000,1480160,1.60,1.78,1.55,1.72,+0.05,49
106/03/23,1138000,2137290,1.78,2.04,1.73,2.04,+0.32,63
106/03/24,556000,1010540,1.82,1.88,1.76,1.84,-0.20,34
106/03/27,68000,122820,1.80,1.84,1.74,1.74,-0.10,6
106/03/28,189000,319640,1.66,1.71,1.60,1.60,-0.14,8
106/03/29,1190000,2242210,1.71,2.11,1.69,1.94,+0.34,51
106/03/30,1025000,1876750,1.80,1.92,1.77,1.90,-0.04,40
106/03/31,109000,210260,1.89,1.96,1.89,1.93,+0.03,9
106/04/05,505000,873720,1.94,1.94,1.58,1.68,-0.25,21
106/04/06,104000,171700,1.69,1.70,1.58,1.59,-0.09,10
106/04/07,95000,148630,1.57,1.64,1.52,1.57,-0.02,5
106/04/10,33000,51000,1.58,1.58,1.54,1.54,-0.03,3
106/04/11,185000,300930,1.60,1.67,1.60,1.64,+0.10,7
106/04/12,233000,354280,1.54,1.55,1.49,1.54,-0.10,14
106/04/13,114000,176220,1.55,1.57,1.54,1.57,+0.03,4
106/04/14,60000,81000,1.35,1.35,1.35,1.35,-0.22,1
106/04/17,200000,254000,1.27,1.27,1.27,1.27,-0.08,1
106/04/18,333000,474010,1.37,1.54,1.37,1.50,+0.23,13
106/04/19,273000,396100,1.41,1.47,1.41,1.46,-0.04,9
106/04/20,0,0,---,---,---,---,---,0
106/04/21,13000,19600,1.50,1.51,1.50,1.51,+0.08,2
106/04/24,163000,247510,1.49,1.59,1.48,1.52,+0.01,10
106/04/25,208000,313920,1.50,1.59,1.47,1.59,+0.07,18
106/04/26,204000,350620,1.63,1.87,1.59,1.85,+0.26,22
106/04/27,478000,944300,2.02,2.04,1.87,1.87,+0.02,35
106/04/28,223000,400700,1.85,1.85,1.68,1.74,-0.13,15
106/05/02,585000,1093790,1.74,1.91,1.74,1.83,+0.09,22
106/05/03,617000,1058940,1.75,1.76,1.62,1.65,-0.18,26
106/05/04,64000,100030,1.62,1.62,1.50,1.51,-0.14,13
106/05/05,10000,14800,1.48,1.48,1.48,1.48,-0.03,2
106/05/08,82000,117660,1.51,1.51,1.43,1.43,-0.05,3
106/05/09,184000,251320,1.50,1.50,1.34,1.36,-0.07,6
106/05/10,536000,815610,1.36,1.67,1.36,1.67,+0.31,33
106/05/11,685000,1018140,1.45,1.52,1.45,1.47,-0.20,21
106/05/12,853000,1233120,1.43,1.47,1.42,1.44,-0.03,24
106/05/15,294000,409230,1.41,1.41,1.36,1.36,-0.08,14
106/05/16,135000,176810,1.30,1.31,1.30,1.31,-0.05,3
106/05/17,818000,1124450,1.31,1.45,1.30,1.41,+0.10,33
106/05/18,411000,531420,1.29,1.34,1.26,1.34,-0.07,12
106/05/19,126000,163650,1.33,1.33,1.29,1.30,-0.04,4
106/05/22,21000,26670,1.27,1.27,1.27,1.27,-0.03,2
106/05/23,377000,461480,1.19,1.28,1.18,1.23,-0.04,18
106/05/24,63000,78840,1.32,1.32,1.25,1.27,+0.04,4
106/05/25,793000,1271490,1.33,1.75,1.30,1.65,+0.38,42
106/05/26,516000,836540,1.56,1.70,1.53,1.60,-0.05,33
106/05/31,804000,1246080,1.63,1.63,1.43,1.43,-0.17,21
106/06/01,20000,29000,1.45,1.45,1.45,1.45,+0.02,2
106/06/02,421000,609410,1.50,1.50,1.40,1.41,-0.04,5
106/06/03,795000,1201310,1.40,1.64,1.40,1.51,+0.10,34
106/06/05,1746000,2698790,1.45,1.76,1.40,1.72,+0.21,79
