100/08/25,0,0,0.00,0.00,0.00,0.00,---,0
100/08/26,21000,18720,0.89,0.92,0.89,0.92,+0.02,2
100/08/29,41000,37320,0.92,0.92,0.90,0.90,-0.02,2
100/08/30,185000,160150,0.81,0.89,0.81,0.88,-0.02,6
100/08/31,58000,54480,0.92,1.12,0.92,1.05,+0.17,7
100/09/01,120000,131890,1.09,1.11,1.08,1.08,+0.03,6
100/09/02,15000,14850,0.99,0.99,0.99,0.99,-0.09,1
100/09/05,52000,56580,0.95,1.12,0.95,1.10,+0.11,5
100/09/06,20000,20000,1.00,1.00,1.00,1.00,-0.10,1
100/09/07,40000,40200,1.02,1.02,0.99,0.99,-0.01,2
100/09/08,295000,303150,1.04,1.04,1.01,1.03,+0.04,9
100/09/09,157000,165820,1.06,1.06,1.04,1.04,+0.01,6
100/09/13,112000,78320,0.67,0.84,0.61,0.84,-0.20,4
100/09/14,568000,398130,0.68,0.72,0.65,0.65,-0.19,10
100/09/15,544000,338230,0.63,0.64,0.57,0.57,-0.08,15
100/09/16,122000,73180,0.61,0.61,0.59,0.59,+0.02,3
100/09/19,286000,173130,0.59,0.65,0.58,0.60,+0.01,7
100/09/20,470000,249430,0.55,0.55,0.49,0.49,-0.11,12
100/09/21,318000,175200,0.47,0.57,0.47,0.56,+0.07,11
100/09/22,126000,70110,0.51,0.59,0.51,0.55,-0.01,10
100/09/23,273000,123990,0.46,0.47,0.44,0.44,-0.11,5
100/09/26,5000,1900,0.38,0.38,0.38,0.38,-0.06,1
100/09/27,968000,326160,0.38,0.39,0.28,0.32,-0.06,14
100/09/28,388000,117110,0.32,0.32,0.28,0.30,-0.02,13
100/09/29,378000,134830,0.32,0.38,0.32,0.37,+0.07,16
100/09/30,168000,58650,0.37,0.37,0.34,0.34,-0.03,8
100/10/03,80000,27100,0.34,0.34,0.33,0.34,0.00,4
100/10/04,144000,43350,0.30,0.31,0.30,0.31,-0.03,4
100/10/05,68000,20400,0.31,0.31,0.29,0.30,-0.01,6
100/10/06,319000,95700,0.30,0.30,0.30,0.30,0.00,4
100/10/07,801000,318430,0.32,0.46,0.32,0.46,+0.16,25
100/10/11,721000,279950,0.46,0.46,0.37,0.42,-0.04,29
100/10/12,1085000,492030,0.40,0.49,0.40,0.43,+0.01,30
100/10/13,522000,238900,0.47,0.47,0.44,0.45,+0.02,13
100/10/14,464000,207060,0.46,0.46,0.44,0.44,-0.01,16
100/10/17,959000,496310,0.46,0.57,0.46,0.52,+0.08,28
100/10/18,292000,144800,0.50,0.51,0.47,0.47,-0.05,13
100/10/19,619000,317800,0.50,0.57,0.47,0.49,+0.02,22
100/10/20,456000,211250,0.47,0.48,0.46,0.46,-0.03,13
100/10/21,421000,207160,0.48,0.51,0.47,0.48,+0.02,14
100/10/24,75000,36850,0.51,0.51,0.47,0.47,-0.01,6
100/10/25,291000,135860,0.48,0.48,0.44,0.45,-0.02,13
100/10/26,201000,93310,0.46,0.49,0.45,0.46,+0.01,8
100/10/27,5000,2250,0.45,0.45,0.45,0.45,-0.01,1
100/10/28,130000,56300,0.45,0.45,0.43,0.43,-0.02,4
100/10/31,50000,20600,0.42,0.42,0.40,0.40,-0.03,3
100/11/01,45000,15600,0.34,0.36,0.34,0.34,-0.06,5
100/11/02,91000,28130,0.29,0.33,0.29,0.33,-0.01,5
