100/09/08,0,0,0.00,0.00,0.00,0.00,---,0
100/09/09,40000,42100,1.04,1.07,1.04,1.06,+0.02,3
100/09/13,51000,50940,1.00,1.00,0.94,0.94,-0.12,2
100/09/14,111000,94060,0.95,0.95,0.80,0.81,-0.13,7
100/09/15,292000,209410,0.80,0.80,0.68,0.68,-0.13,21
100/09/16,338000,253960,0.77,0.80,0.73,0.80,+0.12,13
100/09/19,1111000,925510,0.80,0.90,0.80,0.81,+0.01,33
100/09/20,93000,73410,0.82,0.85,0.77,0.85,+0.04,8
100/09/21,923000,821700,0.87,0.98,0.87,0.93,+0.08,31
100/09/22,1163000,944380,0.85,0.86,0.78,0.82,-0.11,38
100/09/23,555000,385310,0.70,0.70,0.67,0.69,-0.13,23
100/09/26,342000,207650,0.65,0.65,0.55,0.57,-0.12,16
100/09/27,313000,157700,0.60,0.60,0.45,0.47,-0.10,15
100/09/28,242000,132700,0.55,0.56,0.53,0.55,+0.08,9
100/09/29,260000,174050,0.54,0.75,0.54,0.75,+0.20,28
100/09/30,428000,284770,0.80,0.80,0.63,0.66,-0.09,40
100/10/03,141000,88600,0.64,0.67,0.59,0.59,-0.07,10
100/10/04,129000,72240,0.56,0.57,0.55,0.57,-0.02,8
100/10/05,43000,24900,0.62,0.63,0.56,0.56,-0.01,7
100/10/06,424000,239760,0.58,0.59,0.52,0.52,-0.04,12
100/10/07,507000,279680,0.53,0.57,0.52,0.52,0.00,14
100/10/11,585000,291360,0.51,0.51,0.48,0.50,-0.02,13
100/10/12,2010000,1138930,0.53,0.69,0.53,0.69,+0.19,39
100/10/13,2239000,1319030,0.69,0.69,0.56,0.57,-0.12,78
100/10/14,1064000,570260,0.54,0.56,0.52,0.52,-0.05,42
100/10/17,836000,469120,0.55,0.58,0.55,0.55,+0.03,26
100/10/18,870000,442390,0.52,0.53,0.49,0.51,-0.04,29
100/10/19,1031000,528930,0.51,0.54,0.49,0.49,-0.02,26
100/10/20,768000,351020,0.48,0.48,0.43,0.43,-0.06,23
100/10/21,664000,263490,0.43,0.43,0.37,0.38,-0.05,21
100/10/24,442000,180090,0.39,0.42,0.39,0.42,+0.04,14
100/10/25,861000,387510,0.43,0.48,0.43,0.45,+0.03,23
100/10/26,147000,61740,0.42,0.43,0.41,0.42,-0.03,5
100/10/27,817000,291770,0.37,0.37,0.33,0.37,-0.05,24
100/10/28,420000,157700,0.40,0.40,0.35,0.36,-0.01,15
100/10/31,271000,94320,0.35,0.36,0.34,0.34,-0.02,11
100/11/01,424000,156350,0.35,0.38,0.35,0.36,+0.02,13
100/11/02,51000,17760,0.34,0.36,0.34,0.36,0.00,5
100/11/03,449000,166550,0.37,0.39,0.35,0.36,0.00,16
100/11/04,333000,117770,0.34,0.39,0.34,0.35,-0.01,10
100/11/07,2063000,793110,0.35,0.39,0.35,0.38,+0.03,34
100/11/08,1326000,462030,0.37,0.37,0.33,0.33,-0.05,34
100/11/09,1494000,459340,0.33,0.33,0.27,0.27,-0.06,61
100/11/10,327000,72940,0.25,0.25,0.20,0.22,-0.05,10
100/11/11,668000,122730,0.20,0.20,0.16,0.17,-0.05,15
100/11/14,117000,21270,0.17,0.20,0.17,0.20,+0.03,7
100/11/15,68000,12040,0.18,0.19,0.16,0.19,-0.01,7
100/11/16,193000,33410,0.17,0.18,0.17,0.18,-0.01,4
100/11/17,40000,6800,0.17,0.17,0.17,0.17,-0.01,2
100/11/18,0,0,---,---,---,---,---,0
100/11/21,88000,8800,0.10,0.10,0.10,0.10,-0.05,5
100/11/22,16000,1120,0.07,0.07,0.07,0.07,-0.03,2
100/11/23,162000,15080,0.09,0.10,0.09,0.09,+0.02,3
100/11/24,0,0,---,---,---,---,---,0
100/11/25,0,0,---,---,---,---,---,0
100/11/28,10000,1100,0.11,0.11,0.11,0.11,+0.02,1
100/11/29,10000,1200,0.12,0.12,0.12,0.12,+0.01,1
100/11/30,0,0,---,---,---,---,---,0
100/12/01,1000,170,0.17,0.17,0.17,0.17,+0.07,1
100/12/02,0,0,---,---,---,---,---,0
100/12/05,40000,3200,0.08,0.08,0.08,0.08,-0.04,4
100/12/06,0,0,---,---,---,---,---,0
100/12/07,0,0,---,---,---,---,---,0
100/12/08,0,0,---,---,---,---,---,0
100/12/09,19000,950,0.05,0.05,0.05,0.05,-0.03,1
100/12/12,0,0,---,---,---,---,---,0
100/12/13,0,0,---,---,---,---,---,0
100/12/14,0,0,---,---,---,---,---,0
100/12/15,1000,120,0.12,0.12,0.12,0.12,+0.07,1
100/12/16,0,0,---,---,---,---,---,0
100/12/19,0,0,---,---,---,---,---,0
100/12/20,0,0,---,---,---,---,---,0
100/12/21,0,0,---,---,---,---,---,0
100/12/22,0,0,---,---,---,---,---,0
100/12/23,11000,1260,0.11,0.16,0.11,0.16,+0.05,2
100/12/26,100000,14510,0.14,0.16,0.14,0.15,-0.01,6
100/12/27,168000,22760,0.14,0.14,0.12,0.12,-0.03,4
100/12/28,90000,12500,0.13,0.17,0.13,0.17,+0.05,3
100/12/29,0,0,---,---,---,---,---,0
100/12/30,10000,700,0.07,0.07,0.07,0.07,-0.05,1
101/01/02,90000,9000,0.10,0.10,0.10,0.10,+0.03,1
101/01/03,17000,2450,0.14,0.15,0.14,0.15,+0.05,2
101/01/04,24000,4030,0.17,0.17,0.16,0.17,+0.02,3
101/01/05,10000,1400,0.14,0.14,0.14,0.14,-0.03,1
101/01/06,288000,40170,0.14,0.14,0.13,0.14,0.00,7
101/01/09,117000,14200,0.12,0.13,0.12,0.12,-0.02,4
101/01/10,20000,2000,0.10,0.10,0.10,0.10,-0.02,1
101/01/11,0,0,---,---,---,---,---,0
101/01/12,101000,12860,0.13,0.16,0.12,0.12,+0.02,5
101/01/13,139000,17080,0.12,0.13,0.12,0.13,+0.01,2
101/01/16,0,0,---,---,---,---,---,0
101/01/17,218000,29730,0.12,0.15,0.12,0.15,+0.02,3
101/01/18,281000,50200,0.16,0.20,0.16,0.20,+0.05,5
101/01/30,187000,32800,0.20,0.20,0.17,0.18,-0.02,4
101/01/31,88000,16000,0.18,0.19,0.18,0.19,+0.01,4
101/02/01,1093000,242790,0.18,0.25,0.18,0.25,+0.06,24
101/02/02,622000,183800,0.30,0.33,0.28,0.33,+0.08,26
101/02/03,303000,91070,0.34,0.34,0.29,0.31,-0.02,9
101/02/04,378000,106970,0.32,0.32,0.25,0.25,-0.06,9
101/02/06,827000,231980,0.24,0.40,0.23,0.30,+0.05,24
101/02/07,529000,166330,0.30,0.35,0.29,0.30,0.00,15
101/02/08,475000,165310,0.33,0.37,0.33,0.35,+0.05,19
101/02/09,346000,138440,0.40,0.42,0.38,0.40,+0.05,19
101/02/10,150000,52740,0.38,0.38,0.34,0.34,-0.06,8
101/02/13,244000,71850,0.26,0.32,0.26,0.32,-0.02,8
101/02/14,58000,18740,0.31,0.33,0.31,0.33,+0.01,3
101/02/15,398000,112440,0.28,0.30,0.27,0.29,-0.04,6
101/02/16,177000,47070,0.30,0.30,0.24,0.25,-0.04,4
101/02/17,164000,43180,0.27,0.27,0.25,0.25,0.00,4
101/02/20,365000,103420,0.25,0.30,0.25,0.28,+0.03,7
101/02/21,129000,40080,0.28,0.32,0.28,0.32,+0.04,2
101/02/22,468000,146630,0.31,0.34,0.30,0.33,+0.01,12
101/02/23,699000,296430,0.40,0.50,0.33,0.36,+0.03,25
101/02/24,294000,76230,0.28,0.28,0.24,0.24,-0.12,9
101/02/29,396000,92350,0.21,0.27,0.21,0.23,-0.01,10
101/03/01,143000,31960,0.23,0.23,0.22,0.22,-0.01,2
101/03/02,195000,49080,0.23,0.26,0.23,0.26,+0.04,7
101/03/03,20000,4800,0.24,0.24,0.24,0.24,-0.02,1
101/03/05,60000,14640,0.25,0.25,0.24,0.24,0.00,4
101/03/06,295000,41200,0.14,0.16,0.13,0.15,-0.09,8
101/03/07,55000,7550,0.13,0.14,0.13,0.14,-0.01,5
101/03/08,40000,6500,0.16,0.17,0.16,0.17,+0.03,2
101/03/09,0,0,---,---,---,---,---,0
101/03/12,170000,21900,0.13,0.13,0.12,0.12,-0.04,3
101/03/13,0,0,---,---,---,---,---,0
101/03/14,50000,6900,0.13,0.15,0.13,0.15,+0.03,2
101/03/15,30000,3000,0.10,0.10,0.10,0.10,-0.05,1
101/03/16,24000,2640,0.11,0.11,0.11,0.11,+0.01,3
101/03/19,59000,6980,0.14,0.14,0.10,0.10,-0.01,4
101/03/20,0,0,---,---,---,---,---,0
101/03/21,201000,10560,0.06,0.06,0.04,0.04,-0.05,4
101/03/22,0,0,---,---,---,---,---,0
101/03/23,15000,600,0.04,0.04,0.04,0.04,0.00,1
101/03/26,0,0,---,---,---,---,---,0
101/03/27,80000,3500,0.05,0.05,0.04,0.04,0.00,4
101/03/28,0,0,---,---,---,---,---,0
101/03/29,0,0,---,---,---,---,---,0
101/03/30,0,0,---,---,---,---,---,0
101/04/02,0,0,---,---,---,---,---,0
101/04/03,0,0,---,---,---,---,---,0
101/04/05,0,0,---,---,---,---,---,0
