103/07/11,200000,160000,0.80,0.80,0.80,0.80,-0.12,2
103/07/14,400000,336500,0.78,0.93,0.78,0.93,+0.13,4
103/07/15,220000,214100,1.00,1.00,0.88,0.96,+0.03,13
103/07/16,20000,19700,0.97,1.00,0.97,1.00,+0.04,2
103/07/17,50000,41500,0.83,0.83,0.83,0.83,-0.17,1
103/07/18,20000,16400,0.82,0.82,0.82,0.82,-0.01,2
103/07/21,30000,25600,0.86,0.88,0.82,0.82,0.00,3
103/07/22,50000,39500,0.79,0.79,0.79,0.79,-0.03,1
103/07/24,110000,93300,0.83,0.93,0.83,0.93,+0.14,3
103/07/25,0,0,---,---,---,---,---,0
103/07/28,20000,16900,0.85,0.85,0.84,0.84,-0.05,2
103/07/29,0,0,---,---,---,---,---,0
103/07/30,275000,281550,0.93,1.05,0.93,1.05,+0.21,8
103/07/31,553000,581570,1.05,1.13,0.98,1.11,+0.06,20
103/08/01,234000,248760,1.00,1.10,1.00,1.07,-0.04,9
103/08/04,57000,61670,1.08,1.09,1.08,1.09,+0.02,3
103/08/05,11000,10310,1.01,1.01,0.93,0.93,-0.16,2
103/08/06,40000,30800,0.81,0.81,0.71,0.71,-0.22,5
103/08/07,99000,80190,0.81,0.81,0.81,0.81,+0.10,1
103/08/08,11000,8000,0.73,0.73,0.70,0.70,-0.11,2
103/08/11,0,0,---,---,---,---,---,0
103/08/12,0,0,---,---,---,---,---,0
103/08/13,0,0,---,---,---,---,---,0
103/08/14,0,0,---,---,---,---,---,0
103/08/15,0,0,---,---,---,---,---,0
103/08/18,0,0,---,---,---,---,---,0
103/08/19,0,0,---,---,---,---,---,0
103/08/20,0,0,---,---,---,---,---,0
103/08/21,0,0,---,---,---,---,---,0
103/08/22,5000,3750,0.75,0.75,0.75,0.75,+0.05,1
103/08/25,0,0,---,---,---,---,---,0
103/08/26,0,0,---,---,---,---,---,0
103/08/27,10000,7800,0.78,0.78,0.78,0.78,+0.03,1
103/08/28,0,0,---,---,---,---,---,0
103/08/29,0,0,---,---,---,---,---,0
103/09/01,0,0,---,---,---,---,---,0
103/09/02,0,0,---,---,---,---,---,0
103/09/03,45000,29500,0.68,0.68,0.64,0.64,-0.09,4
103/09/04,2000,1240,0.62,0.62,0.62,0.62,-0.02,1
103/09/05,0,0,---,---,---,---,---,0
103/09/09,0,0,---,---,---,---,---,0
103/09/10,0,0,---,---,---,---,---,0
103/09/11,30000,16800,0.56,0.56,0.56,0.56,-0.06,1
103/09/12,10000,5100,0.51,0.51,0.51,0.51,-0.05,1
103/09/15,0,0,---,---,---,---,---,0
103/09/16,10000,4700,0.47,0.47,0.47,0.47,-0.01,1
103/09/17,0,0,---,---,---,---,---,0
103/09/18,0,0,---,---,---,---,---,0
103/09/19,50000,20500,0.41,0.41,0.41,0.41,-0.01,2
103/09/22,80000,29500,0.38,0.38,0.35,0.35,-0.06,3
103/09/23,0,0,---,---,---,---,---,0
103/09/24,64000,23040,0.36,0.37,0.35,0.35,+0.02,3
103/09/25,200000,58060,0.32,0.32,0.28,0.28,-0.07,3
103/09/26,200000,53960,0.25,0.28,0.25,0.28,0.00,3
103/09/29,0,0,---,---,---,---,---,0
