101/05/24,20000,16200,0.81,0.81,0.81,0.81,+0.13,1
101/05/25,30000,20300,0.67,0.68,0.67,0.68,-0.13,2
101/05/28,0,0,---,---,---,---,---,0
101/05/29,10000,7900,0.79,0.79,0.79,0.79,+0.12,1
101/05/30,10000,8000,0.80,0.80,0.80,0.80,+0.01,1
101/05/31,0,0,---,---,---,---,---,0
101/06/01,1000,930,0.93,0.93,0.93,0.93,+0.08,1
101/06/04,140000,129200,0.96,0.97,0.90,0.90,-0.03,4
101/06/05,81000,82650,1.02,1.05,1.02,1.05,+0.15,2
101/06/06,0,0,---,---,---,---,---,0
101/06/07,0,0,---,---,---,---,---,0
101/06/08,0,0,---,---,---,---,---,0
101/06/11,0,0,---,---,---,---,---,0
101/06/12,10000,8800,0.88,0.88,0.88,0.88,-0.01,1
101/06/13,60000,56700,0.89,0.96,0.89,0.96,+0.08,4
101/06/14,50000,47500,0.95,0.95,0.95,0.95,-0.01,2
101/06/15,0,0,---,---,---,---,---,0
101/06/18,0,0,---,---,---,---,---,0
101/06/19,10000,9800,0.98,0.98,0.98,0.98,+0.05,1
101/06/20,105000,106300,0.98,1.06,0.98,1.06,+0.08,3
101/06/21,35000,37450,1.07,1.07,1.07,1.07,+0.01,1
101/06/22,0,0,---,---,---,---,---,0
101/06/25,0,0,---,---,---,---,---,0
101/06/26,0,0,---,---,---,---,---,0
101/06/27,0,0,---,---,---,---,---,0
101/06/28,0,0,---,---,---,---,---,0
101/06/29,0,0,---,---,---,---,---,0
101/07/02,0,0,---,---,---,---,---,0
101/07/03,0,0,---,---,---,---,---,0
101/07/04,0,0,---,---,---,---,---,0
101/07/05,0,0,---,---,---,---,---,0
101/07/06,0,0,---,---,---,---,---,0
101/07/09,0,0,---,---,---,---,---,0
101/07/10,0,0,---,---,---,---,---,0
101/07/11,0,0,---,---,---,---,---,0
101/07/12,0,0,---,---,---,---,---,0
101/07/13,0,0,---,---,---,---,---,0
101/07/16,0,0,---,---,---,---,---,0
101/07/17,0,0,---,---,---,---,---,0
101/07/18,0,0,---,---,---,---,---,0
101/07/19,0,0,---,---,---,---,---,0
101/07/20,0,0,---,---,---,---,---,0
101/07/23,0,0,---,---,---,---,---,0
101/07/24,155000,126500,0.81,0.82,0.81,0.82,0.00,3
101/07/25,210000,174600,0.84,0.84,0.82,0.82,0.00,4
101/07/26,135000,110550,0.83,0.83,0.77,0.77,-0.05,3
101/07/27,350000,282800,0.80,0.82,0.80,0.82,+0.05,8
101/07/30,0,0,---,---,---,---,---,0
101/07/31,320000,310100,0.95,0.98,0.95,0.97,+0.02,8
101/08/01,65000,69050,1.03,1.09,1.03,1.09,+0.12,3
101/08/03,370000,385250,1.01,1.06,1.01,1.04,-0.05,10
101/08/06,10000,10500,1.05,1.05,1.05,1.05,+0.01,1
101/08/07,285000,287950,1.03,1.05,0.95,0.95,-0.10,8
101/08/08,145000,145050,1.02,1.02,0.99,0.99,+0.04,4
101/08/09,269000,285950,1.05,1.08,1.05,1.05,+0.06,6
101/08/10,535000,609860,1.16,1.16,1.12,1.12,+0.07,10
101/08/13,0,0,---,---,---,---,---,0
101/08/14,786000,1161390,1.53,1.53,1.40,1.42,-0.01,11
101/08/15,85000,127500,1.50,1.50,1.50,1.50,+0.08,2
101/08/16,279000,400370,1.43,1.44,1.43,1.44,-0.06,4
101/08/17,0,0,---,---,---,---,---,0
101/08/20,0,0,---,---,---,---,---,0
101/08/21,0,0,---,---,---,---,---,0
101/08/22,0,0,---,---,---,---,---,0
101/08/23,0,0,---,---,---,---,---,0
101/08/24,0,0,---,---,---,---,---,0
101/08/27,5000,6650,1.33,1.33,1.33,1.33,+0.06,1
101/08/28,60000,78000,1.30,1.30,1.30,1.30,-0.03,1
101/08/29,50000,62000,1.24,1.24,1.24,1.24,-0.06,1
101/08/30,0,0,---,---,---,---,---,0
101/08/31,0,0,---,---,---,---,---,0
101/09/03,0,0,---,---,---,---,---,0
101/09/04,0,0,---,---,---,---,---,0
101/09/05,50000,53500,1.07,1.07,1.07,1.07,-0.06,1
101/09/06,0,0,---,---,---,---,---,0
101/09/07,0,0,---,---,---,---,---,0
101/09/10,0,0,---,---,---,---,---,0
101/09/11,238000,250400,1.06,1.06,1.04,1.05,+0.07,7
101/09/12,140000,144200,1.04,1.06,1.02,1.06,+0.01,4
101/09/13,628000,692390,1.08,1.13,1.08,1.12,+0.06,11
101/09/14,767000,841880,1.13,1.13,1.05,1.05,-0.07,12
101/09/17,340000,334910,1.00,1.00,0.97,0.97,-0.08,6
101/09/18,109000,107730,0.99,0.99,0.97,0.97,0.00,2
101/09/19,402000,438990,1.06,1.10,1.06,1.10,+0.13,6
101/09/20,311000,329910,1.07,1.07,1.04,1.04,-0.06,5
101/09/21,39000,41940,1.09,1.09,1.06,1.06,+0.02,2
101/09/24,170000,183700,1.09,1.09,1.07,1.07,+0.01,3
101/09/25,0,0,---,---,---,---,---,0
101/09/26,352000,285020,0.88,0.88,0.76,0.76,-0.22,7
101/09/27,226000,161740,0.74,0.74,0.69,0.70,-0.06,4
101/09/28,280000,196200,0.74,0.74,0.68,0.68,-0.02,5
101/10/01,449000,315870,0.73,0.73,0.68,0.69,+0.01,6
101/10/02,310000,218500,0.71,0.71,0.70,0.70,+0.01,5
101/10/03,499000,370540,0.71,0.76,0.71,0.74,+0.04,8
101/10/04,0,0,---,---,---,---,---,0
101/10/05,0,0,---,---,---,---,---,0
101/10/08,0,0,---,---,---,---,---,0
101/10/09,850000,407200,0.53,0.53,0.38,0.38,-0.20,14
101/10/11,778000,225210,0.29,0.30,0.26,0.26,-0.12,9
101/10/12,230000,57100,0.29,0.29,0.22,0.22,-0.04,4
101/10/15,20000,4600,0.23,0.23,0.23,0.23,+0.01,1
101/10/16,140000,40150,0.28,0.30,0.28,0.30,+0.07,5
101/10/17,210000,60500,0.31,0.31,0.27,0.27,-0.03,4
101/10/18,240000,57000,0.26,0.26,0.22,0.22,-0.05,5
101/10/19,360000,68200,0.20,0.20,0.18,0.18,-0.04,5
101/10/22,0,0,---,---,---,---,---,0
101/10/23,0,0,---,---,---,---,---,0
101/10/24,20000,2800,0.14,0.14,0.14,0.14,-0.01,1
101/10/25,0,0,---,---,---,---,---,0
101/10/26,0,0,---,---,---,---,---,0
101/10/29,0,0,---,---,---,---,---,0
101/10/30,0,0,---,---,---,---,---,0
101/10/31,0,0,---,---,---,---,---,0
101/11/01,0,0,---,---,---,---,---,0
101/11/02,80000,1600,0.02,0.02,0.02,0.02,-0.02,1
101/11/05,0,0,---,---,---,---,---,0
101/11/06,0,0,---,---,---,---,---,0
101/11/07,90000,900,0.01,0.01,0.01,0.01,-0.01,1
101/11/08,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/09,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/12,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/13,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/14,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/15,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/16,90000,900,0.01,0.01,0.01,0.01,0.00,1
101/11/19,0,0,---,---,---,---,---,0
101/11/20,0,0,---,---,---,---,---,0
101/11/21,0,0,---,---,---,---,---,0
