102/12/09,5000,5950,1.19,1.19,1.19,1.19,+0.33,1
102/12/10,10000,11200,1.12,1.12,1.12,1.12,-0.07,1
102/12/11,20000,19450,0.98,0.98,0.95,0.95,-0.17,3
102/12/12,35000,35450,1.03,1.03,1.00,1.00,+0.05,3
102/12/13,406000,456800,1.04,1.15,1.04,1.14,+0.14,8
102/12/16,385000,429750,1.13,1.13,1.07,1.07,-0.07,6
102/12/17,4000,4270,1.09,1.09,1.05,1.05,-0.02,4
102/12/18,7000,7190,1.03,1.03,1.01,1.01,-0.04,3
102/12/19,0,0,---,---,---,---,---,0
102/12/20,20000,18600,0.93,0.93,0.93,0.93,-0.01,1
102/12/23,0,0,---,---,---,---,---,0
102/12/24,385000,341100,0.87,0.90,0.87,0.90,+0.04,7
102/12/25,425000,387900,0.92,0.96,0.90,0.93,+0.03,9
102/12/26,110000,103400,0.94,0.94,0.94,0.94,+0.01,2
102/12/27,145000,145850,0.99,1.03,0.99,1.01,+0.07,5
102/12/30,60000,57400,0.99,0.99,0.95,0.95,-0.06,2
102/12/31,60000,59500,0.98,1.01,0.98,1.01,+0.06,3
103/01/02,65000,62300,0.97,0.97,0.92,0.92,-0.09,2
103/01/03,72000,65620,0.90,0.92,0.90,0.91,-0.01,4
103/01/06,31000,26700,0.90,0.90,0.86,0.86,-0.05,2
103/01/07,0,0,---,---,---,---,---,0
103/01/08,0,0,---,---,---,---,---,0
103/01/09,230000,189100,0.83,0.83,0.81,0.81,-0.01,3
103/01/10,496000,415660,0.80,0.86,0.80,0.84,+0.03,13
103/01/13,557000,482740,0.88,0.88,0.84,0.85,+0.01,12
103/01/14,269000,222060,0.85,0.85,0.81,0.82,-0.03,6
103/01/15,291000,254890,0.86,0.89,0.86,0.88,+0.06,5
103/01/16,767000,647330,0.89,0.89,0.82,0.82,-0.06,13
103/01/17,317000,261440,0.82,0.85,0.82,0.82,0.00,6
103/01/20,435000,372190,0.86,0.89,0.83,0.83,+0.01,8
103/01/21,181000,196360,0.88,1.26,0.88,1.26,+0.43,9
103/01/22,558000,575780,1.09,1.10,0.99,0.99,-0.27,20
103/01/23,890000,971710,1.03,1.13,1.03,1.08,+0.09,25
103/01/24,981000,1045350,1.10,1.10,1.02,1.02,-0.06,18
103/01/27,52000,47840,0.92,0.92,0.92,0.92,-0.10,2
103/02/05,100000,74600,0.74,0.75,0.74,0.75,-0.17,5
103/02/06,310000,240400,0.78,0.78,0.75,0.76,+0.01,6
103/02/07,110000,84300,0.77,0.77,0.74,0.76,0.00,3
103/02/10,50000,37800,0.76,0.76,0.74,0.74,-0.02,3
103/02/11,20000,15500,0.78,0.78,0.77,0.77,+0.03,2
103/02/12,59000,44850,0.77,0.77,0.75,0.75,-0.02,4
103/02/13,0,0,---,---,---,---,---,0
103/02/14,10000,7100,0.71,0.71,0.71,0.71,-0.01,1
103/02/17,85000,71730,0.78,0.88,0.78,0.85,+0.14,7
103/02/18,24000,20030,0.83,0.85,0.80,0.81,-0.04,4
103/02/19,211000,186680,0.80,0.91,0.80,0.90,+0.09,8
103/02/20,292000,262480,0.91,0.94,0.86,0.90,0.00,9
103/02/21,145000,181100,1.20,1.34,1.18,1.34,+0.44,9
103/02/24,884000,1119090,1.26,1.31,1.23,1.26,-0.08,21
103/02/25,162000,187180,1.21,1.21,1.13,1.14,-0.12,8
103/02/26,358000,470270,1.26,1.44,1.26,1.27,+0.13,9
103/02/27,255000,324450,1.29,1.29,1.21,1.21,-0.06,5
103/03/03,83000,89850,1.07,1.11,1.07,1.11,-0.10,3
103/03/04,124000,139860,1.14,1.16,1.09,1.09,-0.02,8
103/03/05,135000,172700,1.25,1.32,1.25,1.26,+0.17,8
103/03/06,30000,36600,1.22,1.22,1.22,1.22,-0.04,3
103/03/07,98000,113160,1.18,1.18,1.07,1.07,-0.15,3
103/03/10,0,0,---,---,---,---,---,0
103/03/11,89000,106410,1.22,1.22,1.17,1.21,+0.21,5
103/03/12,109000,125040,1.18,1.18,1.12,1.12,-0.09,3
103/03/13,613000,689890,1.17,1.17,1.10,1.12,0.00,15
103/03/14,245000,264300,1.15,1.15,1.02,1.02,-0.10,7
103/03/17,164000,174130,1.07,1.07,1.06,1.06,+0.04,4
103/03/18,363000,389570,1.10,1.10,1.06,1.06,0.00,7
103/03/19,20000,21800,1.10,1.10,1.08,1.08,+0.02,2
103/03/20,45000,43600,1.00,1.00,0.93,0.93,-0.15,3
103/03/21,0,0,---,---,---,---,---,0
103/03/24,0,0,---,---,---,---,---,0
103/03/25,0,0,---,---,---,---,---,0
103/03/26,707000,671470,0.93,0.99,0.93,0.95,+0.09,13
103/03/27,1108000,1031170,0.94,0.98,0.89,0.90,-0.05,19
103/03/28,575000,515020,0.89,0.92,0.76,0.76,-0.14,10
103/03/31,0,0,---,---,---,---,---,0
103/04/01,68000,53560,0.77,0.79,0.77,0.79,+0.04,3
103/04/02,230000,175620,0.75,0.78,0.75,0.78,-0.01,3
103/04/03,230000,193300,0.85,0.85,0.83,0.83,+0.05,2
103/04/07,338000,257490,0.72,0.85,0.72,0.83,0.00,6
103/04/08,308000,256880,0.81,0.85,0.81,0.81,-0.02,4
103/04/09,30000,24900,0.83,0.83,0.83,0.83,+0.02,1
103/04/10,71000,60970,0.87,0.87,0.83,0.83,0.00,3
103/04/11,46000,37720,0.82,0.82,0.82,0.82,-0.01,1
103/04/14,0,0,---,---,---,---,---,0
103/04/15,15000,9450,0.63,0.63,0.63,0.63,-0.06,1
103/04/16,0,0,---,---,---,---,---,0
103/04/17,10000,7600,0.76,0.76,0.76,0.76,+0.03,1
103/04/18,10000,7900,0.79,0.79,0.79,0.79,+0.03,1
103/04/21,0,0,---,---,---,---,---,0
103/04/22,2000,2000,1.00,1.00,1.00,1.00,+0.27,1
103/04/23,12000,11920,1.06,1.06,0.98,0.98,-0.02,2
103/04/24,0,0,---,---,---,---,---,0
103/04/25,0,0,---,---,---,---,---,0
103/04/28,0,0,---,---,---,---,---,0
103/04/29,0,0,---,---,---,---,---,0
103/04/30,0,0,---,---,---,---,---,0
103/05/02,0,0,---,---,---,---,---,0
103/05/05,0,0,---,---,---,---,---,0
103/05/06,0,0,---,---,---,---,---,0
103/05/07,0,0,---,---,---,---,---,0
103/05/08,0,0,---,---,---,---,---,0
103/05/09,0,0,---,---,---,---,---,0
103/05/12,0,0,---,---,---,---,---,0
103/05/13,0,0,---,---,---,---,---,0
103/05/14,0,0,---,---,---,---,---,0
103/05/15,0,0,---,---,---,---,---,0
103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,0,0,---,---,---,---,---,0
103/05/21,0,0,---,---,---,---,---,0
103/05/22,0,0,---,---,---,---,---,0
103/05/23,0,0,---,---,---,---,---,0
103/05/26,0,0,---,---,---,---,---,0
103/05/27,0,0,---,---,---,---,---,0
103/05/28,0,0,---,---,---,---,---,0
103/05/29,0,0,---,---,---,---,---,0
103/05/30,0,0,---,---,---,---,---,0
103/06/03,0,0,---,---,---,---,---,0
103/06/04,0,0,---,---,---,---,---,0
103/06/05,0,0,---,---,---,---,---,0
