101/12/18,0,0,---,---,---,---,---,0
101/12/19,99000,125730,1.27,1.27,1.27,1.27,+0.01,1
101/12/20,128000,165200,1.28,1.33,1.28,1.30,+0.03,5
101/12/21,0,0,---,---,---,---,---,0
101/12/22,826000,1268030,1.39,1.58,1.39,1.58,+0.30,11
101/12/24,605000,977780,1.63,1.66,1.53,1.58,0.00,18
101/12/25,40000,63570,1.62,1.62,1.55,1.60,+0.02,7
101/12/26,18000,28370,1.64,1.64,1.54,1.59,-0.01,4
101/12/27,164000,257710,1.58,1.59,1.50,1.50,-0.09,5
101/12/28,445000,675280,1.50,1.55,1.50,1.50,0.00,13
102/01/02,475000,697090,1.47,1.49,1.46,1.46,-0.04,10
102/01/03,587000,763980,1.42,1.42,1.27,1.27,-0.19,12
102/01/04,374000,443800,1.25,1.25,1.11,1.13,-0.14,14
102/01/07,709000,846240,1.11,1.22,1.11,1.13,0.00,16
102/01/08,193000,183890,0.91,0.98,0.91,0.98,-0.15,4
102/01/09,505000,494500,0.98,0.98,0.94,0.94,-0.04,6
102/01/10,15000,14400,0.96,0.96,0.96,0.96,+0.02,1
102/01/11,220000,201560,0.97,0.97,0.87,0.88,-0.08,9
102/01/14,159000,123380,0.80,0.80,0.76,0.79,-0.09,7
102/01/15,3462000,2955450,0.78,0.92,0.74,0.90,+0.11,58
102/01/16,4791000,4164060,0.92,0.92,0.84,0.85,-0.05,45
102/01/17,2031000,1582410,0.85,0.86,0.69,0.69,-0.16,45
102/01/18,122000,87670,0.75,0.75,0.70,0.72,+0.03,8
102/01/21,200000,138560,0.68,0.72,0.68,0.71,-0.01,5
102/01/22,2257000,1957080,0.73,0.97,0.73,0.95,+0.24,60
102/01/23,2883000,2768410,0.96,1.05,0.89,0.96,+0.01,68
102/01/24,1599000,1444240,0.89,0.98,0.81,0.97,+0.01,59
102/01/25,1080000,1011010,0.95,0.99,0.88,0.91,-0.06,47
102/01/28,1724000,1599120,0.89,0.95,0.87,0.95,+0.04,46
102/01/29,2106000,2139100,0.96,1.06,0.95,1.02,+0.07,50
102/01/30,2376000,2455930,1.06,1.10,0.91,0.93,-0.09,58
102/01/31,552000,491150,0.92,0.92,0.88,0.88,-0.05,14
102/02/01,467000,413310,0.94,0.94,0.88,0.90,+0.02,11
