107/09/07,433000,415000,0.93,1.02,0.91,1.01,0.00,16
107/09/12,19000,11920,0.64,0.64,0.58,0.58,-0.09,2
107/09/13,81000,50220,0.62,0.62,0.62,0.62,+0.04,2
107/09/19,26000,15080,0.58,0.58,0.58,0.58,+0.04,2
107/09/20,26000,13320,0.52,0.52,0.51,0.51,-0.07,5
107/09/25,140000,72850,0.51,0.53,0.50,0.53,+0.02,8
107/10/01,757000,353660,0.47,0.48,0.46,0.48,-0.04,8
107/10/02,444000,204240,0.46,0.46,0.46,0.46,-0.02,5
107/10/03,11000,5500,0.50,0.50,0.50,0.50,+0.04,1
107/10/04,11000,4950,0.45,0.45,0.45,0.45,-0.05,2
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,0,0,---,---,---,---,---,0
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
