102/06/13,60000,52800,0.88,0.88,0.88,0.88,-0.01,1
102/06/14,60000,55200,0.92,0.92,0.92,0.92,+0.04,1
102/06/17,0,0,---,---,---,---,---,0
102/06/18,0,0,---,---,---,---,---,0
102/06/19,0,0,---,---,---,---,---,0
102/06/20,0,0,---,---,---,---,---,0
102/06/21,0,0,---,---,---,---,---,0
102/06/24,0,0,---,---,---,---,---,0
102/06/25,49000,52910,1.07,1.14,1.07,1.14,+0.16,5
102/06/26,75000,76150,1.01,1.05,0.99,1.00,-0.14,6
102/06/27,80000,70000,0.92,0.92,0.84,0.84,-0.16,3
102/06/28,884000,665680,0.78,0.78,0.73,0.77,-0.07,20
102/07/01,686000,499900,0.74,0.75,0.70,0.70,-0.07,16
102/07/02,1190000,866000,0.74,0.75,0.72,0.74,+0.04,27
102/07/03,746000,560220,0.75,0.76,0.75,0.75,+0.01,11
102/07/04,234000,201270,0.90,0.90,0.84,0.88,+0.13,10
102/07/05,244000,202070,0.80,0.84,0.80,0.84,-0.04,7
102/07/08,214000,186110,0.83,0.88,0.83,0.87,+0.03,6
102/07/09,223000,165740,0.87,0.87,0.71,0.72,-0.15,11
102/07/10,117000,75260,0.65,0.67,0.59,0.67,-0.05,5
102/07/11,30000,18520,0.64,0.67,0.59,0.59,-0.08,5
102/07/12,302000,169130,0.55,0.57,0.55,0.57,-0.02,8
102/07/15,367000,206790,0.57,0.57,0.53,0.55,-0.02,5
102/07/16,299000,141660,0.53,0.53,0.44,0.46,-0.09,17
102/07/17,1210000,516000,0.42,0.44,0.40,0.43,-0.03,23
102/07/18,1241000,569800,0.41,0.52,0.41,0.47,+0.04,30
102/07/19,486000,228290,0.47,0.49,0.43,0.44,-0.03,16
102/07/22,546000,241330,0.40,0.54,0.40,0.46,+0.02,16
102/07/23,114000,52770,0.45,0.48,0.45,0.48,+0.02,4
102/07/24,336000,146470,0.45,0.45,0.41,0.43,-0.05,9
102/07/25,367000,168270,0.43,0.48,0.43,0.45,+0.02,11
102/07/26,66000,30980,0.45,0.47,0.45,0.47,+0.02,3
102/07/29,264000,116910,0.45,0.47,0.44,0.47,0.00,5
102/07/30,310000,138420,0.44,0.45,0.44,0.45,-0.02,7
102/07/31,174000,79050,0.46,0.46,0.45,0.46,+0.01,4
102/08/01,549000,236490,0.45,0.45,0.40,0.40,-0.06,11
102/08/02,836000,322770,0.39,0.40,0.37,0.37,-0.03,13
102/08/05,317000,113920,0.36,0.36,0.35,0.35,-0.02,5
102/08/06,297000,109890,0.37,0.37,0.37,0.37,+0.02,3
102/08/07,439000,159680,0.36,0.37,0.36,0.37,0.00,8
102/08/08,377000,131950,0.35,0.35,0.35,0.35,-0.02,8
102/08/09,190000,70090,0.36,0.37,0.36,0.37,+0.02,4
102/08/12,99000,35640,0.36,0.36,0.36,0.36,-0.01,1
102/08/13,24000,8410,0.36,0.36,0.35,0.35,-0.01,3
102/08/14,124000,43900,0.37,0.37,0.35,0.35,0.00,2
102/08/15,129000,45890,0.34,0.36,0.34,0.36,+0.01,3
102/08/16,181000,66970,0.37,0.37,0.37,0.37,+0.01,5
102/08/19,580000,189710,0.36,0.36,0.28,0.29,-0.08,11
102/08/20,2040000,697170,0.29,0.35,0.29,0.35,+0.06,29
102/08/22,0,0,---,---,---,---,---,0
102/08/23,0,0,---,---,---,---,---,0
102/08/26,380000,150170,0.40,0.42,0.38,0.42,+0.07,8
102/08/27,255000,121700,0.42,0.50,0.42,0.50,+0.08,8
102/08/28,337000,191530,0.54,0.59,0.51,0.54,+0.04,12
102/08/29,190000,92130,0.50,0.50,0.43,0.43,-0.11,4
102/08/30,292000,118520,0.41,0.41,0.40,0.41,-0.02,6
102/09/02,2000,860,0.43,0.43,0.43,0.43,+0.02,1
102/09/03,63000,25830,0.41,0.41,0.41,0.41,-0.02,3
102/09/04,0,0,---,---,---,---,---,0
102/09/05,2000,840,0.42,0.42,0.42,0.42,-0.01,1
102/09/06,62000,26160,0.43,0.43,0.42,0.42,0.00,2
102/09/09,2000,860,0.43,0.43,0.43,0.43,+0.01,1
102/09/10,0,0,---,---,---,---,---,0
102/09/11,5000,2100,0.42,0.42,0.42,0.42,+0.04,1
102/09/12,10000,4000,0.40,0.40,0.40,0.40,-0.02,1
102/09/13,25000,8200,0.36,0.36,0.30,0.30,-0.10,3
102/09/14,5000,1500,0.30,0.30,0.30,0.30,0.00,1
102/09/16,0,0,---,---,---,---,---,0
102/09/17,0,0,---,---,---,---,---,0
102/09/18,27000,7100,0.28,0.28,0.23,0.23,-0.06,3
102/09/23,0,0,---,---,---,---,---,0
102/09/24,0,0,---,---,---,---,---,0
102/09/25,10000,2100,0.21,0.21,0.21,0.21,-0.02,1
102/09/26,10000,2100,0.21,0.21,0.21,0.21,0.00,1
102/09/27,0,0,---,---,---,---,---,0
102/09/30,0,0,---,---,---,---,---,0
102/10/01,0,0,---,---,---,---,---,0
102/10/02,0,0,---,---,---,---,---,0
102/10/03,210000,35600,0.16,0.17,0.16,0.17,-0.02,5
102/10/04,10000,1800,0.18,0.18,0.18,0.18,+0.01,1
102/10/07,1000,170,0.17,0.17,0.17,0.17,-0.01,1
102/10/08,0,0,---,---,---,---,---,0
102/10/09,42000,7560,0.18,0.18,0.18,0.18,+0.01,1
102/10/11,12000,1800,0.15,0.15,0.15,0.15,-0.03,1
102/10/14,0,0,---,---,---,---,---,0
102/10/15,30000,4800,0.16,0.16,0.16,0.16,+0.01,1
