103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,0,0,---,---,---,---,---,0
103/05/21,110000,59800,0.56,0.56,0.53,0.53,-0.05,7
103/05/22,130000,74200,0.56,0.63,0.56,0.63,+0.10,4
103/05/23,60000,37440,0.60,0.63,0.60,0.63,0.00,5
103/05/26,194000,130570,0.60,0.77,0.60,0.71,+0.08,13
103/05/27,145000,106650,0.69,0.79,0.69,0.72,+0.01,11
103/05/28,194000,125610,0.70,0.70,0.60,0.61,-0.11,16
103/05/29,225000,136570,0.63,0.63,0.60,0.60,-0.01,13
103/05/30,103000,63420,0.62,0.63,0.58,0.58,-0.02,9
103/06/03,101000,55840,0.55,0.59,0.52,0.54,-0.04,6
103/06/04,347000,201030,0.54,0.60,0.54,0.58,+0.04,10
103/06/05,199000,163390,0.66,1.00,0.66,0.78,+0.20,11
103/06/06,163000,190600,1.07,1.30,1.06,1.30,+0.52,19
103/06/09,905000,884700,1.29,1.29,0.91,0.91,-0.39,42
103/06/10,1141000,1323020,1.09,1.30,1.06,1.21,+0.30,86
103/06/11,1928000,2262530,1.19,1.23,1.14,1.19,-0.02,82
103/06/12,2061000,2403340,1.20,1.29,0.99,1.02,-0.17,91
103/06/13,1242000,1319820,1.00,1.14,1.00,1.04,+0.02,55
103/06/16,1691000,1846180,1.10,1.16,1.04,1.07,+0.03,55
103/06/17,2235000,2588130,1.23,1.23,1.05,1.05,-0.02,60
103/06/18,1172000,1183870,1.08,1.10,0.93,0.99,-0.06,43
103/06/19,362000,363870,1.01,1.02,0.99,0.99,0.00,13
103/06/20,3112000,3543630,1.00,1.25,1.00,1.03,+0.04,87
103/06/23,1179000,1211490,1.05,1.11,0.94,0.99,-0.04,49
103/06/24,1214000,1326710,1.06,1.22,1.06,1.06,+0.07,40
103/06/25,2515000,3095750,1.05,1.63,1.03,1.34,+0.28,110
103/06/26,1612000,2622010,1.40,1.86,1.40,1.75,+0.41,97
103/06/27,566000,971760,1.81,1.82,1.62,1.65,-0.10,47
103/06/30,498000,957380,1.74,2.20,1.73,2.04,+0.39,45
103/07/01,612000,1181970,2.04,2.04,1.87,1.87,-0.17,37
103/07/02,535000,879110,1.95,1.95,1.45,1.52,-0.35,40
103/07/03,347000,593170,1.67,1.84,1.60,1.78,+0.26,21
103/07/04,318000,538810,1.80,1.84,1.56,1.56,-0.22,19
103/07/07,516000,872600,1.57,1.85,1.57,1.76,+0.20,28
103/07/08,233000,389600,1.70,1.83,1.61,1.61,-0.15,10
103/07/09,374000,649010,1.75,1.79,1.67,1.70,+0.09,6
103/07/10,356000,588170,1.69,1.79,1.60,1.71,+0.01,15
103/07/11,274000,389630,1.67,1.71,1.33,1.33,-0.38,15
103/07/14,185000,261320,1.44,1.45,1.38,1.40,+0.07,9
103/07/15,154000,228900,1.52,1.52,1.45,1.50,+0.10,10
103/07/16,357000,449320,1.48,1.48,1.09,1.10,-0.40,21
103/07/17,383000,450260,1.15,1.22,1.13,1.22,+0.12,14
103/07/18,539000,612730,1.10,1.22,1.09,1.11,-0.11,11
103/07/21,814000,973720,1.21,1.27,1.12,1.12,+0.01,17
103/07/22,543000,625600,1.16,1.17,1.09,1.15,+0.03,14
103/07/24,501000,660490,1.25,1.45,1.23,1.45,+0.30,33
103/07/25,404000,564510,1.46,1.49,1.32,1.33,-0.12,29
103/07/28,134000,163800,1.24,1.29,1.15,1.19,-0.14,13
103/07/29,150000,178060,1.23,1.29,1.10,1.10,-0.09,13
103/07/30,256000,296900,1.15,1.20,1.09,1.18,+0.08,13
103/07/31,577000,716860,1.20,1.41,1.15,1.41,+0.23,25
103/08/01,594000,903040,1.37,1.61,1.37,1.55,+0.14,32
103/08/04,232000,358800,1.60,1.61,1.49,1.57,+0.02,26
103/08/05,117000,174890,1.56,1.56,1.47,1.56,-0.01,16
103/08/06,127000,154270,1.58,1.58,1.15,1.26,-0.30,14
103/08/07,15000,18200,1.23,1.23,1.20,1.20,-0.06,3
103/08/08,105000,134740,1.24,1.33,1.20,1.30,+0.10,9
103/08/11,17000,26110,1.41,1.60,1.41,1.58,+0.28,8
103/08/12,62000,88860,1.47,1.47,1.36,1.36,-0.22,7
103/08/13,26000,36200,1.38,1.45,1.36,1.36,0.00,4
103/08/14,20000,30130,1.50,1.56,1.41,1.49,+0.13,4
103/08/15,1000,1600,1.60,1.60,1.60,1.60,+0.11,1
103/08/18,10000,13750,1.27,1.48,1.27,1.48,-0.12,2
103/08/19,28000,42650,1.51,1.57,1.51,1.57,+0.09,6
103/08/20,55000,79870,1.58,1.58,1.33,1.37,-0.20,8
103/08/21,178000,185000,1.19,1.19,0.97,1.00,-0.37,18
103/08/22,70000,79760,1.05,1.19,1.05,1.15,+0.15,9
103/08/25,41000,52310,1.31,1.31,1.26,1.26,+0.11,4
103/08/26,22000,28420,1.33,1.35,1.28,1.28,+0.02,4
103/08/27,11000,15310,1.45,1.45,1.38,1.38,+0.10,4
103/08/28,0,0,---,---,---,---,---,0
103/08/29,11000,15950,1.45,1.45,1.45,1.45,+0.03,1
103/09/01,137000,250940,1.75,1.95,1.75,1.81,+0.36,8
103/09/02,12000,21240,1.76,1.86,1.76,1.78,-0.03,3
103/09/03,78000,154620,1.83,2.11,1.83,2.09,+0.31,10
103/09/04,84000,184920,2.34,2.34,1.76,1.76,-0.33,7
103/09/05,85000,153650,1.81,1.85,1.77,1.81,+0.05,5
103/09/09,23000,42360,1.85,1.85,1.76,1.76,-0.05,4
103/09/10,6000,11750,2.02,2.02,1.92,1.92,+0.16,5
103/09/11,26000,45890,1.85,1.85,1.70,1.70,-0.22,5
103/09/12,42000,60420,1.56,1.56,1.35,1.35,-0.35,4
103/09/15,5000,7400,1.48,1.48,1.48,1.48,+0.13,1
103/09/16,24000,29480,1.25,1.25,1.18,1.18,-0.30,6
103/09/17,47000,67810,1.33,1.57,1.33,1.57,+0.39,8
103/09/18,83000,145740,1.80,1.85,1.62,1.63,+0.06,6
103/09/19,35000,63920,1.82,1.92,1.79,1.92,+0.29,7
103/09/22,2000,3440,1.72,1.72,1.72,1.72,-0.20,1
103/09/23,2000,2560,1.28,1.28,1.28,1.28,-0.44,1
103/09/24,12000,14330,1.42,1.42,1.17,1.17,-0.11,3
103/09/25,12000,15250,1.30,1.30,1.25,1.25,+0.08,3
103/09/26,11000,13300,1.20,1.22,1.20,1.22,-0.03,4
103/09/29,34000,40740,1.18,1.26,1.18,1.21,-0.01,5
103/09/30,23000,29620,1.34,1.34,1.22,1.24,+0.03,6
103/10/01,0,0,---,---,---,---,---,0
103/10/02,25000,29690,1.15,1.31,1.15,1.27,+0.06,6
103/10/03,4000,5000,1.25,1.25,1.25,1.25,-0.02,1
103/10/06,4000,4840,1.21,1.21,1.21,1.21,-0.04,1
103/10/07,0,0,---,---,---,---,---,0
103/10/08,17000,15580,1.08,1.08,0.86,0.86,-0.28,4
103/10/09,7000,5430,0.86,0.86,0.66,0.66,-0.20,6
103/10/13,2000,940,0.47,0.47,0.47,0.47,-0.19,1
103/10/14,41000,22270,0.48,0.67,0.48,0.67,+0.20,5
103/10/15,10000,7900,0.79,0.79,0.79,0.79,+0.12,1
103/10/16,62000,38070,0.41,0.70,0.41,0.63,-0.16,9
103/10/17,43000,24280,0.68,0.68,0.54,0.54,-0.09,3
103/10/20,7000,3000,0.60,0.60,0.37,0.37,-0.17,4
103/10/21,7000,3810,0.53,0.56,0.53,0.56,+0.19,3
103/10/22,25000,14350,0.58,0.58,0.55,0.55,-0.01,3
103/10/23,10000,4500,0.45,0.45,0.45,0.45,-0.10,1
103/10/24,60000,38500,0.61,0.70,0.60,0.63,+0.18,6
103/10/27,170000,82500,0.57,0.57,0.42,0.42,-0.21,13
103/10/28,64000,34500,0.52,0.56,0.52,0.56,+0.14,9
103/10/29,243000,213710,0.75,0.99,0.75,0.99,+0.43,17
103/10/30,113000,129520,0.90,1.36,0.90,1.27,+0.28,12
103/10/31,57000,73620,1.50,1.50,1.25,1.33,+0.06,4
103/11/03,1000,1430,1.43,1.43,1.43,1.43,+0.10,1
103/11/04,34000,49300,1.45,1.45,1.45,1.45,+0.02,3
103/11/05,3000,4430,1.59,1.59,1.42,1.42,-0.03,2
103/11/06,0,0,---,---,---,---,---,0
103/11/07,1000,1290,1.29,1.29,1.29,1.29,+0.11,1
103/11/10,5000,6500,1.30,1.30,1.30,1.30,+0.01,1
103/11/11,31000,29360,1.08,1.08,0.88,0.93,-0.37,8
103/11/12,1000,970,0.97,0.97,0.97,0.97,+0.04,1
103/11/13,82000,92810,1.04,1.15,1.04,1.15,+0.18,6
