100/10/12,0,0,0.00,0.00,0.00,0.00,---,0
100/10/13,2685000,2807180,1.01,1.12,1.01,1.12,+0.11,37
100/10/14,2657000,2948930,1.12,1.13,1.10,1.10,-0.02,29
100/10/17,155000,175100,1.16,1.16,1.10,1.11,+0.01,10
100/10/18,148000,162340,1.09,1.13,1.03,1.03,-0.08,10
100/10/19,70000,78200,1.13,1.13,1.10,1.10,+0.07,2
100/10/20,25000,27900,1.10,1.12,1.10,1.12,+0.02,2
100/10/21,120000,129980,1.13,1.13,1.05,1.10,-0.02,6
100/10/24,216000,257560,1.17,1.22,1.17,1.18,+0.08,15
100/10/25,227000,252110,1.30,1.30,1.06,1.10,-0.08,16
100/10/26,602000,551640,0.86,0.96,0.86,0.92,-0.18,21
100/10/27,614000,578010,0.91,0.98,0.87,0.93,+0.01,18
100/10/28,737000,664370,0.97,0.98,0.85,0.87,-0.06,26
100/10/31,603000,493140,0.83,0.88,0.74,0.74,-0.13,22
100/11/01,204000,158330,0.77,0.80,0.77,0.80,+0.06,8
100/11/02,509000,424020,0.75,0.90,0.75,0.87,+0.07,20
100/11/03,331000,267620,0.87,0.87,0.77,0.77,-0.10,11
100/11/04,621000,530990,0.83,0.88,0.83,0.86,+0.09,17
100/11/07,331000,311220,0.85,1.00,0.85,0.95,+0.09,16
100/11/08,592000,543780,0.95,0.96,0.84,0.88,-0.07,25
100/11/09,346000,293220,0.87,0.88,0.78,0.81,-0.07,18
100/11/10,938000,739320,0.75,0.83,0.74,0.77,-0.04,31
100/11/11,196000,154280,0.81,0.82,0.77,0.80,+0.03,15
100/11/14,827000,676490,0.85,0.86,0.80,0.85,+0.05,24
100/11/15,469000,371010,0.85,0.88,0.73,0.73,-0.12,23
100/11/16,366000,265160,0.75,0.77,0.67,0.68,-0.05,22
100/11/17,836000,515070,0.64,0.64,0.60,0.63,-0.05,28
100/11/18,666000,373900,0.58,0.61,0.50,0.54,-0.09,35
100/11/21,590000,320520,0.55,0.57,0.52,0.56,+0.02,24
100/11/22,949000,457110,0.58,0.58,0.45,0.47,-0.09,33
100/11/23,1819000,605460,0.46,0.46,0.31,0.32,-0.15,66
100/11/24,2792000,651430,0.29,0.30,0.21,0.24,-0.08,75
100/11/25,1979000,375990,0.22,0.25,0.16,0.16,-0.08,55
100/11/28,1621000,392200,0.18,0.30,0.18,0.25,+0.09,56
100/11/29,2363000,665690,0.25,0.30,0.25,0.30,+0.05,65
100/11/30,1872000,572240,0.30,0.33,0.28,0.30,0.00,51
100/12/01,2508000,980870,0.35,0.42,0.34,0.34,+0.04,60
100/12/02,1544000,492190,0.34,0.34,0.30,0.32,-0.02,72
100/12/05,651000,182180,0.28,0.29,0.27,0.28,-0.04,20
100/12/06,2292000,475880,0.25,0.25,0.16,0.18,-0.10,62
100/12/07,1359000,256150,0.17,0.21,0.16,0.19,+0.01,49
100/12/08,905000,97700,0.15,0.15,0.08,0.10,-0.09,35
100/12/09,472000,49540,0.06,0.12,0.06,0.12,+0.02,22
100/12/12,346000,37770,0.11,0.12,0.10,0.12,0.00,11
100/12/13,49000,6200,0.12,0.16,0.12,0.16,+0.04,4
100/12/14,278000,39560,0.15,0.17,0.11,0.17,+0.01,11
100/12/15,11000,1050,0.09,0.15,0.09,0.15,-0.02,2
100/12/16,110000,15300,0.13,0.14,0.13,0.14,-0.01,11
100/12/19,240000,20750,0.09,0.12,0.07,0.12,-0.02,13
100/12/20,0,0,---,---,---,---,---,0
100/12/21,364000,39700,0.09,0.18,0.09,0.16,+0.07,28
100/12/22,217000,28780,0.12,0.16,0.09,0.16,0.00,19
100/12/23,20000,2800,0.14,0.14,0.14,0.14,-0.02,2
100/12/26,0,0,---,---,---,---,---,0
100/12/27,0,0,---,---,---,---,---,0
100/12/28,52000,7240,0.12,0.14,0.12,0.14,+0.02,6
100/12/29,31000,1840,0.04,0.12,0.03,0.03,-0.11,5
100/12/30,147000,6500,0.06,0.09,0.02,0.03,0.00,8
101/01/02,47000,1660,0.04,0.04,0.03,0.03,0.00,4
101/01/03,15000,1050,0.07,0.07,0.07,0.07,+0.04,1
101/01/04,0,0,---,---,---,---,---,0
101/01/05,0,0,---,---,---,---,---,0
101/01/06,0,0,---,---,---,---,---,0
101/01/09,171000,2900,0.02,0.06,0.01,0.06,0.00,5
101/01/10,31000,930,0.03,0.03,0.03,0.03,-0.03,3
101/01/11,45000,1850,0.05,0.05,0.04,0.04,+0.01,2
101/01/12,146000,5340,0.03,0.04,0.03,0.04,0.00,5
101/01/13,14000,480,0.02,0.04,0.02,0.04,0.00,2
101/01/16,0,0,---,---,---,---,---,0
