103/09/23,354000,466980,1.31,1.32,1.31,1.32,+0.39,4
103/09/24,553000,689110,1.24,1.26,1.22,1.23,-0.09,5
103/09/25,226000,285840,1.26,1.30,1.26,1.30,+0.07,2
103/09/26,27000,29700,1.10,1.10,1.10,1.10,-0.20,1
103/09/29,0,0,---,---,---,---,---,0
103/09/30,0,0,---,---,---,---,---,0
103/10/01,0,0,---,---,---,---,---,0
103/10/02,0,0,---,---,---,---,---,0
103/10/03,0,0,---,---,---,---,---,0
103/10/06,0,0,---,---,---,---,---,0
103/10/07,0,0,---,---,---,---,---,0
103/10/08,0,0,---,---,---,---,---,0
103/10/09,0,0,---,---,---,---,---,0
103/10/13,0,0,---,---,---,---,---,0
103/10/14,0,0,---,---,---,---,---,0
103/10/15,0,0,---,---,---,---,---,0
103/10/16,0,0,---,---,---,---,---,0
103/10/17,0,0,---,---,---,---,---,0
103/10/20,0,0,---,---,---,---,---,0
103/10/21,0,0,---,---,---,---,---,0
103/10/22,0,0,---,---,---,---,---,0
103/10/23,0,0,---,---,---,---,---,0
103/10/24,0,0,---,---,---,---,---,0
103/10/27,0,0,---,---,---,---,---,0
103/10/28,0,0,---,---,---,---,---,0
103/10/29,0,0,---,---,---,---,---,0
103/10/30,0,0,---,---,---,---,---,0
103/10/31,0,0,---,---,---,---,---,0
103/11/03,0,0,---,---,---,---,---,0
103/11/04,0,0,---,---,---,---,---,0
103/11/05,0,0,---,---,---,---,---,0
103/11/06,0,0,---,---,---,---,---,0
103/11/07,6000,5340,0.89,0.89,0.89,0.89,+0.14,1
103/11/10,50000,56000,1.12,1.12,1.12,1.12,+0.23,1
103/11/11,6000,6420,1.07,1.07,1.07,1.07,-0.05,1
103/11/12,0,0,---,---,---,---,---,0
103/11/13,0,0,---,---,---,---,---,0
103/11/14,0,0,---,---,---,---,---,0
103/11/17,50000,37500,0.75,0.75,0.75,0.75,-0.22,1
103/11/18,0,0,---,---,---,---,---,0
103/11/19,0,0,---,---,---,---,---,0
103/11/20,1027000,785520,0.71,0.80,0.71,0.79,+0.13,8
103/11/21,0,0,---,---,---,---,---,0
103/11/24,1852000,1578190,0.77,0.90,0.77,0.89,+0.11,16
103/11/25,150000,129000,0.86,0.86,0.86,0.86,-0.03,1
103/11/26,1301000,1240970,0.88,1.03,0.88,0.95,+0.09,11
103/11/27,1688000,1649370,1.01,1.02,0.95,0.95,0.00,14
103/11/28,802000,729670,0.91,0.91,0.88,0.88,-0.07,4
103/12/01,1949000,1843190,0.85,0.98,0.85,0.98,+0.10,18
103/12/02,863000,932090,1.07,1.09,1.07,1.08,+0.10,6
103/12/03,479000,602080,1.17,1.40,1.17,1.40,+0.32,10
103/12/04,13000,16680,1.32,1.32,1.20,1.20,-0.20,3
103/12/05,205000,247780,1.21,1.21,1.16,1.16,-0.04,4
103/12/08,373000,489190,1.26,1.36,1.26,1.33,+0.17,5
103/12/09,192000,225600,1.21,1.21,1.11,1.16,-0.17,6
103/12/10,282000,264000,1.06,1.06,0.91,0.91,-0.25,8
103/12/11,10000,10500,1.05,1.05,1.05,1.05,+0.14,1
103/12/12,0,0,---,---,---,---,---,0
103/12/15,0,0,---,---,---,---,---,0
103/12/16,0,0,---,---,---,---,---,0
103/12/17,0,0,---,---,---,---,---,0
103/12/18,25000,25500,1.02,1.02,1.02,1.02,+0.01,1
103/12/19,30000,30600,1.06,1.06,0.94,0.94,-0.08,2
103/12/22,0,0,---,---,---,---,---,0
103/12/23,0,0,---,---,---,---,---,0
103/12/24,16000,17360,1.10,1.10,1.06,1.06,+0.09,2
103/12/25,0,0,---,---,---,---,---,0
103/12/26,5000,4900,0.98,0.98,0.98,0.98,-0.08,1
103/12/27,20000,16000,0.80,0.80,0.80,0.80,-0.18,1
103/12/29,0,0,---,---,---,---,---,0
103/12/30,25000,20250,0.81,0.81,0.81,0.81,+0.01,2
103/12/31,0,0,---,---,---,---,---,0
104/01/05,0,0,---,---,---,---,---,0
104/01/06,0,0,---,---,---,---,---,0
104/01/07,0,0,---,---,---,---,---,0
104/01/08,0,0,---,---,---,---,---,0
104/01/09,4000,2920,0.73,0.73,0.73,0.73,-0.06,1
104/01/12,19000,11590,0.61,0.61,0.61,0.61,-0.12,1
104/01/13,300000,147000,0.49,0.49,0.49,0.49,-0.12,3
104/01/14,0,0,---,---,---,---,---,0
104/01/15,0,0,---,---,---,---,---,0
104/01/16,0,0,---,---,---,---,---,0
104/01/19,0,0,---,---,---,---,---,0
104/01/20,0,0,---,---,---,---,---,0
104/01/21,140000,77000,0.55,0.55,0.55,0.55,+0.11,1
104/01/22,140000,88200,0.63,0.63,0.63,0.63,+0.08,1
104/01/23,799000,594250,0.75,0.75,0.70,0.70,+0.07,3
104/01/26,0,0,---,---,---,---,---,0
104/01/27,100000,58000,0.58,0.58,0.58,0.58,-0.03,1
104/01/28,1198000,820620,0.64,0.75,0.63,0.75,+0.17,5
104/01/29,20000,15000,0.75,0.75,0.75,0.75,0.00,1
104/01/30,0,0,---,---,---,---,---,0
104/02/02,2273000,1544590,0.65,0.73,0.63,0.63,-0.05,18
104/02/03,840000,528790,0.63,0.68,0.62,0.68,+0.05,9
104/02/04,199000,121390,0.61,0.61,0.61,0.61,-0.07,1
104/02/05,285000,164300,0.58,0.58,0.57,0.57,-0.04,2
104/02/06,941000,507220,0.54,0.55,0.48,0.48,-0.09,13
104/02/09,1000,400,0.40,0.40,0.40,0.40,-0.08,1
104/02/10,1000,360,0.36,0.36,0.36,0.36,-0.04,1
104/02/11,0,0,---,---,---,---,---,0
104/02/12,10000,4200,0.42,0.42,0.42,0.42,-0.05,1
104/02/13,10000,4300,0.43,0.43,0.43,0.43,+0.01,1
104/02/24,0,0,---,---,---,---,---,0
104/02/25,15000,5250,0.35,0.35,0.35,0.35,-0.02,1
104/02/26,15000,4800,0.32,0.32,0.32,0.32,-0.03,1
104/03/02,30000,13400,0.43,0.48,0.43,0.48,+0.16,2
104/03/03,243000,142530,0.58,0.70,0.58,0.70,+0.22,4
104/03/04,0,0,---,---,---,---,---,0
104/03/05,5000,2650,0.53,0.53,0.53,0.53,-0.03,1
104/03/06,0,0,---,---,---,---,---,0
104/03/09,0,0,---,---,---,---,---,0
104/03/10,40000,10500,0.28,0.28,0.21,0.21,-0.16,4
104/03/11,43000,7710,0.17,0.18,0.17,0.18,-0.03,2
104/03/12,25000,5500,0.22,0.22,0.22,0.22,+0.04,3
104/03/13,28000,3950,0.15,0.15,0.14,0.14,-0.08,2
104/03/16,0,0,---,---,---,---,---,0
104/03/17,0,0,---,---,---,---,---,0
104/03/18,300000,24000,0.08,0.08,0.08,0.08,-0.03,2
104/03/19,6000,300,0.05,0.05,0.05,0.05,-0.03,1
