101/02/06,36000,28440,0.79,0.79,0.79,0.79,0.00,1
101/02/07,93000,74550,0.80,0.81,0.80,0.80,+0.01,4
101/02/08,601000,441000,0.78,0.78,0.72,0.72,-0.08,11
101/02/09,2366000,1464100,0.65,0.65,0.58,0.61,-0.11,39
101/02/10,2973000,1784770,0.63,0.63,0.56,0.61,0.00,55
101/02/13,1131000,663490,0.61,0.61,0.57,0.57,-0.04,18
101/02/14,444000,250750,0.55,0.59,0.55,0.57,0.00,11
101/02/15,460000,257830,0.57,0.57,0.56,0.56,-0.01,10
101/02/16,10000,5980,0.58,0.62,0.58,0.62,+0.06,3
101/02/17,279000,181730,0.58,0.66,0.58,0.63,+0.01,9
101/02/20,203000,125910,0.63,0.63,0.62,0.62,-0.01,3
101/02/21,409000,284290,0.65,0.72,0.65,0.72,+0.10,11
101/02/22,447000,302050,0.72,0.72,0.64,0.68,-0.04,13
101/02/23,1061000,710230,0.66,0.67,0.66,0.67,-0.01,18
101/02/24,2063000,1337250,0.67,0.67,0.64,0.64,-0.03,34
101/02/29,1204000,777570,0.64,0.66,0.64,0.65,+0.01,25
101/03/01,67000,43760,0.65,0.66,0.64,0.65,0.00,6
101/03/02,175000,104400,0.60,0.60,0.58,0.60,-0.05,7
101/03/03,35000,20570,0.61,0.61,0.57,0.59,-0.01,6
101/03/05,723000,445580,0.58,0.62,0.58,0.62,+0.03,13
101/03/06,802000,548850,0.63,0.71,0.63,0.69,+0.07,18
101/03/07,95000,69200,0.72,0.74,0.72,0.74,+0.05,4
101/03/08,263000,192120,0.72,0.76,0.72,0.74,0.00,8
101/03/09,29000,20210,0.70,0.70,0.69,0.69,-0.05,4
101/03/12,22000,15590,0.68,0.73,0.68,0.73,+0.04,5
101/03/13,30000,21850,0.72,0.73,0.72,0.73,0.00,3
101/03/14,0,0,---,---,---,---,---,0
101/03/15,537000,349440,0.65,0.67,0.65,0.66,-0.02,9
101/03/16,249000,156420,0.66,0.66,0.59,0.59,-0.07,15
101/03/19,746000,428110,0.56,0.61,0.56,0.61,+0.02,11
101/03/20,311000,183930,0.60,0.60,0.58,0.60,-0.01,8
101/03/21,137000,76730,0.57,0.57,0.55,0.56,-0.04,6
101/03/22,110000,54900,0.50,0.50,0.49,0.49,-0.07,4
