102/02/05,13000,11570,0.89,0.89,0.89,0.89,-0.09,1
102/02/06,0,0,---,---,---,---,---,0
102/02/18,0,0,---,---,---,---,---,0
102/02/19,0,0,---,---,---,---,---,0
102/02/20,10000,7500,0.75,0.75,0.75,0.75,-0.02,1
102/02/21,0,0,---,---,---,---,---,0
102/02/22,0,0,---,---,---,---,---,0
102/02/23,0,0,---,---,---,---,---,0
102/02/25,10000,7300,0.73,0.73,0.73,0.73,-0.01,1
102/02/26,196000,151240,0.79,0.79,0.77,0.77,+0.04,4
102/02/27,6000,4440,0.74,0.74,0.74,0.74,-0.03,1
102/03/01,20000,14500,0.71,0.74,0.71,0.74,0.00,2
102/03/04,0,0,---,---,---,---,---,0
102/03/05,180000,109800,0.61,0.61,0.61,0.61,-0.08,2
102/03/06,240000,108340,0.52,0.52,0.44,0.49,-0.12,11
102/03/07,613000,232120,0.42,0.42,0.36,0.41,-0.08,13
102/03/08,769000,281270,0.36,0.38,0.34,0.38,-0.03,38
102/03/11,664000,255230,0.39,0.41,0.37,0.41,+0.03,15
102/03/12,678000,250670,0.37,0.37,0.36,0.37,-0.04,14
102/03/13,1517000,617580,0.37,0.45,0.37,0.44,+0.07,37
102/03/14,1176000,503840,0.42,0.48,0.41,0.43,-0.01,27
102/03/15,802000,323180,0.41,0.42,0.39,0.40,-0.03,18
102/03/18,1514000,623400,0.39,0.43,0.39,0.43,+0.03,26
102/03/19,962000,395520,0.43,0.43,0.41,0.41,-0.02,19
102/03/20,736000,313260,0.41,0.43,0.41,0.43,+0.02,13
102/03/21,1178000,494550,0.41,0.43,0.41,0.43,0.00,16
102/03/22,502000,210910,0.43,0.43,0.41,0.42,-0.01,5
102/03/25,390000,161900,0.40,0.42,0.40,0.42,0.00,7
102/03/26,923000,373370,0.40,0.41,0.40,0.40,-0.02,11
102/03/27,1705000,601940,0.38,0.39,0.33,0.33,-0.07,30
102/03/28,1685000,589910,0.33,0.36,0.33,0.35,+0.02,22
102/03/29,1269000,422040,0.34,0.34,0.32,0.33,-0.02,17
102/04/01,1201000,399320,0.33,0.35,0.33,0.34,+0.01,18
102/04/02,991000,310180,0.32,0.32,0.31,0.32,-0.02,13
102/04/03,1542000,420570,0.30,0.30,0.24,0.24,-0.08,21
102/04/08,1486000,349020,0.26,0.26,0.23,0.24,0.00,19
102/04/09,1644000,401530,0.23,0.27,0.23,0.24,0.00,22
102/04/10,714000,187870,0.25,0.28,0.25,0.27,+0.03,9
102/04/11,1338000,362550,0.27,0.28,0.26,0.28,+0.01,18
102/04/12,1655000,453890,0.28,0.28,0.27,0.28,0.00,20
102/04/15,787000,220650,0.27,0.31,0.27,0.31,+0.03,11
102/04/16,2400000,664260,0.29,0.31,0.26,0.27,-0.04,31
102/04/17,40000,10800,0.27,0.27,0.27,0.27,0.00,2
102/04/18,1381000,348760,0.25,0.26,0.24,0.26,-0.01,19
102/04/19,1346000,283740,0.22,0.22,0.20,0.20,-0.06,25
102/04/22,1420000,280240,0.20,0.21,0.19,0.20,0.00,19
102/04/23,1337000,258010,0.19,0.20,0.19,0.19,-0.01,17
102/04/24,1910000,329820,0.19,0.19,0.14,0.15,-0.04,32
102/04/25,1518000,217370,0.15,0.15,0.14,0.15,0.00,19
102/04/26,1102000,148210,0.14,0.15,0.12,0.15,0.00,17
102/04/29,2348000,296910,0.14,0.14,0.12,0.13,-0.02,34
102/04/30,1671000,169090,0.11,0.11,0.10,0.10,-0.03,35
102/05/02,1293000,126130,0.10,0.10,0.08,0.10,0.00,18
102/05/03,422000,40810,0.09,0.10,0.09,0.10,0.00,9
102/05/06,497000,49700,0.10,0.10,0.10,0.10,0.00,6
102/05/07,297000,26730,0.09,0.09,0.09,0.09,-0.01,3
102/05/08,874000,80930,0.10,0.10,0.08,0.09,0.00,11
102/05/09,869000,77410,0.09,0.09,0.08,0.09,0.00,11
102/05/10,247000,22160,0.09,0.09,0.08,0.08,-0.01,6
102/05/13,317000,25360,0.08,0.08,0.08,0.08,0.00,6
102/05/14,100000,8000,0.08,0.08,0.08,0.08,0.00,3
102/05/15,238000,17060,0.07,0.08,0.07,0.08,0.00,3
102/05/16,1202000,66840,0.06,0.07,0.05,0.06,-0.02,19
