106/11/27,39000,23860,0.63,0.63,0.60,0.61,-0.34,5
106/11/28,588000,385680,0.61,0.68,0.61,0.64,+0.03,13
106/11/29,1467000,998570,0.65,0.76,0.63,0.74,+0.10,30
106/11/30,966000,657380,0.72,0.72,0.64,0.64,-0.10,27
106/12/01,237000,167610,0.77,0.77,0.65,0.65,+0.01,16
106/12/04,171000,107420,0.67,0.67,0.61,0.66,+0.01,7
106/12/06,1113000,649370,0.60,0.60,0.53,0.53,-0.06,27
106/12/07,500000,197310,0.44,0.45,0.32,0.43,-0.10,33
106/12/08,300000,117380,0.39,0.41,0.37,0.40,-0.03,20
106/12/11,407000,163060,0.40,0.42,0.38,0.40,0.00,46
106/12/12,197000,70090,0.39,0.39,0.33,0.35,-0.05,19
106/12/13,188000,63870,0.32,0.38,0.32,0.35,0.00,13
106/12/14,594000,235680,0.37,0.41,0.37,0.39,+0.04,43
106/12/15,437000,141970,0.38,0.38,0.32,0.34,-0.05,15
106/12/19,32000,10030,0.32,0.32,0.31,0.31,-0.01,4
106/12/20,114000,42920,0.34,0.38,0.34,0.38,+0.07,3
106/12/21,80000,25900,0.33,0.33,0.32,0.32,-0.06,2
106/12/22,20000,7200,0.36,0.36,0.36,0.36,+0.04,2
106/12/25,211000,96220,0.38,0.48,0.38,0.46,+0.10,25
106/12/26,310000,128200,0.46,0.46,0.37,0.40,-0.06,35
106/12/28,50000,21200,0.41,0.43,0.41,0.43,+0.03,5
106/12/29,581000,250650,0.43,0.49,0.38,0.45,+0.02,23
107/01/02,88000,30950,0.38,0.38,0.35,0.35,-0.10,12
107/01/03,60000,22300,0.37,0.38,0.36,0.36,+0.01,6
107/01/04,335000,139560,0.40,0.45,0.39,0.45,+0.09,25
107/01/05,189000,84050,0.45,0.46,0.41,0.41,-0.04,15
107/01/08,41000,15850,0.39,0.39,0.37,0.39,-0.02,6
107/01/09,75000,27000,0.35,0.38,0.35,0.38,-0.01,8
107/01/10,0,0,---,---,---,---,---,0
107/01/11,0,0,---,---,---,---,---,0
107/01/12,85000,26600,0.31,0.32,0.31,0.31,-0.02,9
107/01/15,0,0,---,---,---,---,---,0
107/01/16,100000,37800,0.34,0.40,0.34,0.40,+0.09,5
107/01/17,393000,179420,0.45,0.50,0.43,0.50,+0.10,25
107/01/18,304000,142170,0.47,0.47,0.45,0.47,-0.03,15
107/01/19,850000,429800,0.47,0.55,0.47,0.48,+0.01,19
107/01/22,799000,350290,0.45,0.45,0.40,0.43,-0.05,27
107/01/23,350000,140890,0.45,0.45,0.38,0.38,-0.05,14
107/01/24,65000,25030,0.39,0.39,0.38,0.38,0.00,6
107/01/26,108000,31800,0.30,0.31,0.29,0.29,-0.07,6
107/01/31,328000,116460,0.31,0.37,0.31,0.36,+0.05,10
107/02/01,158000,54400,0.35,0.35,0.33,0.33,-0.03,4
107/02/02,10000,3670,0.36,0.37,0.36,0.37,+0.04,2
107/02/05,18000,5140,0.28,0.29,0.28,0.29,-0.08,3
107/02/06,30000,5400,0.18,0.18,0.18,0.18,-0.11,1
107/02/12,0,0,---,---,---,---,---,0
107/02/21,1000,260,0.26,0.26,0.26,0.26,0.00,1
107/02/23,11000,2450,0.22,0.25,0.22,0.25,+0.02,2
107/02/26,2000,420,0.21,0.21,0.21,0.21,-0.04,1
107/02/27,2000,420,0.21,0.21,0.21,0.21,0.00,1
107/03/01,10000,1800,0.18,0.18,0.18,0.18,-0.03,1
107/03/02,0,0,---,---,---,---,---,0
107/03/05,0,0,---,---,---,---,---,0
107/03/07,0,0,---,---,---,---,---,0
107/03/09,0,0,---,---,---,---,---,0
107/03/12,0,0,---,---,---,---,---,0
107/03/13,5000,1100,0.22,0.22,0.22,0.22,+0.01,1
107/03/14,0,0,---,---,---,---,---,0
107/03/15,0,0,---,---,---,---,---,0
107/03/16,0,0,---,---,---,---,---,0
107/03/19,0,0,---,---,---,---,---,0
107/03/20,20000,4400,0.22,0.22,0.22,0.22,+0.03,1
107/03/21,0,0,---,---,---,---,---,0
107/03/22,148000,29400,0.19,0.20,0.19,0.20,+0.01,3
107/03/23,115000,16800,0.14,0.15,0.14,0.14,-0.06,3
107/03/26,0,0,---,---,---,---,---,0
107/03/27,170000,29400,0.16,0.19,0.16,0.19,+0.05,3
107/03/28,0,0,---,---,---,---,---,0
107/03/29,114000,19380,0.17,0.17,0.17,0.17,0.00,3
107/03/30,264000,63790,0.19,0.25,0.19,0.23,+0.06,7
107/03/31,435000,108520,0.24,0.28,0.24,0.24,+0.01,8
107/04/02,0,0,---,---,---,---,---,0
107/04/03,0,0,---,---,---,---,---,0
107/04/09,25000,3250,0.13,0.13,0.13,0.13,-0.04,1
107/04/10,0,0,---,---,---,---,---,0
107/04/11,0,0,---,---,---,---,---,0
107/04/12,210000,27300,0.13,0.13,0.13,0.13,0.00,4
107/04/13,0,0,---,---,---,---,---,0
107/04/16,10000,1000,0.10,0.10,0.10,0.10,-0.03,1
107/04/17,100000,10000,0.10,0.10,0.10,0.10,0.00,1
107/04/18,0,0,---,---,---,---,---,0
107/04/20,0,0,---,---,---,---,---,0
107/04/23,0,0,---,---,---,---,---,0
107/04/24,100000,6000,0.06,0.06,0.06,0.06,-0.04,1
107/04/25,0,0,---,---,---,---,---,0
107/04/27,0,0,---,---,---,---,---,0
107/04/30,1000,100,0.10,0.10,0.10,0.10,+0.04,1
107/05/04,0,0,---,---,---,---,---,0
107/05/07,3000,60,0.02,0.02,0.02,0.02,-0.08,2
107/05/08,0,0,---,---,---,---,---,0
107/05/09,1000,100,0.10,0.10,0.10,0.10,+0.07,1
107/05/10,0,0,---,---,---,---,---,0
107/05/11,0,0,---,---,---,---,---,0
107/05/15,0,0,---,---,---,---,---,0
107/05/16,0,0,---,---,---,---,---,0
