103/09/30,51000,56040,1.04,1.10,1.04,1.10,+0.06,4
103/10/01,1074000,1173850,1.14,1.14,1.06,1.06,-0.04,12
103/10/02,1420000,1508910,1.07,1.10,1.04,1.04,-0.02,15
103/10/03,955000,998870,1.06,1.06,1.01,1.04,0.00,10
103/10/06,881000,936460,1.08,1.08,1.05,1.05,+0.01,13
103/10/07,446000,478340,1.07,1.10,0.95,0.95,-0.10,21
103/10/08,566000,512040,0.94,0.94,0.85,0.85,-0.10,21
103/10/09,73000,58730,0.87,0.87,0.78,0.78,-0.07,6
103/10/13,2000,1320,0.66,0.66,0.66,0.66,-0.12,1
103/10/14,387000,242070,0.62,0.64,0.60,0.63,-0.03,15
103/10/15,393000,260580,0.65,0.70,0.62,0.62,-0.01,11
103/10/16,291000,163990,0.55,0.60,0.49,0.58,-0.04,9
103/10/17,98000,46720,0.57,0.57,0.44,0.44,-0.14,9
103/10/20,191000,97520,0.49,0.55,0.49,0.55,+0.11,12
103/10/21,68000,36540,0.53,0.54,0.53,0.54,-0.01,4
103/10/22,98000,57290,0.58,0.59,0.58,0.59,+0.05,9
103/10/23,40000,23400,0.58,0.59,0.58,0.59,0.00,2
103/10/24,50000,27500,0.55,0.55,0.55,0.55,-0.04,2
103/10/27,289000,130080,0.47,0.50,0.41,0.42,-0.13,24
103/10/28,176000,85140,0.43,0.70,0.43,0.70,+0.28,8
103/10/29,219000,120300,0.56,0.59,0.54,0.56,-0.14,7
103/10/30,75000,40500,0.52,0.55,0.52,0.54,-0.02,3
103/10/31,110000,65400,0.58,0.60,0.58,0.59,+0.05,4
103/11/03,1468000,1003330,0.64,0.73,0.63,0.69,+0.10,18
103/11/04,668000,474340,0.72,0.72,0.67,0.67,-0.02,16
103/11/05,1165000,848170,0.73,0.78,0.66,0.66,-0.01,18
103/11/06,148000,89900,0.67,0.67,0.58,0.58,-0.08,10
103/11/07,462000,278430,0.59,0.64,0.57,0.60,+0.02,18
103/11/10,181000,105900,0.61,0.63,0.56,0.58,-0.02,16
103/11/11,137000,85550,0.61,0.64,0.61,0.61,+0.03,17
103/11/12,161000,92720,0.60,0.60,0.55,0.55,-0.06,12
103/11/13,30000,17880,0.60,0.60,0.58,0.58,+0.03,5
103/11/14,34000,19320,0.58,0.58,0.56,0.56,-0.02,3
103/11/17,80000,45000,0.58,0.58,0.56,0.56,0.00,3
103/11/18,285000,133710,0.55,0.55,0.41,0.41,-0.15,15
103/11/19,236000,93450,0.42,0.42,0.39,0.41,0.00,11
103/11/20,28000,11990,0.43,0.44,0.41,0.44,+0.03,8
103/11/21,316000,152080,0.47,0.50,0.47,0.47,+0.03,16
103/11/24,36000,15520,0.44,0.45,0.42,0.42,-0.05,8
103/11/25,19000,8560,0.45,0.46,0.45,0.45,+0.03,6
103/11/26,124000,54220,0.44,0.44,0.42,0.42,-0.03,4
103/11/27,24000,10560,0.44,0.44,0.44,0.44,+0.02,3
103/11/28,202000,80960,0.42,0.42,0.39,0.39,-0.05,12
103/12/01,1333000,409720,0.21,0.33,0.21,0.30,-0.09,24
103/12/02,289000,93720,0.32,0.33,0.30,0.30,0.00,10
103/12/03,55000,19020,0.31,0.36,0.31,0.34,+0.04,8
