106/03/28,17000,11900,0.70,0.70,0.70,0.70,-0.06,1
106/03/29,94000,62220,0.66,0.67,0.66,0.67,-0.03,2
106/03/30,137000,86780,0.64,0.66,0.62,0.62,-0.05,6
106/03/31,13000,6790,0.52,0.53,0.52,0.53,-0.09,2
106/04/05,20000,11100,0.56,0.56,0.55,0.55,+0.02,2
106/04/06,94000,51050,0.52,0.60,0.51,0.60,+0.05,4
106/04/07,75000,45900,0.62,0.62,0.60,0.60,0.00,5
106/04/10,0,0,---,---,---,---,---,0
106/04/11,0,0,---,---,---,---,---,0
106/04/12,0,0,---,---,---,---,---,0
106/04/13,0,0,---,---,---,---,---,0
106/04/14,0,0,---,---,---,---,---,0
106/04/17,214000,54860,0.29,0.29,0.24,0.24,-0.06,4
106/04/18,38000,12450,0.27,0.36,0.27,0.36,+0.12,5
106/04/19,289000,117530,0.38,0.43,0.38,0.41,+0.05,19
106/04/20,80000,29860,0.37,0.40,0.34,0.34,-0.07,14
106/04/21,10000,3400,0.34,0.34,0.34,0.34,0.00,2
106/04/24,0,0,---,---,---,---,---,0
106/04/25,12000,3500,0.30,0.30,0.29,0.29,+0.01,3
106/04/26,15000,4100,0.28,0.28,0.27,0.27,-0.02,3
106/04/27,2000,580,0.29,0.29,0.29,0.29,+0.02,1
106/04/28,57000,19720,0.39,0.39,0.32,0.32,+0.03,4
106/05/02,0,0,---,---,---,---,---,0
106/05/03,0,0,---,---,---,---,---,0
106/05/04,0,0,---,---,---,---,---,0
106/05/05,7000,2220,0.36,0.36,0.30,0.30,-0.01,2
106/05/08,0,0,---,---,---,---,---,0
106/05/09,0,0,---,---,---,---,---,0
106/05/10,15000,4150,0.27,0.29,0.27,0.29,+0.02,2
106/05/11,0,0,---,---,---,---,---,0
106/05/12,22000,5500,0.25,0.25,0.25,0.25,-0.03,2
106/05/15,3000,780,0.26,0.26,0.26,0.26,+0.01,1
106/05/16,20000,5400,0.27,0.27,0.27,0.27,+0.01,1
106/05/17,0,0,---,---,---,---,---,0
106/05/18,0,0,---,---,---,---,---,0
106/05/19,13000,3230,0.26,0.26,0.24,0.25,+0.01,3
106/05/22,66000,16550,0.26,0.26,0.25,0.25,0.00,2
106/05/23,3000,840,0.28,0.28,0.28,0.28,+0.03,1
106/05/24,65000,16600,0.26,0.26,0.25,0.25,-0.03,3
106/05/25,20000,5000,0.26,0.26,0.24,0.24,-0.01,2
106/05/26,10000,2500,0.25,0.25,0.25,0.25,+0.01,1
106/05/31,0,0,---,---,---,---,---,0
106/06/01,1000,210,0.21,0.21,0.21,0.21,+0.01,1
106/06/02,0,0,---,---,---,---,---,0
