105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,48000,80640,1.68,1.68,1.68,1.68,+0.07,1
105/11/16,225000,401510,1.73,1.89,1.71,1.89,+0.21,9
105/11/17,194000,358010,1.85,1.94,1.80,1.85,-0.04,12
105/11/18,167000,301220,1.80,1.83,1.74,1.76,-0.09,13
105/11/21,131000,228300,1.76,1.78,1.70,1.78,+0.02,10
105/11/22,84000,146300,1.76,1.79,1.72,1.78,0.00,5
105/11/23,127000,217380,1.73,1.74,1.69,1.69,-0.09,9
105/11/24,199000,340310,1.71,1.74,1.69,1.74,+0.05,7
105/11/25,227000,379480,1.65,1.68,1.64,1.67,-0.07,6
105/11/28,11000,18590,1.69,1.69,1.69,1.69,+0.02,1
105/11/29,499000,912080,1.77,1.89,1.74,1.89,+0.20,18
105/11/30,384000,752420,1.92,2.01,1.92,1.97,+0.08,18
105/12/01,399000,782980,1.93,1.98,1.92,1.96,-0.01,20
105/12/02,372000,737030,1.95,2.15,1.92,2.15,+0.19,23
105/12/05,198000,413640,2.12,2.13,2.03,2.05,-0.10,17
105/12/06,112000,202310,1.86,1.87,1.75,1.75,-0.30,12
105/12/07,499000,859240,1.68,1.74,1.68,1.73,-0.02,15
105/12/08,649000,1113930,1.68,1.82,1.67,1.82,+0.09,41
105/12/09,378000,667830,1.76,1.81,1.73,1.76,-0.06,19
105/12/12,286000,504930,1.73,1.81,1.71,1.81,+0.05,11
105/12/13,430000,799530,1.81,1.91,1.81,1.82,+0.01,27
105/12/14,393000,686980,1.77,1.79,1.66,1.72,-0.10,38
105/12/15,253000,440250,1.76,1.77,1.71,1.71,-0.01,12
105/12/16,12000,21120,1.77,1.77,1.75,1.75,+0.04,3
105/12/19,1000,1730,1.73,1.73,1.73,1.73,-0.02,1
105/12/20,819000,1547420,1.77,1.94,1.77,1.92,+0.19,28
105/12/21,481000,875660,1.84,1.88,1.80,1.87,-0.05,29
105/12/22,427000,750940,1.80,1.81,1.68,1.72,-0.15,16
105/12/23,221000,389930,1.74,1.78,1.74,1.78,+0.06,12
105/12/26,173000,300560,1.74,1.79,1.72,1.79,+0.01,10
105/12/27,101000,179880,1.78,1.81,1.77,1.81,+0.02,7
105/12/28,40000,70660,1.78,1.78,1.71,1.73,-0.08,4
105/12/29,91000,155000,1.71,1.71,1.69,1.70,-0.03,7
105/12/30,101000,171810,1.71,1.71,1.70,1.71,+0.01,5
106/01/03,75000,120000,1.62,1.62,1.59,1.60,-0.11,7
106/01/04,112000,179310,1.60,1.62,1.60,1.61,+0.01,5
106/01/05,111000,175080,1.58,1.61,1.57,1.61,0.00,8
106/01/06,8000,12270,1.52,1.58,1.52,1.58,-0.03,3
106/01/09,217000,366280,1.63,1.74,1.63,1.71,+0.13,16
106/01/10,164000,278450,1.71,1.71,1.68,1.69,-0.02,9
106/01/11,114000,191190,1.69,1.69,1.67,1.68,-0.01,6
106/01/12,42000,68880,1.64,1.64,1.64,1.64,-0.04,3
106/01/13,31000,51140,1.64,1.65,1.64,1.65,+0.01,2
106/01/16,41000,65400,1.60,1.60,1.59,1.59,-0.06,4
106/01/17,31000,48030,1.53,1.55,1.53,1.55,-0.04,2
106/01/18,4000,6360,1.60,1.60,1.58,1.58,+0.03,3
106/01/19,18000,27610,1.53,1.56,1.53,1.54,-0.04,4
106/01/20,15000,23560,1.56,1.58,1.56,1.58,+0.04,4
106/01/23,12000,18340,1.53,1.53,1.52,1.52,-0.06,2
106/01/24,16000,25120,1.57,1.57,1.57,1.57,+0.05,2
106/02/02,45000,71560,1.59,1.60,1.59,1.60,+0.03,2
106/02/03,131000,176240,1.45,1.45,1.27,1.27,-0.33,9
106/02/06,103000,122340,1.17,1.23,1.17,1.23,-0.04,7
106/02/07,40000,48830,1.22,1.25,1.22,1.25,+0.02,5
106/02/08,282000,359140,1.28,1.28,1.26,1.27,+0.02,8
106/02/09,420000,491020,1.23,1.23,1.11,1.16,-0.11,11
106/02/10,869000,973220,1.10,1.15,1.05,1.14,-0.02,19
106/02/13,186000,212590,1.12,1.16,1.11,1.16,+0.02,8
106/02/14,165000,174150,1.08,1.08,1.03,1.05,-0.11,10
106/02/15,185000,203500,1.10,1.10,1.10,1.10,+0.05,4
106/02/16,554000,634000,1.12,1.19,1.12,1.19,+0.09,12
106/02/17,728000,867970,1.17,1.22,1.16,1.21,+0.02,26
106/02/18,551000,635810,1.18,1.18,1.13,1.16,-0.05,23
106/02/20,20000,23300,1.14,1.19,1.14,1.19,+0.03,2
106/02/21,232000,283460,1.20,1.23,1.20,1.21,+0.02,7
106/02/22,453000,539150,1.17,1.21,1.17,1.21,0.00,18
106/02/23,180000,212750,1.18,1.20,1.17,1.18,-0.03,9
106/02/24,206000,261850,1.22,1.29,1.22,1.26,+0.08,9
106/03/01,320000,426200,1.28,1.35,1.28,1.32,+0.06,9
106/03/02,622000,811440,1.26,1.33,1.24,1.33,+0.01,16
106/03/03,641000,860130,1.34,1.36,1.32,1.35,+0.02,27
106/03/06,308000,412760,1.35,1.35,1.33,1.33,-0.02,13
106/03/07,269000,354280,1.30,1.32,1.30,1.31,-0.02,7
106/03/08,64000,102850,1.57,1.66,1.57,1.66,+0.35,8
106/03/09,882000,1595820,1.79,1.90,1.75,1.75,+0.09,37
106/03/10,699000,1202240,1.75,1.75,1.68,1.71,-0.04,36
106/03/13,377000,645260,1.67,1.75,1.67,1.72,+0.01,10
106/03/14,404000,680870,1.69,1.70,1.66,1.69,-0.03,17
106/03/15,198000,323620,1.65,1.65,1.60,1.65,-0.04,8
106/03/16,66000,105600,1.60,1.60,1.60,1.60,-0.05,5
106/03/17,252000,416170,1.61,1.69,1.61,1.66,+0.06,15
106/03/20,434000,718610,1.64,1.68,1.63,1.66,0.00,20
106/03/21,707000,1201480,1.64,1.80,1.63,1.75,+0.09,27
106/03/22,426000,763550,1.81,1.85,1.77,1.82,+0.07,23
106/03/23,246000,417170,1.70,1.73,1.68,1.69,-0.13,11
106/03/24,20000,35000,1.79,1.79,1.71,1.71,+0.02,2
106/03/27,0,0,---,---,---,---,---,0
106/03/28,110000,201300,1.83,1.84,1.78,1.78,+0.06,5
106/03/29,100000,165500,1.77,1.77,1.62,1.63,-0.15,5
106/03/30,50000,83700,1.67,1.68,1.67,1.68,+0.05,2
106/03/31,50000,84700,1.68,1.72,1.68,1.71,+0.03,4
106/04/05,30000,49400,1.65,1.65,1.64,1.64,-0.07,2
106/04/06,11000,18950,1.75,1.75,1.72,1.72,+0.08,2
106/04/07,49000,87390,1.76,1.81,1.76,1.81,+0.09,4
