104/07/13,0,0,---,---,---,---,---,0
104/07/14,260000,279560,1.06,1.10,1.06,1.10,+0.03,9
104/07/15,574000,653690,1.12,1.17,1.11,1.17,+0.07,12
104/07/16,790000,906860,1.20,1.20,1.12,1.16,-0.01,17
104/07/17,559000,638650,1.14,1.17,1.13,1.17,+0.01,12
104/07/20,1086000,1237720,1.12,1.16,1.11,1.13,-0.04,18
104/07/21,2167000,2570650,1.11,1.29,1.11,1.20,+0.07,46
104/07/22,565000,697750,1.18,1.29,1.17,1.26,+0.06,36
104/07/23,1314000,1749150,1.24,1.39,1.24,1.28,+0.02,55
104/07/24,1125000,1433980,1.26,1.32,1.26,1.28,0.00,43
104/07/27,2170000,2796980,1.23,1.43,1.15,1.37,+0.09,75
104/07/28,865000,1136130,1.31,1.38,1.23,1.36,-0.01,48
104/07/29,1252000,1774500,1.36,1.44,1.36,1.44,+0.08,39
104/07/30,716000,999140,1.42,1.45,1.34,1.45,+0.01,40
104/07/31,1369000,1840890,1.38,1.39,1.26,1.26,-0.19,56
104/08/03,493000,678720,1.31,1.41,1.31,1.39,+0.13,40
104/08/04,3551000,5142960,1.35,1.58,1.35,1.56,+0.17,218
104/08/05,4551000,7191490,1.75,1.80,1.40,1.45,-0.11,207
104/08/06,459000,667690,1.48,1.48,1.44,1.44,-0.01,29
104/08/07,363000,518270,1.46,1.46,1.41,1.45,+0.01,25
104/08/10,202000,287020,1.47,1.47,1.39,1.40,-0.05,18
104/08/11,425000,587420,1.34,1.42,1.34,1.38,-0.02,20
104/08/12,110000,155500,1.41,1.43,1.41,1.41,+0.03,6
104/08/13,91000,125310,1.40,1.40,1.36,1.36,-0.05,8
104/08/14,47000,65310,1.38,1.40,1.38,1.39,+0.03,5
104/08/17,65000,91750,1.41,1.43,1.41,1.41,+0.02,5
104/08/18,174000,251870,1.44,1.47,1.44,1.44,+0.03,10
104/08/19,467000,685370,1.42,1.52,1.42,1.52,+0.08,33
104/08/20,17000,24830,1.50,1.50,1.40,1.41,-0.11,4
104/08/21,374000,538730,1.46,1.47,1.36,1.37,-0.04,32
104/08/24,512000,668980,1.41,1.50,1.12,1.28,-0.09,44
104/08/25,182000,213030,1.20,1.27,1.11,1.18,-0.10,15
104/08/26,163000,196230,1.19,1.24,1.19,1.19,+0.01,17
104/08/27,22000,26490,1.18,1.26,1.18,1.26,+0.07,8
104/08/28,309000,362460,1.20,1.22,1.12,1.22,-0.04,13
104/08/31,47000,58450,1.24,1.27,1.22,1.25,+0.03,5
104/09/01,61000,77300,1.27,1.30,1.25,1.30,+0.05,3
104/09/02,316000,403030,1.30,1.30,1.25,1.25,-0.05,17
104/09/03,202000,229780,1.20,1.20,1.08,1.15,-0.10,17
104/09/04,40000,44800,1.03,1.16,1.03,1.16,+0.01,5
104/09/07,120000,134580,1.14,1.18,1.05,1.10,-0.06,8
104/09/08,313000,359870,1.14,1.18,1.09,1.16,+0.06,13
104/09/09,613000,612950,1.07,1.10,0.91,0.96,-0.20,35
104/09/10,984000,1031560,1.20,1.20,0.92,0.97,+0.01,52
104/09/11,279000,287010,0.99,1.13,0.99,1.03,+0.06,18
104/09/14,310000,340560,1.01,1.19,1.01,1.04,+0.01,20
104/09/15,317000,362060,0.99,1.20,0.99,1.11,+0.07,11
104/09/16,60000,64260,1.03,1.08,1.03,1.04,-0.07,4
104/09/17,258000,259540,1.02,1.02,0.98,0.98,-0.06,9
104/09/18,119000,123490,1.05,1.06,1.00,1.01,+0.03,10
104/09/21,408000,498130,1.13,1.28,1.13,1.20,+0.19,20
104/09/22,373000,428140,1.18,1.32,1.09,1.09,-0.11,30
104/09/23,433000,531730,1.17,1.30,1.17,1.28,+0.19,20
104/09/24,71000,85490,1.15,1.28,1.15,1.18,-0.10,8
104/09/25,102000,120140,1.21,1.22,1.12,1.13,-0.05,8
104/09/30,426000,484280,1.14,1.15,1.08,1.08,-0.05,14
104/10/01,114000,114910,1.03,1.05,0.97,0.98,-0.10,10
104/10/02,122000,121520,1.01,1.03,0.97,0.97,-0.01,9
104/10/05,110000,106900,0.96,0.99,0.94,0.95,-0.02,6
104/10/06,847000,738310,0.87,0.91,0.80,0.84,-0.11,23
104/10/07,138000,107200,0.83,0.84,0.67,0.71,-0.13,12
104/10/08,71000,54700,0.73,0.79,0.73,0.73,+0.02,7
104/10/12,10000,7100,0.71,0.71,0.71,0.71,-0.02,1
104/10/13,34000,24500,0.77,0.80,0.66,0.66,-0.05,4
104/10/14,40000,28600,0.73,0.73,0.70,0.70,+0.04,3
104/10/15,595000,388300,0.66,0.67,0.55,0.62,-0.08,18
104/10/16,280000,196600,0.69,0.72,0.65,0.68,+0.06,15
104/10/19,200000,136300,0.64,0.70,0.64,0.67,-0.01,9
104/10/20,140000,91390,0.67,0.68,0.61,0.61,-0.06,11
104/10/21,90000,56800,0.63,0.65,0.60,0.63,+0.02,7
104/10/22,336000,213710,0.62,0.65,0.61,0.61,-0.02,10
104/10/23,70000,41000,0.57,0.60,0.56,0.57,-0.04,4
104/10/26,190000,103600,0.56,0.57,0.52,0.52,-0.05,11
104/10/27,140000,80000,0.57,0.58,0.54,0.56,+0.04,9
104/10/28,153000,90690,0.55,0.65,0.54,0.61,+0.05,10
104/10/29,215000,138900,0.59,0.67,0.59,0.59,-0.02,10
104/10/30,236000,147140,0.63,0.66,0.57,0.57,-0.02,12
104/11/02,304000,172390,0.54,0.60,0.53,0.53,-0.04,8
104/11/03,106000,54220,0.52,0.54,0.45,0.54,+0.01,7
104/11/04,43000,20180,0.46,0.48,0.46,0.47,-0.07,6
104/11/05,248000,118860,0.47,0.50,0.45,0.45,-0.02,10
