105/04/01,0,0,---,---,---,---,---,0
105/04/06,0,0,---,---,---,---,---,0
105/04/07,30000,39300,1.31,1.31,1.31,1.31,-0.08,1
105/04/08,0,0,---,---,---,---,---,0
105/04/11,20000,25500,1.27,1.28,1.27,1.28,-0.02,2
105/04/12,4232000,5732080,1.30,1.46,1.30,1.45,+0.17,35
105/04/13,3524000,4832350,1.40,1.40,1.27,1.27,-0.18,61
105/04/14,1590000,2003980,1.22,1.30,1.18,1.27,0.00,54
105/04/15,1069000,1306870,1.26,1.26,1.19,1.21,-0.06,36
105/04/18,1251000,1472380,1.18,1.22,1.13,1.18,-0.03,40
105/04/19,2308000,2664500,1.15,1.18,1.13,1.15,-0.03,45
105/04/20,3601000,4082930,1.12,1.17,1.11,1.11,-0.04,65
105/04/21,950000,1052750,1.08,1.18,1.07,1.12,+0.01,81
105/04/22,1475000,1774340,1.15,1.30,1.08,1.30,+0.18,83
105/04/25,1678000,2230040,1.32,1.42,1.21,1.23,-0.07,99
105/04/26,497000,617090,1.20,1.31,1.18,1.24,+0.01,48
105/04/27,1218000,1507590,1.22,1.25,1.22,1.24,0.00,24
105/04/28,970000,1291310,1.29,1.37,1.29,1.34,+0.10,34
105/04/29,687000,917990,1.32,1.37,1.32,1.37,+0.03,17
105/05/03,224000,284440,1.31,1.31,1.26,1.26,-0.11,10
105/05/04,18000,22380,1.25,1.27,1.23,1.27,+0.01,3
105/05/05,43000,51430,1.21,1.21,1.18,1.21,-0.06,6
105/05/06,67000,80730,1.18,1.26,1.17,1.25,+0.04,10
105/05/09,158000,210460,1.27,1.40,1.26,1.26,+0.01,17
105/05/10,1627000,2004940,1.21,1.35,1.17,1.19,-0.07,63
105/05/11,2899000,3591710,1.15,1.44,1.12,1.44,+0.25,106
105/05/12,4197000,6171930,1.44,1.72,1.42,1.72,+0.28,201
105/05/13,3922000,6018600,1.72,1.72,1.39,1.66,-0.06,286
105/05/16,2493000,3513350,1.42,1.47,1.36,1.42,-0.24,121
105/05/17,2212000,3058880,1.42,1.42,1.34,1.37,-0.05,78
105/05/18,911000,1234330,1.39,1.41,1.30,1.32,-0.05,75
105/05/19,1269000,1578890,1.27,1.30,1.22,1.29,-0.03,135
105/05/20,363000,469550,1.24,1.45,1.24,1.29,0.00,42
105/05/23,1242000,1435830,1.23,1.26,1.05,1.05,-0.24,79
105/05/24,1260000,1270800,1.01,1.06,0.96,1.05,0.00,75
105/05/25,996000,1019120,1.00,1.05,0.97,1.04,-0.01,60
105/05/26,1460000,1467020,1.00,1.04,0.98,0.99,-0.05,47
105/05/27,779000,755140,0.96,0.99,0.95,0.97,-0.02,34
105/05/30,648000,601180,0.94,0.95,0.91,0.95,-0.02,23
