100/10/12,140000,120300,0.86,0.86,0.85,0.86,0.00,6
100/10/13,130000,101400,0.78,0.78,0.78,0.78,-0.08,3
100/10/14,10000,8500,0.85,0.85,0.85,0.85,+0.07,1
100/10/17,15000,12500,0.83,0.84,0.83,0.83,-0.02,3
100/10/18,0,0,0.00,0.00,0.00,0.00,---,0
100/10/19,10000,6600,0.66,0.66,0.66,0.66,-0.11,1
100/10/20,10000,5400,0.52,0.56,0.52,0.56,-0.10,2
100/10/21,5000,2600,0.52,0.52,0.52,0.52,-0.04,1
100/10/24,30000,18000,0.60,0.60,0.60,0.60,+0.08,4
100/10/25,0,0,0.00,0.00,0.00,0.00,---,0
100/10/26,0,0,0.00,0.00,0.00,0.00,---,0
100/10/27,0,0,0.00,0.00,0.00,0.00,---,0
100/10/28,0,0,0.00,0.00,0.00,0.00,---,0
100/10/31,18000,7920,0.44,0.44,0.44,0.44,-0.07,1
100/11/01,18000,7020,0.39,0.39,0.39,0.39,-0.05,1
100/11/02,0,0,0.00,0.00,0.00,0.00,---,0
100/11/03,0,0,0.00,0.00,0.00,0.00,---,0
100/11/04,22000,13400,0.60,0.61,0.60,0.61,+0.08,2
100/11/07,2000,1200,0.60,0.60,0.60,0.60,-0.01,1
100/11/08,0,0,0.00,0.00,0.00,0.00,---,0
100/11/09,0,0,0.00,0.00,0.00,0.00,---,0
100/11/10,20000,10000,0.50,0.50,0.50,0.50,-0.06,1
100/11/11,0,0,0.00,0.00,0.00,0.00,---,0
100/11/14,0,0,----,----,----,---,---,0
100/11/15,0,0,---,---,---,---,---,0
100/11/16,0,0,---,---,---,---,---,0
100/11/17,0,0,---,---,---,---,---,0
100/11/18,0,0,---,---,---,---,---,0
100/11/21,0,0,---,---,---,---,---,0
100/11/22,0,0,---,---,---,---,---,0
100/11/23,0,0,---,---,---,---,---,0
100/11/24,0,0,---,---,---,---,---,0
100/11/25,0,0,---,---,---,---,---,0
100/11/28,0,0,---,---,---,---,---,0
100/11/29,0,0,---,---,---,---,---,0
100/11/30,0,0,---,---,---,---,---,0
100/12/01,0,0,---,---,---,---,---,0
100/12/02,0,0,---,---,---,---,---,0
100/12/05,0,0,---,---,---,---,---,0
100/12/06,0,0,---,---,---,---,---,0
100/12/07,0,0,---,---,---,---,---,0
100/12/08,15000,8450,0.57,0.57,0.55,0.55,+0.13,2
100/12/09,15000,8380,0.47,0.58,0.47,0.55,0.00,4
100/12/12,16000,8840,0.59,0.59,0.55,0.55,0.00,2
100/12/13,0,0,---,---,---,---,---,0
100/12/14,1000,720,0.72,0.72,0.72,0.72,+0.20,1
100/12/15,1000,820,0.82,0.82,0.82,0.82,+0.10,1
100/12/16,10000,7650,0.76,0.77,0.76,0.77,-0.05,2
100/12/19,16000,12150,0.76,0.76,0.75,0.75,-0.02,2
100/12/20,4000,3190,0.79,0.80,0.79,0.80,+0.05,3
100/12/21,0,0,---,---,---,---,---,0
100/12/22,214000,169210,0.77,0.89,0.77,0.88,+0.11,12
100/12/23,225000,197270,0.88,0.88,0.84,0.88,0.00,6
100/12/26,205000,184500,0.90,0.90,0.90,0.90,+0.02,5
100/12/27,181000,162910,0.91,0.91,0.90,0.90,0.00,3
100/12/28,0,0,---,---,---,---,---,0
100/12/29,70000,68500,0.95,0.99,0.95,0.99,+0.15,2
100/12/30,74000,73910,1.01,1.07,0.99,1.03,+0.04,5
101/01/02,0,0,---,---,---,---,---,0
101/01/03,290000,297320,1.03,1.03,1.02,1.03,+0.12,5
101/01/04,0,0,---,---,---,---,---,0
101/01/05,320000,306800,0.96,0.96,0.92,0.92,-0.06,5
101/01/06,0,0,---,---,---,---,---,0
101/01/09,0,0,---,---,---,---,---,0
101/01/10,5000,3800,0.76,0.76,0.76,0.76,-0.04,1
101/01/11,305000,247200,0.81,0.84,0.81,0.84,+0.08,6
101/01/12,300000,240000,0.80,0.80,0.80,0.80,-0.04,4
101/01/13,0,0,---,---,---,---,---,0
101/01/16,0,0,---,---,---,---,---,0
101/01/17,0,0,---,---,---,---,---,0
101/01/18,0,0,---,---,---,---,---,0
101/01/30,1000,1000,1.00,1.00,1.00,1.00,+0.14,1
101/01/31,33000,37620,1.14,1.14,1.14,1.14,+0.14,1
101/02/01,33000,36300,1.10,1.10,1.10,1.10,-0.04,4
101/02/02,0,0,---,---,---,---,---,0
101/02/03,2000,2220,1.11,1.11,1.11,1.11,+0.01,1
101/02/04,0,0,---,---,---,---,---,0
101/02/06,0,0,---,---,---,---,---,0
101/02/07,0,0,---,---,---,---,---,0
