103/02/18,10000,5450,0.55,0.55,0.54,0.54,-0.06,2
103/02/19,557000,294750,0.53,0.53,0.50,0.52,-0.02,5
103/02/20,706000,363310,0.52,0.53,0.51,0.53,+0.01,14
103/02/21,214000,112500,0.53,0.54,0.52,0.52,-0.01,9
103/02/24,270000,132500,0.50,0.50,0.47,0.50,-0.02,10
103/02/25,609000,299010,0.49,0.50,0.49,0.50,0.00,7
103/02/26,140000,69600,0.49,0.50,0.49,0.50,0.00,7
103/02/27,1242000,652500,0.50,0.56,0.50,0.55,+0.05,44
103/03/03,685000,389880,0.59,0.59,0.55,0.56,+0.01,36
103/03/04,396000,227140,0.56,0.59,0.55,0.57,+0.01,25
103/03/05,331000,191330,0.56,0.59,0.56,0.58,+0.01,16
103/03/06,282000,164120,0.58,0.59,0.56,0.57,-0.01,10
103/03/07,158000,85710,0.55,0.57,0.52,0.57,0.00,18
103/03/10,302000,173430,0.55,0.58,0.55,0.58,+0.01,8
103/03/11,572000,303910,0.55,0.56,0.51,0.51,-0.07,13
103/03/12,636000,332140,0.51,0.54,0.51,0.53,+0.02,13
103/03/13,435000,232810,0.53,0.55,0.52,0.52,-0.01,7
103/03/14,422000,222700,0.53,0.55,0.52,0.55,+0.03,7
103/03/17,1036000,586450,0.56,0.58,0.55,0.58,+0.03,20
103/03/18,899000,529680,0.60,0.61,0.58,0.61,+0.03,24
103/03/19,719000,473970,0.62,0.75,0.62,0.74,+0.13,31
103/03/20,468000,316390,0.74,0.74,0.66,0.67,-0.07,24
103/03/21,352000,252000,0.68,0.79,0.68,0.75,+0.08,34
103/03/24,954000,771480,0.80,0.83,0.79,0.83,+0.08,68
103/03/25,1379000,1058910,0.79,0.79,0.72,0.72,-0.11,31
103/03/26,277000,201160,0.72,0.76,0.72,0.75,+0.03,11
103/03/27,317000,229380,0.72,0.74,0.71,0.71,-0.04,12
103/03/28,309000,224290,0.71,0.79,0.71,0.79,+0.08,11
103/03/31,199000,153380,0.77,0.78,0.77,0.77,-0.02,4
103/04/01,0,0,---,---,---,---,---,0
103/04/02,185000,128150,0.67,0.71,0.67,0.71,0.00,7
103/04/03,70000,47720,0.67,0.70,0.67,0.70,-0.01,4
103/04/07,185000,130450,0.70,0.71,0.70,0.71,+0.01,8
103/04/08,60000,40800,0.68,0.68,0.68,0.68,-0.03,1
103/04/09,15000,10050,0.71,0.71,0.65,0.65,-0.03,3
103/04/10,15000,9950,0.67,0.67,0.66,0.66,+0.01,2
103/04/11,453000,325310,0.69,0.74,0.68,0.72,+0.06,14
103/04/14,343000,258610,0.72,0.77,0.72,0.77,+0.05,10
103/04/15,31000,23240,0.75,0.75,0.74,0.74,-0.03,2
103/04/16,116000,78760,0.68,0.68,0.66,0.68,-0.06,4
103/04/17,153000,99090,0.63,0.68,0.63,0.68,0.00,7
103/04/18,70000,48000,0.67,0.70,0.67,0.68,0.00,3
