106/11/20,5000,4200,0.81,0.88,0.79,0.86,-0.13,4
106/11/21,5000,4310,0.85,0.87,0.85,0.87,+0.01,3
106/11/22,347000,279910,0.85,0.87,0.76,0.77,-0.10,7
106/11/24,560000,339600,0.57,0.62,0.57,0.61,+0.03,11
106/11/27,775000,447180,0.58,0.60,0.56,0.59,-0.02,23
106/11/28,574000,332250,0.59,0.60,0.56,0.56,-0.03,16
106/11/29,776000,492170,0.57,0.72,0.57,0.72,+0.16,25
106/11/30,240000,146900,0.63,0.63,0.59,0.59,-0.13,9
106/12/01,539000,409200,0.75,0.81,0.72,0.80,+0.21,17
106/12/04,342000,256540,0.75,0.77,0.67,0.74,-0.06,15
106/12/06,169000,113120,0.73,0.73,0.52,0.52,-0.17,8
106/12/07,150000,69000,0.48,0.48,0.45,0.45,-0.07,3
106/12/08,150000,78900,0.53,0.57,0.51,0.57,+0.12,4
106/12/11,73000,35000,0.47,0.52,0.47,0.51,-0.06,12
106/12/12,143000,75150,0.50,0.55,0.50,0.55,+0.04,8
106/12/13,110000,55000,0.50,0.50,0.50,0.50,-0.05,3
106/12/14,685000,408950,0.56,0.64,0.56,0.61,+0.11,15
106/12/15,577000,323530,0.59,0.59,0.52,0.52,-0.09,38
106/12/19,117000,61440,0.52,0.53,0.49,0.49,0.00,10
106/12/20,250000,143370,0.53,0.59,0.53,0.58,+0.09,8
106/12/21,197000,113370,0.57,0.58,0.55,0.55,-0.03,10
106/12/22,263000,134790,0.57,0.57,0.51,0.51,-0.04,3
106/12/25,8000,4000,0.50,0.50,0.50,0.50,-0.01,1
106/12/26,15000,7090,0.50,0.50,0.43,0.43,-0.07,3
106/12/28,19000,9460,0.48,0.53,0.48,0.53,+0.07,4
106/12/29,206000,120790,0.55,0.61,0.55,0.55,+0.02,15
107/01/02,135000,70200,0.52,0.52,0.52,0.52,-0.03,2
107/01/03,192000,107970,0.56,0.58,0.56,0.58,+0.06,9
107/01/04,736000,426160,0.58,0.60,0.56,0.58,0.00,26
107/01/05,1124000,791780,0.66,0.83,0.64,0.82,+0.24,43
107/01/08,2022000,1404110,0.79,0.83,0.58,0.59,-0.23,121
107/01/09,583000,323210,0.56,0.59,0.53,0.54,-0.05,30
107/01/10,158000,87440,0.59,0.59,0.52,0.55,+0.01,10
107/01/11,275000,152290,0.68,0.68,0.54,0.54,-0.01,19
107/01/12,391000,196380,0.56,0.56,0.43,0.43,-0.11,21
107/01/15,272000,120500,0.45,0.46,0.43,0.44,+0.01,14
107/01/16,287000,139760,0.45,0.51,0.45,0.49,+0.05,11
107/01/17,305000,136850,0.46,0.46,0.44,0.45,-0.04,8
107/01/18,655000,302800,0.46,0.47,0.46,0.46,+0.01,11
107/01/19,682000,274740,0.44,0.44,0.37,0.37,-0.09,21
107/01/22,130000,49400,0.37,0.39,0.37,0.39,+0.02,5
107/01/23,205000,78600,0.39,0.39,0.37,0.39,0.00,24
107/01/24,0,0,---,---,---,---,---,0
107/01/26,853000,344390,0.41,0.42,0.39,0.40,+0.05,20
107/01/31,122000,39060,0.31,0.33,0.31,0.32,-0.03,7
107/02/01,214000,69880,0.31,0.35,0.31,0.34,+0.02,8
107/02/02,1144000,366030,0.31,0.32,0.31,0.32,-0.02,10
107/02/05,700000,190800,0.27,0.28,0.27,0.28,-0.04,6
107/02/06,900000,139800,0.18,0.18,0.15,0.16,-0.12,27
107/02/12,50000,7500,0.15,0.15,0.15,0.15,-0.02,1
107/02/21,45000,9750,0.21,0.22,0.21,0.21,+0.06,3
107/02/23,30000,9000,0.30,0.30,0.30,0.30,+0.03,1
107/02/26,0,0,---,---,---,---,---,0
107/02/27,0,0,---,---,---,---,---,0
107/03/01,0,0,---,---,---,---,---,0
107/03/02,45000,12850,0.28,0.29,0.28,0.29,-0.02,2
107/03/05,20000,5300,0.29,0.29,0.24,0.24,-0.05,2
107/03/07,0,0,---,---,---,---,---,0
107/03/09,0,0,---,---,---,---,---,0
107/03/12,10000,2900,0.29,0.29,0.29,0.29,+0.05,1
107/03/13,57000,17730,0.30,0.34,0.29,0.31,+0.02,6
107/03/14,0,0,---,---,---,---,---,0
107/03/15,22000,6560,0.30,0.30,0.28,0.28,-0.03,2
107/03/16,20000,5100,0.25,0.26,0.25,0.26,-0.02,2
107/03/19,0,0,---,---,---,---,---,0
107/03/20,34000,10060,0.29,0.30,0.28,0.28,+0.02,5
107/03/21,30000,8100,0.27,0.27,0.27,0.27,-0.01,1
107/03/22,140000,38000,0.27,0.29,0.27,0.29,+0.02,3
107/03/23,10000,2300,0.23,0.23,0.23,0.23,-0.06,1
107/03/26,40000,8800,0.22,0.22,0.22,0.22,-0.01,1
107/03/27,0,0,---,---,---,---,---,0
107/03/28,0,0,---,---,---,---,---,0
107/03/29,20000,4400,0.22,0.22,0.22,0.22,-0.03,1
107/03/30,0,0,---,---,---,---,---,0
107/03/31,0,0,---,---,---,---,---,0
107/04/02,0,0,---,---,---,---,---,0
107/04/03,0,0,---,---,---,---,---,0
107/04/09,10000,1400,0.14,0.14,0.14,0.14,-0.04,1
107/04/10,0,0,---,---,---,---,---,0
107/04/11,60000,4100,0.07,0.07,0.06,0.06,+0.01,3
107/04/12,0,0,---,---,---,---,---,0
107/04/13,10000,700,0.07,0.07,0.07,0.07,+0.01,1
107/04/16,10000,700,0.07,0.07,0.07,0.07,0.00,1
107/04/17,0,0,---,---,---,---,---,0
107/04/18,28000,2380,0.07,0.11,0.07,0.11,+0.04,3
