103/03/12,6000,3940,0.66,0.66,0.64,0.64,0.00,2
103/03/13,6000,4200,0.70,0.70,0.70,0.70,+0.06,1
103/03/14,0,0,---,---,---,---,---,0
103/03/17,233000,179340,0.75,0.87,0.75,0.87,+0.15,5
103/03/18,303000,248480,0.81,0.84,0.81,0.82,-0.05,4
103/03/19,185000,148150,0.83,0.83,0.79,0.79,-0.03,3
103/03/20,0,0,---,---,---,---,---,0
103/03/21,0,0,---,---,---,---,---,0
103/03/24,0,0,---,---,---,---,---,0
103/03/25,10000,6800,0.68,0.68,0.68,0.68,+0.10,1
103/03/26,0,0,---,---,---,---,---,0
103/03/27,10000,7100,0.71,0.71,0.71,0.71,+0.03,1
103/03/28,0,0,---,---,---,---,---,0
103/03/31,0,0,---,---,---,---,---,0
103/04/01,0,0,---,---,---,---,---,0
103/04/02,0,0,---,---,---,---,---,0
103/04/03,46000,29440,0.64,0.64,0.64,0.64,-0.02,1
103/04/07,15000,8850,0.60,0.60,0.57,0.57,-0.07,2
103/04/08,479000,296780,0.58,0.63,0.58,0.63,+0.06,5
103/04/09,430000,249400,0.58,0.58,0.58,0.58,-0.05,5
103/04/10,5000,3000,0.60,0.60,0.60,0.60,+0.02,1
103/04/11,5000,2800,0.56,0.56,0.56,0.56,-0.04,1
103/04/14,20000,9800,0.49,0.49,0.49,0.49,-0.07,1
103/04/15,10000,5000,0.50,0.50,0.50,0.50,+0.01,1
103/04/16,0,0,---,---,---,---,---,0
103/04/17,492000,263380,0.53,0.62,0.53,0.62,+0.12,6
103/04/18,383000,222140,0.58,0.58,0.58,0.58,-0.04,2
103/04/21,418000,262340,0.59,0.69,0.59,0.69,+0.11,10
103/04/22,773000,519990,0.70,0.70,0.60,0.60,-0.09,11
103/04/23,3107000,2244710,0.69,0.80,0.69,0.80,+0.20,36
103/04/24,3815000,3607400,1.10,1.10,0.87,0.94,+0.14,98
103/04/25,3602000,3275480,0.94,1.04,0.75,1.04,+0.10,102
103/04/28,1084000,1110990,1.00,1.30,0.89,1.30,+0.26,48
103/04/29,2697000,3912440,1.29,1.66,1.29,1.41,+0.11,50
103/04/30,126000,187890,1.41,1.63,1.40,1.40,-0.01,15
103/05/02,147000,249960,1.70,1.78,1.63,1.65,+0.25,19
103/05/05,264000,400800,1.75,1.75,1.39,1.52,-0.13,8
103/05/06,39000,57450,1.55,1.61,1.38,1.61,+0.09,6
103/05/07,18000,31810,1.66,1.91,1.66,1.76,+0.15,4
103/05/08,119000,205240,1.76,1.76,1.55,1.55,-0.21,11
103/05/09,14000,19400,1.42,1.42,1.30,1.30,-0.25,2
103/05/12,0,0,---,---,---,---,---,0
103/05/13,449000,541570,1.16,1.42,1.14,1.21,+0.11,7
103/05/14,15000,20550,1.31,1.49,1.31,1.49,+0.28,2
103/05/15,30000,40800,1.36,1.36,1.36,1.36,-0.13,1
103/05/16,5000,7600,1.52,1.52,1.52,1.52,+0.16,1
103/05/19,60000,101800,1.66,1.74,1.66,1.67,+0.15,6
103/05/20,35000,53350,1.54,1.54,1.51,1.51,-0.16,5
103/05/21,12000,17470,1.51,1.56,1.44,1.56,+0.05,3
