103/04/29,605000,589350,0.96,0.99,0.96,0.97,0.00,7
103/04/30,0,0,---,---,---,---,---,0
103/05/02,605000,595000,0.90,1.01,0.90,1.01,+0.13,7
103/05/05,0,0,---,---,---,---,---,0
103/05/06,0,0,---,---,---,---,---,0
103/05/07,150000,141000,0.94,0.94,0.94,0.94,0.00,2
103/05/08,252000,281670,1.11,1.13,1.10,1.13,+0.19,4
103/05/09,152000,195680,1.26,1.29,1.24,1.29,+0.16,5
103/05/12,292000,400330,1.38,1.40,1.29,1.31,+0.02,8
103/05/13,322000,358840,1.11,1.16,1.04,1.16,-0.15,8
103/05/14,614000,789480,1.20,1.49,1.20,1.49,+0.33,22
103/05/15,207000,305170,1.50,1.52,1.36,1.48,-0.01,12
103/05/16,47000,78990,1.52,1.83,1.52,1.83,+0.35,11
103/05/19,41000,84830,1.98,2.19,1.94,2.19,+0.36,9
103/05/20,454000,928040,2.19,2.19,1.96,1.96,-0.23,14
103/05/21,606000,1322740,2.09,2.32,2.08,2.08,+0.12,17
103/05/22,366000,761780,2.10,2.12,2.06,2.08,0.00,14
103/05/23,42000,85170,2.06,2.06,2.01,2.06,-0.02,4
103/05/26,107000,203760,1.96,1.96,1.86,1.96,-0.10,8
103/05/27,50000,107000,2.14,2.14,2.14,2.14,+0.18,1
103/05/28,75000,179800,2.40,2.44,2.28,2.28,+0.14,4
103/05/29,38000,91960,2.22,2.45,2.22,2.45,+0.17,4
103/05/30,43000,104630,2.39,2.57,2.39,2.39,-0.06,6
103/06/03,85000,205100,2.37,2.68,2.34,2.68,+0.29,4
103/06/04,19000,50110,2.61,2.68,2.47,2.47,-0.21,6
103/06/05,7000,16500,2.36,2.36,2.34,2.34,-0.13,2
103/06/06,23000,54850,2.43,2.45,2.32,2.32,-0.02,3
103/06/09,24000,54000,2.25,2.25,2.25,2.25,-0.07,2
103/06/10,0,0,---,---,---,---,---,0
103/06/11,0,0,---,---,---,---,---,0
103/06/12,4000,9040,2.26,2.26,2.26,2.26,-0.09,1
103/06/13,3000,7050,2.35,2.35,2.35,2.35,+0.09,2
103/06/16,9000,21450,2.41,2.41,2.35,2.35,0.00,2
103/06/17,8000,16530,2.04,2.11,2.04,2.11,-0.24,2
103/06/18,0,0,---,---,---,---,---,0
103/06/19,5000,9600,1.92,1.92,1.92,1.92,+0.03,1
103/06/20,0,0,---,---,---,---,---,0
103/06/23,12000,23680,2.09,2.09,1.95,1.95,+0.05,2
103/06/24,0,0,---,---,---,---,---,0
103/06/25,18000,29520,1.64,1.64,1.64,1.64,+0.03,3
103/06/26,1000,1600,1.60,1.60,1.60,1.60,-0.04,1
103/06/27,5000,8250,1.65,1.65,1.65,1.65,+0.05,1
103/06/30,18000,30680,1.71,1.71,1.69,1.71,+0.06,4
103/07/01,12000,20880,1.74,1.74,1.74,1.74,+0.03,3
103/07/02,0,0,---,---,---,---,---,0
103/07/03,34000,58710,1.58,1.82,1.58,1.82,+0.26,7
103/07/04,0,0,---,---,---,---,---,0
103/07/07,0,0,---,---,---,---,---,0
103/07/08,0,0,---,---,---,---,---,0
103/07/09,0,0,---,---,---,---,---,0
103/07/10,0,0,---,---,---,---,---,0
103/07/11,0,0,---,---,---,---,---,0
103/07/14,0,0,---,---,---,---,---,0
103/07/15,1000,1160,1.16,1.16,1.16,1.16,-0.07,1
103/07/16,20000,22600,1.13,1.13,1.13,1.13,-0.03,2
103/07/17,0,0,---,---,---,---,---,0
103/07/18,20000,23200,1.16,1.16,1.16,1.16,+0.02,1
103/07/21,0,0,---,---,---,---,---,0
103/07/22,0,0,---,---,---,---,---,0
103/07/24,2000,2820,1.41,1.41,1.41,1.41,+0.24,1
103/07/25,56000,78780,1.41,1.42,1.36,1.42,+0.01,7
103/07/28,8000,11160,1.37,1.41,1.37,1.41,-0.01,2
103/07/29,24000,35180,1.47,1.47,1.46,1.46,+0.05,3
103/07/30,35000,50110,1.40,1.75,1.34,1.75,+0.29,6
103/07/31,13000,18080,1.40,1.40,1.36,1.36,-0.39,2
103/08/01,3000,3590,1.15,1.22,1.15,1.22,-0.14,2
103/08/04,0,0,---,---,---,---,---,0
103/08/05,2000,2440,1.22,1.22,1.22,1.22,+0.06,1
103/08/06,1000,1010,1.01,1.01,1.01,1.01,-0.21,1
103/08/07,32000,36500,1.15,1.15,1.14,1.14,+0.13,4
103/08/08,49000,57830,1.19,1.24,1.14,1.19,+0.05,5
103/08/11,1000,1200,1.20,1.20,1.20,1.20,+0.01,1
103/08/12,6000,6420,1.07,1.07,1.07,1.07,-0.13,2
103/08/13,5000,5650,1.13,1.13,1.13,1.13,+0.06,1
103/08/14,50000,56500,1.13,1.13,1.13,1.13,0.00,1
103/08/15,0,0,---,---,---,---,---,0
103/08/18,5000,4410,0.85,0.92,0.85,0.92,-0.17,4
103/08/19,8000,8840,1.09,1.11,1.09,1.11,+0.19,3
103/08/20,0,0,---,---,---,---,---,0
103/08/21,22000,24640,1.12,1.17,1.11,1.17,+0.02,4
103/08/22,30000,36800,1.23,1.23,1.22,1.23,+0.06,3
103/08/25,50000,59100,1.20,1.20,1.17,1.17,-0.06,5
103/08/26,80000,100000,1.25,1.25,1.25,1.25,+0.08,2
103/08/27,10000,12700,1.27,1.27,1.27,1.27,+0.02,1
103/08/28,20000,24600,1.23,1.23,1.23,1.23,-0.04,1
103/08/29,0,0,---,---,---,---,---,0
103/09/01,0,0,---,---,---,---,---,0
103/09/02,0,0,---,---,---,---,---,0
103/09/03,0,0,---,---,---,---,---,0
103/09/04,3000,3330,1.11,1.11,1.11,1.11,-0.04,1
103/09/05,0,0,---,---,---,---,---,0
103/09/09,20000,22800,1.14,1.14,1.14,1.14,+0.03,2
103/09/10,60000,63200,1.06,1.06,1.04,1.04,-0.10,6
103/09/11,0,0,---,---,---,---,---,0
103/09/12,0,0,---,---,---,---,---,0
103/09/15,0,0,---,---,---,---,---,0
103/09/16,0,0,---,---,---,---,---,0
103/09/17,0,0,---,---,---,---,---,0
103/09/18,0,0,---,---,---,---,---,0
103/09/19,1000,980,0.98,0.98,0.98,0.98,+0.07,1
103/09/22,0,0,---,---,---,---,---,0
103/09/23,0,0,---,---,---,---,---,0
103/09/24,0,0,---,---,---,---,---,0
103/09/25,0,0,---,---,---,---,---,0
103/09/26,0,0,---,---,---,---,---,0
103/09/29,0,0,---,---,---,---,---,0
103/09/30,0,0,---,---,---,---,---,0
103/10/01,0,0,---,---,---,---,---,0
103/10/02,0,0,---,---,---,---,---,0
103/10/03,10000,10900,1.09,1.09,1.09,1.09,+0.04,1
103/10/06,10000,10700,1.07,1.07,1.07,1.07,-0.02,1
103/10/07,0,0,---,---,---,---,---,0
103/10/08,8000,9360,1.17,1.17,1.17,1.17,+0.03,1
103/10/09,25000,26900,1.12,1.12,1.06,1.06,-0.11,3
103/10/13,21000,22060,1.06,1.06,1.05,1.05,-0.01,2
103/10/14,23000,24070,1.04,1.09,1.04,1.09,+0.04,3
103/10/15,0,0,---,---,---,---,---,0
103/10/16,5000,5300,1.06,1.06,1.06,1.06,+0.01,1
103/10/17,0,0,---,---,---,---,---,0
103/10/20,12000,8280,0.69,0.69,0.69,0.69,-0.18,1
103/10/21,490000,302350,0.52,0.66,0.52,0.65,-0.04,30
103/10/22,11000,7530,0.68,0.73,0.68,0.73,+0.08,2
103/10/23,496000,407680,0.82,0.91,0.82,0.91,+0.18,5
103/10/24,16000,13380,0.83,0.84,0.83,0.84,-0.07,2
103/10/27,5000,3350,0.67,0.67,0.67,0.67,-0.17,1
103/10/28,20000,14000,0.70,0.70,0.70,0.70,+0.03,1
103/10/29,5000,3800,0.76,0.76,0.76,0.76,+0.06,1
103/10/30,0,0,---,---,---,---,---,0
103/10/31,80000,74000,0.90,0.96,0.90,0.96,+0.17,4
103/11/03,40000,35600,0.89,0.89,0.89,0.89,-0.07,2
103/11/04,0,0,---,---,---,---,---,0
103/11/05,100000,89000,0.89,0.89,0.89,0.89,+0.01,1
103/11/06,0,0,---,---,---,---,---,0
103/11/07,0,0,---,---,---,---,---,0
103/11/10,0,0,---,---,---,---,---,0
103/11/11,0,0,---,---,---,---,---,0
103/11/12,0,0,---,---,---,---,---,0
103/11/13,0,0,---,---,---,---,---,0
103/11/14,40000,27600,0.69,0.69,0.69,0.69,-0.04,1
103/11/17,0,0,---,---,---,---,---,0
103/11/18,0,0,---,---,---,---,---,0
103/11/19,0,0,---,---,---,---,---,0
103/11/20,0,0,---,---,---,---,---,0
103/11/21,0,0,---,---,---,---,---,0
103/11/24,0,0,---,---,---,---,---,0
103/11/25,0,0,---,---,---,---,---,0
103/11/26,25000,16700,0.67,0.67,0.66,0.66,+0.02,2
103/11/27,41000,26460,0.63,0.66,0.63,0.66,0.00,3
103/11/28,0,0,---,---,---,---,---,0
103/12/01,0,0,---,---,---,---,---,0
103/12/02,20000,14600,0.73,0.73,0.73,0.73,+0.12,1
103/12/03,40000,31000,0.78,0.78,0.77,0.77,+0.04,2
103/12/04,40000,31600,0.79,0.79,0.79,0.79,+0.02,1
103/12/05,5000,3750,0.75,0.75,0.75,0.75,-0.04,1
103/12/08,234000,218300,0.84,1.05,0.84,1.05,+0.30,16
103/12/09,260000,254580,0.98,1.03,0.91,0.94,-0.11,12
103/12/10,90000,105000,1.16,1.19,1.16,1.19,+0.25,2
103/12/11,20000,23000,1.15,1.15,1.15,1.15,-0.04,1
103/12/12,63000,87030,1.41,1.41,1.38,1.38,+0.23,2
103/12/15,2000,2920,1.46,1.46,1.46,1.46,+0.08,1
103/12/16,0,0,---,---,---,---,---,0
103/12/17,0,0,---,---,---,---,---,0
103/12/18,0,0,---,---,---,---,---,0
103/12/19,50000,55000,1.10,1.10,1.10,1.10,-0.21,1
103/12/22,0,0,---,---,---,---,---,0
103/12/23,0,0,---,---,---,---,---,0
103/12/24,0,0,---,---,---,---,---,0
103/12/25,0,0,---,---,---,---,---,0
103/12/26,0,0,---,---,---,---,---,0
