107/01/23,4000,3000,0.75,0.75,0.75,0.75,0.00,1
107/01/24,218000,158330,0.72,0.75,0.72,0.73,-0.02,4
107/01/26,909000,667820,0.70,0.79,0.70,0.73,+0.06,10
107/01/31,204000,134640,0.66,0.66,0.66,0.66,+0.01,2
107/02/01,636000,417720,0.65,0.66,0.65,0.66,0.00,6
107/02/02,1140000,761020,0.65,0.68,0.65,0.68,+0.02,8
107/02/05,708000,429820,0.60,0.61,0.60,0.61,-0.07,3
107/02/06,5000,2950,0.59,0.59,0.59,0.59,-0.02,1
107/02/12,0,0,---,---,---,---,---,0
107/02/21,0,0,---,---,---,---,---,0
107/02/23,387000,179100,0.46,0.47,0.46,0.46,+0.02,4
107/02/26,329000,149130,0.46,0.46,0.45,0.45,-0.01,3
107/02/27,263000,116880,0.44,0.46,0.44,0.46,+0.01,3
107/03/01,205000,86100,0.42,0.42,0.42,0.42,-0.04,2
107/03/02,0,0,---,---,---,---,---,0
107/03/05,0,0,---,---,---,---,---,0
107/03/07,0,0,---,---,---,---,---,0
107/03/09,0,0,---,---,---,---,---,0
107/03/12,5000,2000,0.40,0.40,0.40,0.40,0.00,1
107/03/13,339000,139140,0.41,0.42,0.41,0.42,+0.02,4
107/03/14,339000,142380,0.42,0.42,0.42,0.42,0.00,2
107/03/15,20000,8500,0.42,0.43,0.42,0.43,+0.01,2
107/03/16,20000,8400,0.42,0.42,0.42,0.42,-0.01,1
107/03/19,108000,44280,0.41,0.41,0.41,0.41,-0.01,1
107/03/20,108000,42120,0.39,0.39,0.39,0.39,-0.02,1
107/03/21,298000,120020,0.40,0.41,0.40,0.41,+0.02,4
107/03/22,329000,131880,0.40,0.41,0.40,0.40,-0.01,5
107/03/23,153000,55380,0.36,0.41,0.36,0.41,+0.01,6
107/03/26,200000,81110,0.39,0.44,0.39,0.44,+0.03,17
107/03/27,758000,334330,0.43,0.46,0.42,0.46,+0.02,8
107/03/28,1851000,960810,0.49,0.56,0.49,0.52,+0.06,28
107/03/29,1222000,608890,0.51,0.52,0.49,0.49,-0.03,14
107/03/30,12000,6320,0.53,0.53,0.51,0.51,+0.02,3
107/03/31,210000,105030,0.50,0.51,0.50,0.51,0.00,3
107/04/02,280000,151740,0.55,0.55,0.53,0.53,+0.02,3
107/04/03,497000,249930,0.49,0.52,0.49,0.51,-0.02,4
107/04/09,246000,130420,0.52,0.54,0.52,0.54,+0.03,3
107/04/10,354000,163800,0.49,0.49,0.45,0.45,-0.09,4
107/04/11,108000,48600,0.45,0.45,0.45,0.45,0.00,1
107/04/12,0,0,---,---,---,---,---,0
107/04/13,241000,108450,0.45,0.45,0.45,0.45,+0.01,3
107/04/16,241000,106040,0.44,0.44,0.44,0.44,-0.01,2
107/04/17,0,0,---,---,---,---,---,0
107/04/18,0,0,---,---,---,---,---,0
107/04/20,983000,422880,0.40,0.46,0.40,0.44,+0.05,18
107/04/23,1778000,689970,0.40,0.40,0.38,0.38,-0.06,20
107/04/24,540000,182520,0.36,0.36,0.31,0.34,-0.04,4
107/04/25,1885000,613410,0.31,0.33,0.31,0.33,-0.01,6
107/04/27,1607000,523990,0.34,0.34,0.31,0.31,-0.04,8
107/04/30,466000,149120,0.32,0.32,0.32,0.32,+0.01,1
107/05/04,958000,323790,0.32,0.35,0.32,0.33,-0.03,15
107/05/07,766000,235510,0.33,0.33,0.30,0.32,-0.01,6
107/05/08,3000,840,0.28,0.28,0.28,0.28,-0.04,1
107/05/09,0,0,---,---,---,---,---,0
107/05/10,75000,25700,0.34,0.36,0.34,0.36,+0.09,4
107/05/11,79000,27670,0.35,0.36,0.35,0.35,-0.01,4
107/05/15,3176000,1557780,0.48,0.53,0.43,0.43,-0.02,43
107/05/16,1343000,577920,0.43,0.46,0.41,0.44,+0.01,17
107/05/17,1599000,812030,0.42,0.66,0.42,0.61,+0.17,58
107/05/18,1753000,1005280,0.63,0.63,0.53,0.53,-0.08,56
107/05/21,428000,223120,0.56,0.56,0.47,0.48,-0.05,17
107/05/22,180000,82050,0.46,0.48,0.44,0.44,-0.04,8
107/05/24,785000,370830,0.46,0.52,0.44,0.52,+0.06,20
107/05/25,1182000,673680,0.52,0.61,0.52,0.53,+0.01,47
107/05/29,496000,273990,0.60,0.60,0.49,0.50,-0.08,20
