104/01/08,231000,266840,1.15,1.16,1.14,1.14,-0.11,3
104/01/09,283000,316140,1.10,1.13,1.10,1.13,-0.01,7
104/01/12,639000,724860,1.12,1.16,1.12,1.16,+0.03,10
104/01/13,654000,733940,1.13,1.13,1.11,1.13,-0.03,11
104/01/14,57000,60660,1.09,1.09,1.01,1.01,-0.12,6
104/01/15,806000,776850,0.97,0.98,0.93,0.98,-0.03,12
104/01/16,925000,904850,0.97,1.03,0.96,1.03,+0.05,31
104/01/19,2902000,3012270,0.98,1.07,0.98,1.06,+0.03,26
104/01/20,2996000,2962900,0.99,1.00,0.98,0.99,-0.07,33
104/01/21,505000,474980,0.93,0.95,0.91,0.95,-0.04,13
104/01/22,427000,398900,0.94,0.94,0.92,0.92,-0.03,7
104/01/23,104000,93600,0.90,0.90,0.90,0.90,-0.02,1
104/01/26,200000,181050,0.90,0.91,0.90,0.91,+0.01,4
104/01/27,267000,239000,0.89,0.90,0.89,0.90,-0.01,3
104/01/28,643000,577630,0.89,0.91,0.89,0.91,+0.01,6
104/01/29,918000,873940,0.94,0.98,0.94,0.96,+0.05,12
104/01/30,438000,417680,0.95,0.97,0.95,0.96,0.00,6
104/02/02,1285000,1296700,1.01,1.02,1.00,1.02,+0.06,14
104/02/03,1305000,1287850,0.98,1.00,0.97,0.99,-0.03,23
104/02/04,260000,255900,0.98,0.99,0.98,0.99,0.00,3
104/02/05,969000,1002220,1.03,1.04,1.02,1.04,+0.05,13
104/02/06,1158000,1181760,1.01,1.05,1.00,1.05,+0.01,14
104/02/09,354000,374350,1.07,1.07,1.02,1.03,-0.02,5
104/02/10,175000,175150,1.02,1.02,0.99,1.00,-0.03,6
104/02/11,1563000,1633190,1.01,1.08,1.01,1.07,+0.07,24
104/02/12,1932000,2197930,1.11,1.20,1.11,1.15,+0.08,49
104/02/13,458000,517850,1.13,1.17,1.12,1.13,-0.02,17
104/02/24,573000,624310,1.06,1.11,1.06,1.11,-0.02,15
104/02/25,1163000,1272020,1.10,1.12,1.01,1.02,-0.09,27
104/02/26,750000,773060,1.03,1.04,1.02,1.04,+0.02,10
104/03/02,0,0,---,---,---,---,---,0
104/03/03,323000,320810,1.01,1.01,0.98,1.00,-0.04,8
104/03/04,717000,763850,1.04,1.10,1.02,1.10,+0.10,16
104/03/05,1222000,1373160,1.13,1.16,1.08,1.11,+0.01,28
104/03/06,1228000,1288350,1.06,1.07,1.03,1.06,-0.05,20
104/03/09,828000,884530,1.07,1.08,1.05,1.07,+0.01,13
104/03/10,596000,596670,1.04,1.04,0.96,1.01,-0.06,11
104/03/11,206000,217070,1.06,1.06,1.04,1.04,+0.03,3
104/03/12,766000,820220,1.04,1.08,1.04,1.08,+0.04,9
104/03/13,376000,386290,1.02,1.04,1.02,1.04,-0.04,6
104/03/16,422000,434610,1.03,1.03,1.02,1.03,-0.01,7
104/03/17,450000,471500,1.02,1.06,1.02,1.06,+0.03,16
104/03/18,2199000,2440920,1.07,1.17,1.06,1.14,+0.08,55
104/03/19,1973000,2208640,1.09,1.14,1.09,1.12,-0.02,45
104/03/20,711000,790770,1.11,1.12,1.10,1.12,0.00,21
104/03/23,209000,217140,1.03,1.05,1.02,1.04,-0.08,7
104/03/24,427000,446900,1.03,1.06,1.03,1.05,+0.01,8
104/03/25,1936000,2176430,1.05,1.16,1.05,1.14,+0.09,33
104/03/26,1639000,1826390,1.16,1.16,1.07,1.09,-0.05,33
104/03/27,145000,161400,1.10,1.13,1.10,1.12,+0.03,14
104/03/30,200000,218100,1.08,1.11,1.08,1.11,-0.01,2
104/03/31,150000,165900,1.09,1.11,1.09,1.11,0.00,15
104/04/01,280000,324000,1.17,1.18,1.13,1.16,+0.05,27
