107/02/12,0,0,---,---,---,---,---,0
107/02/21,472000,857920,1.80,1.86,1.80,1.81,+0.14,14
107/02/23,207000,369700,1.81,1.85,1.72,1.73,0.00,12
107/02/26,501000,951940,1.83,1.95,1.83,1.87,+0.14,21
107/02/27,337000,642770,1.92,1.93,1.82,1.82,-0.05,13
107/03/01,33000,57580,1.73,1.78,1.73,1.78,-0.04,4
107/03/02,8000,13380,1.68,1.68,1.67,1.67,-0.11,2
107/03/05,44000,63290,1.53,1.53,1.41,1.41,-0.26,5
107/03/07,411000,588130,1.41,1.55,1.39,1.46,0.00,25
107/03/09,1592000,2840820,1.65,2.00,1.65,2.00,+0.47,56
107/03/12,3088000,6350190,2.07,2.20,1.95,2.06,+0.06,123
107/03/13,2503000,5182790,2.01,2.15,1.99,2.09,+0.03,66
107/03/14,1344000,2655890,2.03,2.08,1.90,1.92,-0.17,38
107/03/15,1318000,2455870,1.87,1.94,1.80,1.90,-0.02,28
107/03/16,1868000,3849880,1.96,2.12,1.95,2.02,+0.12,51
107/03/19,1613000,3305000,2.05,2.16,1.96,1.97,-0.05,63
107/03/20,1217000,2288630,1.91,1.92,1.82,1.91,-0.06,46
107/03/21,483000,923680,1.96,2.01,1.87,1.88,-0.03,33
107/03/22,630000,1257750,1.92,2.08,1.84,1.84,-0.04,43
107/03/23,611000,1008700,1.68,1.68,1.61,1.61,-0.23,22
107/03/26,113000,188370,1.63,1.69,1.63,1.66,+0.05,14
107/03/27,840000,1548680,1.80,1.91,1.76,1.83,+0.17,43
107/03/28,781000,1362800,1.78,1.78,1.68,1.69,-0.14,31
107/03/29,501000,894650,1.81,1.85,1.69,1.69,0.00,25
107/03/30,699000,1160240,1.69,1.71,1.56,1.56,-0.13,36
107/03/31,230000,334170,1.55,1.55,1.41,1.45,-0.11,12
107/04/02,211000,292720,1.44,1.44,1.36,1.36,-0.09,13
107/04/03,615000,874860,1.41,1.45,1.40,1.45,+0.09,17
107/04/09,977000,1421880,1.42,1.53,1.40,1.50,+0.05,35
107/04/10,1327000,1981520,1.47,1.55,1.46,1.47,-0.03,42
107/04/11,1035000,1636780,1.54,1.67,1.51,1.57,+0.10,42
107/04/12,669000,987190,1.52,1.52,1.44,1.47,-0.10,31
107/04/13,1354000,2211770,1.55,1.81,1.52,1.61,+0.14,60
107/04/16,1105000,1727600,1.55,1.66,1.50,1.51,-0.10,51
107/04/17,629000,956470,1.56,1.58,1.40,1.40,-0.11,27
