106/01/05,0,0,---,---,---,---,---,0
106/01/06,666000,584580,0.92,0.94,0.78,0.78,+0.07,18
106/01/09,274000,205710,0.77,0.78,0.71,0.72,-0.06,12
106/01/10,418000,296780,0.71,0.71,0.71,0.71,-0.01,4
106/01/11,127000,86960,0.68,0.70,0.67,0.67,-0.04,6
106/01/12,764000,554890,0.35,0.75,0.35,0.70,+0.03,21
106/01/13,808000,556650,0.70,0.70,0.67,0.68,-0.02,13
106/01/16,146000,90210,0.64,0.64,0.61,0.61,-0.07,3
106/01/17,80000,47300,0.59,0.60,0.59,0.60,-0.01,3
106/01/18,150000,94900,0.61,0.65,0.61,0.63,+0.03,4
106/01/19,150000,91500,0.61,0.61,0.61,0.61,-0.02,2
106/01/20,362000,253690,0.65,0.72,0.65,0.70,+0.09,16
106/01/23,667000,494560,0.71,0.77,0.71,0.73,+0.03,14
106/01/24,706000,541110,0.76,0.78,0.73,0.78,+0.05,17
106/02/02,492000,384440,0.81,0.81,0.75,0.75,-0.03,15
106/02/03,361000,246030,0.71,0.71,0.66,0.66,-0.09,9
106/02/06,41000,24190,0.59,0.59,0.59,0.59,-0.07,3
106/02/07,1107000,796750,0.63,0.77,0.63,0.74,+0.15,20
106/02/08,1088000,771390,0.70,0.75,0.68,0.72,-0.02,28
106/02/09,409000,288690,0.72,0.72,0.69,0.69,-0.03,9
106/02/10,544000,373210,0.70,0.70,0.68,0.68,-0.01,16
106/02/13,270000,180250,0.66,0.70,0.64,0.68,0.00,11
106/02/14,295000,206530,0.72,0.72,0.66,0.66,-0.02,20
106/02/15,270000,181810,0.67,0.68,0.67,0.67,+0.01,6
106/02/16,221000,147740,0.68,0.68,0.66,0.66,-0.01,6
106/02/17,620000,421940,0.65,0.74,0.65,0.71,+0.05,18
106/02/18,1343000,985400,0.71,0.79,0.71,0.73,+0.02,27
106/02/20,931000,663730,0.73,0.73,0.69,0.69,-0.04,26
106/02/21,243000,157110,0.67,0.67,0.61,0.63,-0.06,9
106/02/22,306000,191670,0.64,0.64,0.62,0.63,0.00,7
106/02/23,149000,93870,0.63,0.63,0.63,0.63,0.00,3
106/02/24,0,0,---,---,---,---,---,0
106/03/01,3000,1820,0.60,0.61,0.60,0.61,0.00,2
106/03/02,353000,223020,0.63,0.64,0.60,0.60,-0.01,9
106/03/03,325000,180720,0.56,0.56,0.54,0.54,-0.06,7
106/03/06,0,0,---,---,---,---,---,0
106/03/07,15000,7300,0.48,0.50,0.48,0.50,0.00,2
106/03/08,25000,11900,0.50,0.50,0.47,0.47,-0.03,2
106/03/09,88000,39390,0.43,0.46,0.43,0.43,-0.04,6
106/03/10,76000,33820,0.44,0.45,0.44,0.45,+0.02,2
106/03/13,76000,34200,0.45,0.45,0.45,0.45,0.00,3
106/03/14,14000,6300,0.45,0.45,0.45,0.45,0.00,1
106/03/15,15000,7250,0.51,0.51,0.47,0.47,+0.02,2
106/03/16,5000,2400,0.48,0.48,0.48,0.48,+0.01,1
106/03/17,93000,49690,0.54,0.56,0.53,0.53,+0.05,5
106/03/20,100000,51000,0.51,0.51,0.51,0.51,-0.02,1
106/03/21,0,0,---,---,---,---,---,0
106/03/22,30000,14100,0.47,0.47,0.47,0.47,-0.03,2
106/03/23,88000,47100,0.53,0.55,0.53,0.55,+0.08,7
106/03/24,66000,36090,0.55,0.55,0.54,0.54,-0.01,5
106/03/27,353000,205960,0.54,0.61,0.54,0.58,+0.04,19
106/03/28,159000,86360,0.60,0.60,0.51,0.51,-0.07,5
106/03/29,118000,64130,0.56,0.56,0.51,0.51,0.00,4
106/03/30,493000,293090,0.56,0.65,0.54,0.65,+0.14,23
106/03/31,589000,392860,0.68,0.71,0.63,0.69,+0.04,29
106/04/05,476000,444640,0.85,1.14,0.81,1.14,+0.45,36
106/04/06,646000,735090,1.15,1.25,1.08,1.08,-0.06,25
106/04/07,12000,12760,1.13,1.13,1.05,1.05,-0.03,2
106/04/10,38000,41050,1.08,1.09,1.08,1.09,+0.04,5
106/04/11,37000,44910,1.21,1.23,1.21,1.23,+0.14,2
106/04/12,2000,2160,1.08,1.08,1.08,1.08,-0.15,1
