103/06/20,20000,20400,1.02,1.02,1.02,1.02,-0.02,1
103/06/23,38000,38810,1.01,1.07,0.99,1.07,+0.05,7
103/06/24,48000,45900,0.96,0.97,0.95,0.95,-0.12,3
103/06/25,26000,25220,0.97,0.97,0.97,0.97,+0.02,1
103/06/26,0,0,---,---,---,---,---,0
103/06/27,40000,41600,1.04,1.04,1.04,1.04,+0.02,2
103/06/30,0,0,---,---,---,---,---,0
103/07/01,0,0,---,---,---,---,---,0
103/07/02,15000,14850,0.99,0.99,0.99,0.99,+0.04,1
103/07/03,15000,14550,0.97,0.97,0.97,0.97,-0.02,1
103/07/04,0,0,---,---,---,---,---,0
103/07/07,0,0,---,---,---,---,---,0
103/07/08,0,0,---,---,---,---,---,0
103/07/09,0,0,---,---,---,---,---,0
103/07/10,0,0,---,---,---,---,---,0
103/07/11,99000,91080,0.92,0.92,0.92,0.92,+0.01,1
103/07/14,101000,91930,0.92,0.92,0.91,0.91,-0.01,2
103/07/15,2000,1820,0.91,0.91,0.91,0.91,0.00,1
103/07/16,75000,70500,0.94,0.94,0.94,0.94,+0.03,5
103/07/17,150000,138650,0.91,0.93,0.91,0.93,-0.01,10
103/07/18,170000,156450,0.93,0.93,0.91,0.93,0.00,11
103/07/21,88000,79480,0.90,0.91,0.90,0.91,-0.02,6
103/07/22,48000,42520,0.88,0.89,0.88,0.89,-0.02,4
103/07/24,0,0,---,---,---,---,---,0
103/07/25,50000,40000,0.80,0.80,0.80,0.80,+0.02,1
103/07/28,65000,53800,0.83,0.83,0.82,0.82,+0.02,2
103/07/29,30000,26100,0.87,0.87,0.87,0.87,+0.05,1
103/07/30,696000,638330,0.92,0.92,0.90,0.91,+0.04,7
103/07/31,243000,211840,0.88,0.88,0.87,0.87,-0.04,5
103/08/01,899000,812890,0.93,0.93,0.88,0.88,+0.01,11
103/08/04,560000,446900,0.82,0.82,0.78,0.78,-0.10,4
103/08/05,260000,195300,0.75,0.78,0.75,0.78,0.00,2
