101/01/10,0,0,---,---,---,---,---,0
101/01/11,0,0,---,---,---,---,---,0
101/01/12,0,0,---,---,---,---,---,0
101/01/13,15000,7200,0.48,0.48,0.48,0.48,-0.02,1
101/01/16,288000,143170,0.48,0.51,0.48,0.49,+0.01,7
101/01/17,140000,66500,0.49,0.49,0.47,0.47,-0.02,7
101/01/18,233000,103950,0.46,0.46,0.44,0.46,-0.01,6
101/01/30,101000,42020,0.42,0.42,0.41,0.41,-0.05,4
101/01/31,321000,122160,0.38,0.40,0.37,0.40,-0.01,11
101/02/01,829000,318660,0.40,0.40,0.37,0.39,-0.01,20
101/02/02,311000,115500,0.37,0.38,0.37,0.37,-0.02,12
101/02/03,546000,205330,0.37,0.38,0.37,0.37,0.00,17
101/02/04,1678000,635740,0.39,0.39,0.36,0.39,+0.02,32
101/02/06,2696000,1081810,0.42,0.42,0.37,0.40,+0.01,52
101/02/07,303000,121400,0.40,0.41,0.39,0.40,0.00,17
101/02/08,1595000,602850,0.39,0.39,0.37,0.39,-0.01,41
101/02/09,1239000,437590,0.39,0.39,0.32,0.32,-0.07,34
101/02/10,1079000,333530,0.30,0.34,0.29,0.34,+0.02,32
101/02/13,1242000,466220,0.38,0.39,0.36,0.37,+0.03,36
101/02/14,696000,263620,0.39,0.39,0.37,0.39,+0.02,21
101/02/15,1269000,496520,0.39,0.40,0.37,0.38,-0.01,28
101/02/16,1156000,425800,0.38,0.40,0.36,0.39,+0.01,22
101/02/17,933000,350160,0.39,0.40,0.35,0.40,+0.01,22
101/02/20,506000,185420,0.37,0.39,0.35,0.35,-0.05,27
101/02/21,309000,105050,0.33,0.36,0.33,0.36,+0.01,16
101/02/22,498000,161980,0.34,0.35,0.32,0.34,-0.02,17
101/02/23,646000,224960,0.33,0.37,0.33,0.37,+0.03,14
101/02/24,3132000,1240290,0.40,0.42,0.37,0.42,+0.05,78
101/02/29,1301000,536310,0.45,0.45,0.39,0.41,-0.01,69
101/03/01,1599000,639440,0.41,0.41,0.39,0.41,0.00,41
101/03/02,855000,329760,0.40,0.40,0.38,0.40,-0.01,24
101/03/03,735000,280000,0.39,0.39,0.37,0.38,-0.02,19
101/03/05,3738000,1426000,0.39,0.40,0.38,0.40,+0.02,51
101/03/06,3203000,1430470,0.40,0.48,0.40,0.45,+0.05,92
101/03/07,970000,432530,0.46,0.46,0.43,0.46,+0.01,30
101/03/08,1054000,443040,0.44,0.45,0.41,0.44,-0.02,30
101/03/09,1369000,542720,0.42,0.42,0.39,0.41,-0.03,35
101/03/12,1454000,555430,0.39,0.39,0.37,0.39,-0.02,34
101/03/13,635000,257810,0.40,0.42,0.40,0.41,+0.02,29
101/03/14,565000,222050,0.40,0.41,0.38,0.39,-0.02,17
101/03/15,864000,348710,0.41,0.42,0.40,0.42,+0.03,38
101/03/16,651000,260600,0.42,0.42,0.38,0.38,-0.04,28
101/03/19,360000,143610,0.40,0.41,0.39,0.41,+0.03,21
101/03/20,335000,129290,0.38,0.41,0.38,0.41,0.00,12
101/03/21,962000,420580,0.42,0.46,0.42,0.44,+0.03,48
101/03/22,573000,257070,0.45,0.46,0.43,0.46,+0.02,28
101/03/23,584000,251880,0.46,0.46,0.42,0.44,-0.02,27
101/03/26,424000,182590,0.43,0.44,0.42,0.44,0.00,21
101/03/27,172000,74330,0.43,0.44,0.42,0.44,0.00,15
101/03/28,1420000,641370,0.43,0.51,0.42,0.51,+0.07,54
101/03/29,1408000,822250,0.54,0.67,0.54,0.58,+0.07,84
101/03/30,438000,255450,0.55,0.61,0.55,0.60,+0.02,25
101/04/02,584000,330490,0.57,0.59,0.56,0.58,-0.02,18
101/04/03,335000,201390,0.56,0.62,0.56,0.62,+0.04,18
101/04/05,379000,236790,0.65,0.68,0.61,0.64,+0.02,19
101/04/06,1139000,689850,0.62,0.63,0.60,0.60,-0.04,23
101/04/09,147000,91760,0.64,0.64,0.60,0.63,+0.03,14
101/04/10,1618000,992890,0.61,0.64,0.60,0.64,+0.01,34
101/04/11,1000000,593750,0.63,0.63,0.57,0.58,-0.06,38
101/04/12,696000,403180,0.57,0.59,0.56,0.59,+0.01,23
101/04/13,578000,318120,0.57,0.57,0.53,0.53,-0.06,27
101/04/16,556000,311680,0.56,0.58,0.55,0.58,+0.05,23
101/04/17,454000,266110,0.57,0.61,0.57,0.61,+0.03,19
101/04/18,5270000,3229760,0.58,0.63,0.58,0.63,+0.02,73
101/04/19,869000,549680,0.63,0.65,0.62,0.65,+0.02,20
101/04/20,731000,470800,0.64,0.68,0.64,0.68,+0.03,17
101/04/23,1512000,1055610,0.66,0.73,0.66,0.71,+0.03,39
101/04/24,2744000,1925900,0.72,0.72,0.69,0.70,-0.01,25
101/04/25,1713000,1131420,0.67,0.68,0.66,0.67,-0.03,23
101/04/26,602000,392230,0.65,0.68,0.63,0.68,+0.01,18
101/04/27,561000,408890,0.68,0.75,0.68,0.75,+0.07,28
101/04/30,261000,197530,0.76,0.76,0.74,0.74,-0.01,13
101/05/02,615000,432090,0.72,0.72,0.67,0.67,-0.07,17
101/05/03,525000,362050,0.69,0.70,0.68,0.69,+0.02,9
101/05/04,590000,374400,0.62,0.65,0.62,0.65,-0.04,12
101/05/07,180000,121770,0.68,0.68,0.66,0.68,+0.03,7
101/05/08,274000,189520,0.66,0.70,0.66,0.70,+0.02,8
101/05/09,337000,229930,0.72,0.72,0.66,0.66,-0.04,11
101/05/10,1358000,858780,0.63,0.65,0.63,0.64,-0.02,22
101/05/11,116000,78760,0.67,0.69,0.67,0.69,+0.05,6
101/05/14,517000,351560,0.68,0.68,0.68,0.68,-0.01,8
101/05/15,478000,332100,0.70,0.70,0.68,0.68,0.00,12
101/05/16,604000,410320,0.67,0.70,0.65,0.70,+0.02,16
101/05/17,202000,123980,0.67,0.68,0.55,0.59,-0.11,15
101/05/18,1809000,1044980,0.60,0.61,0.56,0.61,+0.02,26
101/05/21,620000,341890,0.57,0.57,0.54,0.56,-0.05,13
101/05/22,509000,277950,0.54,0.56,0.53,0.53,-0.03,8
101/05/23,593000,306770,0.52,0.53,0.51,0.52,-0.01,12
101/05/24,626000,325270,0.50,0.53,0.50,0.52,0.00,12
101/05/25,645000,326470,0.50,0.52,0.50,0.50,-0.02,11
101/05/28,701000,372170,0.52,0.55,0.51,0.52,+0.02,12
101/05/29,2188000,1121500,0.50,0.54,0.48,0.53,+0.01,43
101/05/30,1044000,602520,0.55,0.59,0.55,0.59,+0.06,30
101/05/31,1458000,866370,0.58,0.60,0.58,0.60,+0.01,52
101/06/01,156000,97420,0.61,0.64,0.61,0.64,+0.04,8
101/06/04,276000,210110,0.72,0.79,0.72,0.79,+0.15,9
101/06/05,1496000,1169320,0.76,0.80,0.76,0.78,-0.01,24
101/06/06,191000,142450,0.76,0.77,0.71,0.72,-0.06,8
101/06/07,920000,663320,0.72,0.74,0.72,0.74,+0.02,12
101/06/08,1063000,790520,0.73,0.77,0.73,0.77,+0.03,16
101/06/11,252000,189580,0.75,0.78,0.74,0.78,+0.01,6
101/06/12,43000,33100,0.80,0.80,0.76,0.78,0.00,4
101/06/13,298000,211610,0.73,0.73,0.69,0.72,-0.06,7
101/06/14,129000,92400,0.72,0.73,0.71,0.73,+0.01,5
101/06/15,60000,42600,0.71,0.71,0.71,0.71,-0.02,1
101/06/18,756000,499160,0.66,0.68,0.66,0.68,-0.03,3
101/06/19,20000,13400,0.67,0.67,0.67,0.67,-0.01,1
101/06/20,30000,20200,0.67,0.68,0.67,0.68,+0.01,2
101/06/21,80000,54500,0.67,0.69,0.67,0.69,+0.01,5
101/06/22,126000,91280,0.72,0.73,0.72,0.73,+0.04,6
101/06/25,1000,740,0.74,0.74,0.74,0.74,+0.01,1
101/06/26,30000,22600,0.76,0.76,0.75,0.75,+0.01,2
101/06/27,0,0,---,---,---,---,---,0
101/06/28,110000,82600,0.75,0.76,0.75,0.76,+0.01,4
101/06/29,40000,29200,0.73,0.73,0.73,0.73,-0.03,1
101/07/02,62000,42760,0.64,0.72,0.64,0.72,-0.01,3
101/07/03,46000,32740,0.71,0.72,0.71,0.72,0.00,3
101/07/04,20000,13800,0.69,0.69,0.69,0.69,-0.03,1
101/07/05,1000,740,0.74,0.74,0.74,0.74,+0.05,1
101/07/06,0,0,---,---,---,---,---,0
101/07/09,189000,143640,0.76,0.76,0.76,0.76,+0.02,2
101/07/10,110000,82780,0.76,0.77,0.74,0.77,+0.01,5
101/07/11,43000,34020,0.78,0.80,0.78,0.80,+0.03,5
101/07/12,1467000,1211990,0.81,0.88,0.80,0.88,+0.08,27
101/07/13,193000,170000,0.88,0.96,0.88,0.96,+0.08,6
101/07/16,1031000,1024150,0.98,1.04,0.98,1.04,+0.08,6
101/07/17,0,0,---,---,---,---,---,0
101/07/18,386000,391200,1.01,1.06,1.01,1.06,+0.05,4
101/07/19,1029000,1091020,1.05,1.07,1.04,1.06,0.00,7
101/07/20,0,0,---,---,---,---,---,0
101/07/23,14000,14940,1.06,1.07,1.06,1.07,+0.04,2
101/07/24,38000,42680,1.08,1.17,1.08,1.17,+0.10,6
101/07/25,0,0,---,---,---,---,---,0
101/07/26,0,0,---,---,---,---,---,0
101/07/27,0,0,---,---,---,---,---,0
101/07/30,0,0,---,---,---,---,---,0
101/07/31,0,0,---,---,---,---,---,0
101/08/01,0,0,---,---,---,---,---,0
101/08/03,10000,11600,1.16,1.16,1.16,1.16,+0.01,1
101/08/06,96000,114380,1.16,1.24,1.16,1.24,+0.08,8
101/08/07,0,0,---,---,---,---,---,0
