103/05/23,10000,8100,0.81,0.81,0.81,0.81,0.00,1
103/05/26,0,0,---,---,---,---,---,0
103/05/27,184000,157380,0.84,0.87,0.84,0.86,+0.05,6
103/05/28,703000,601180,0.83,0.88,0.83,0.87,+0.01,16
103/05/29,352000,292320,0.85,0.85,0.81,0.84,-0.03,6
103/05/30,237000,192410,0.87,0.89,0.75,0.75,-0.09,8
103/06/03,565000,455040,0.75,1.06,0.71,1.06,+0.31,17
103/06/04,1068000,985620,1.02,1.02,0.88,0.91,-0.15,44
103/06/05,288000,250310,0.85,0.89,0.85,0.88,-0.03,9
103/06/06,215000,174800,0.84,0.86,0.75,0.75,-0.13,9
103/06/09,296000,225660,0.75,0.79,0.74,0.79,+0.04,9
103/06/10,52000,41480,0.79,0.81,0.79,0.79,0.00,3
103/06/11,343000,289260,0.78,0.87,0.78,0.85,+0.06,16
103/06/12,389000,323710,0.84,0.84,0.81,0.84,-0.01,10
103/06/13,425000,372510,0.87,0.90,0.85,0.90,+0.06,17
103/06/16,543000,488900,0.89,0.93,0.87,0.91,+0.01,16
103/06/17,765000,683170,0.91,0.91,0.87,0.91,0.00,18
103/06/18,976000,884240,0.89,0.92,0.89,0.90,-0.01,17
103/06/19,849000,734950,0.87,0.90,0.84,0.90,0.00,19
103/06/20,340000,300230,0.88,0.90,0.87,0.90,0.00,12
103/06/23,2562000,2518200,0.90,1.06,0.90,1.03,+0.13,61
103/06/24,3147000,3230910,0.99,1.06,0.99,1.03,0.00,60
103/06/25,2452000,2635200,1.02,1.15,1.02,1.08,+0.05,59
103/06/26,1495000,1539700,1.04,1.07,0.92,0.97,-0.11,33
103/06/27,128000,123520,0.94,0.99,0.94,0.95,-0.02,13
103/06/30,900000,806230,0.91,0.91,0.87,0.88,-0.07,15
103/07/01,171000,146150,0.87,0.87,0.85,0.86,-0.02,8
103/07/02,615000,583150,0.86,1.00,0.86,0.98,+0.12,30
103/07/03,1337000,1317870,0.96,1.05,0.93,1.02,+0.04,41
103/07/04,717000,704540,0.98,1.02,0.96,1.00,-0.02,18
103/07/07,231000,245150,1.04,1.09,1.04,1.06,+0.06,17
103/07/08,158000,157900,1.01,1.12,0.95,1.12,+0.06,10
103/07/09,38000,38230,1.01,1.01,0.98,1.00,-0.12,5
103/07/10,261000,273500,1.04,1.06,1.04,1.05,+0.05,12
103/07/11,750000,814280,1.01,1.12,1.01,1.11,+0.06,22
103/07/14,185000,196400,1.07,1.08,1.04,1.08,-0.03,9
103/07/15,833000,946210,1.11,1.15,1.11,1.13,+0.05,26
103/07/16,1199000,1455550,1.20,1.26,1.18,1.22,+0.09,54
