103/07/14,0,0,---,---,---,---,---,0
103/07/15,0,0,---,---,---,---,---,0
103/07/16,354000,260620,0.73,0.75,0.73,0.73,+0.02,8
103/07/17,1289000,1016290,0.71,0.83,0.69,0.81,+0.08,42
103/07/18,1391000,1139850,0.85,0.90,0.78,0.80,-0.01,50
103/07/21,722000,560790,0.77,0.80,0.76,0.77,-0.03,13
103/07/22,1314000,1036960,0.79,0.81,0.77,0.80,+0.03,21
103/07/24,1364000,1013980,0.78,0.79,0.71,0.73,-0.07,36
103/07/25,1039000,743650,0.71,0.73,0.69,0.72,-0.01,30
103/07/28,1833000,1454440,0.73,0.86,0.73,0.83,+0.11,53
103/07/29,2764000,2403520,1.00,1.00,0.80,0.90,+0.07,120
103/07/30,2440000,2120470,0.89,0.90,0.80,0.83,-0.07,63
103/07/31,362000,297930,0.83,0.85,0.80,0.82,-0.01,23
103/08/01,769000,652220,0.87,0.88,0.82,0.85,+0.03,25
103/08/04,717000,612900,0.84,0.88,0.84,0.87,+0.02,19
103/08/05,2359000,2221930,0.89,1.27,0.86,1.27,+0.40,88
103/08/06,1883000,2086520,1.25,1.60,1.00,1.30,+0.03,123
103/08/07,576000,651520,1.15,1.23,1.08,1.16,-0.14,39
103/08/08,317000,344970,1.12,1.20,0.90,1.01,-0.15,34
103/08/11,128000,119010,0.94,0.97,0.87,0.97,-0.04,11
103/08/12,20000,19600,0.98,0.98,0.98,0.98,+0.01,4
103/08/13,67000,62560,1.02,1.02,0.88,1.00,+0.02,9
103/08/14,78000,71890,0.92,1.00,0.88,1.00,0.00,15
103/08/15,149000,139130,0.85,0.96,0.85,0.94,-0.06,23
103/08/18,56000,50620,0.90,0.93,0.86,0.93,-0.01,8
103/08/19,44000,37430,0.83,0.93,0.83,0.92,-0.01,7
103/08/20,144000,154540,0.92,1.30,0.92,1.30,+0.38,30
103/08/21,778000,920880,1.30,1.60,1.00,1.30,0.00,116
103/08/22,524000,510910,1.28,1.28,0.94,1.04,-0.26,59
103/08/25,971000,829520,0.89,0.90,0.74,0.82,-0.22,50
103/08/26,2921000,2148680,0.76,0.80,0.70,0.80,-0.02,80
103/08/27,1366000,981610,0.72,0.79,0.70,0.79,-0.01,59
103/08/28,297000,232200,0.81,0.81,0.75,0.75,-0.04,31
103/08/29,2041000,1294260,0.70,0.70,0.55,0.57,-0.18,87
103/09/01,1104000,581140,0.61,0.61,0.50,0.51,-0.06,71
103/09/02,155000,81530,0.56,0.56,0.51,0.53,+0.02,16
103/09/03,563000,306010,0.52,0.57,0.51,0.57,+0.04,29
103/09/04,494000,251060,0.50,0.55,0.49,0.55,-0.02,28
103/09/05,273000,148940,0.53,0.56,0.53,0.54,-0.01,18
103/09/09,216000,117010,0.55,0.55,0.51,0.55,+0.01,9
103/09/10,201000,100750,0.56,0.57,0.44,0.48,-0.07,17
103/09/11,620000,253650,0.51,0.51,0.39,0.46,-0.02,31
103/09/12,275000,135530,0.50,0.54,0.46,0.49,+0.03,30
103/09/15,224000,108410,0.48,0.50,0.47,0.50,+0.01,18
103/09/16,496000,231940,0.47,0.49,0.45,0.49,-0.01,15
103/09/17,424000,181730,0.46,0.46,0.40,0.44,-0.05,26
103/09/18,98000,46190,0.48,0.49,0.45,0.46,+0.02,10
103/09/19,46000,20680,0.46,0.48,0.43,0.48,+0.02,6
103/09/22,1021000,433070,0.48,0.48,0.42,0.44,-0.04,7
103/09/23,240000,103090,0.43,0.44,0.42,0.44,0.00,12
103/09/24,1258000,628800,0.44,0.57,0.43,0.54,+0.10,68
103/09/25,1608000,880570,0.52,0.61,0.50,0.56,+0.02,79
103/09/26,980000,573980,0.60,0.64,0.55,0.57,+0.01,67
103/09/29,1010000,514300,0.56,0.56,0.49,0.51,-0.06,51
103/09/30,533000,256720,0.50,0.51,0.47,0.47,-0.04,22
103/10/01,228000,107160,0.47,0.48,0.46,0.48,+0.01,11
103/10/02,383000,183350,0.48,0.50,0.44,0.44,-0.04,24
103/10/03,695000,252670,0.40,0.40,0.36,0.38,-0.06,28
103/10/06,708000,226310,0.38,0.38,0.31,0.33,-0.05,20
103/10/07,265000,92680,0.34,0.37,0.32,0.37,+0.04,29
103/10/08,243000,87540,0.35,0.39,0.33,0.39,+0.02,20
103/10/09,417000,173730,0.35,0.45,0.35,0.44,+0.05,34
103/10/13,599000,295660,0.51,0.60,0.48,0.60,+0.16,30
103/10/14,335000,166940,0.56,0.57,0.46,0.46,-0.14,25
103/10/15,263000,115350,0.43,0.45,0.43,0.45,-0.01,5
103/10/16,621000,278280,0.48,0.50,0.36,0.39,-0.06,24
103/10/17,747000,297380,0.36,0.44,0.36,0.41,+0.02,24
103/10/20,2801000,1255300,0.38,0.51,0.37,0.48,+0.07,82
103/10/21,1788000,826540,0.47,0.53,0.39,0.52,+0.04,67
103/10/22,373000,169740,0.51,0.51,0.40,0.51,-0.01,26
103/10/23,215000,104810,0.52,0.58,0.47,0.50,-0.01,18
103/10/24,1397000,750220,0.60,0.65,0.47,0.63,+0.13,69
103/10/27,1786000,1265930,0.63,0.90,0.63,0.87,+0.24,115
103/10/28,1886000,1440850,0.86,0.90,0.70,0.72,-0.15,109
103/10/29,2192000,1457730,0.71,0.76,0.63,0.66,-0.06,59
103/10/30,907000,646930,0.66,0.76,0.65,0.75,+0.09,32
103/10/31,2229000,1562690,0.74,0.79,0.64,0.70,-0.05,78
103/11/03,1198000,776030,0.63,0.71,0.62,0.66,-0.04,36
103/11/04,559000,342970,0.63,0.66,0.59,0.63,-0.03,14
103/11/05,1428000,908750,0.59,0.67,0.59,0.64,+0.01,43
103/11/06,671000,537170,0.72,0.98,0.72,0.95,+0.31,48
103/11/07,1690000,1288910,0.85,0.87,0.71,0.75,-0.20,44
103/11/10,370000,284150,0.77,0.79,0.72,0.78,+0.03,15
103/11/11,136000,100730,0.72,0.78,0.71,0.76,-0.02,8
103/11/12,250000,189000,0.76,0.76,0.74,0.76,0.00,5
103/11/13,255000,169550,0.67,0.70,0.64,0.65,-0.11,7
103/11/14,0,0,---,---,---,---,---,0
103/11/17,48000,31010,0.62,0.65,0.62,0.65,0.00,4
103/11/18,503000,358950,0.60,0.78,0.60,0.77,+0.12,24
103/11/19,210000,154650,0.75,0.75,0.72,0.75,-0.02,10
103/11/20,128000,74680,0.62,0.62,0.56,0.57,-0.18,14
