105/12/16,0,0,---,---,---,---,---,0
105/12/19,189000,184270,0.97,1.00,0.97,1.00,+0.09,4
105/12/20,183000,166630,0.90,0.93,0.90,0.93,-0.07,7
105/12/21,3000,2790,0.93,0.93,0.93,0.93,0.00,1
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,97000,87820,0.90,0.91,0.88,0.88,+0.03,4
105/12/27,92000,82620,0.89,0.92,0.88,0.91,+0.03,4
105/12/28,145000,140490,0.95,0.98,0.95,0.98,+0.07,7
105/12/29,42000,39040,0.93,0.93,0.92,0.92,-0.06,4
105/12/30,527000,579820,1.03,1.13,1.02,1.12,+0.20,14
106/01/03,683000,758150,1.09,1.15,1.08,1.15,+0.03,11
106/01/04,239000,280420,1.18,1.19,1.11,1.11,-0.04,19
106/01/05,67000,74500,1.12,1.12,1.11,1.12,+0.01,3
106/01/06,133000,151060,1.15,1.15,1.11,1.12,0.00,6
106/01/09,376000,329180,0.99,0.99,0.71,0.71,-0.41,13
106/01/10,274000,184820,0.67,0.72,0.64,0.72,+0.01,9
106/01/11,256000,176960,0.69,0.70,0.66,0.66,-0.06,8
106/01/12,175000,109830,0.60,0.64,0.58,0.60,-0.06,9
106/01/13,195000,112350,0.59,0.60,0.56,0.60,0.00,5
106/01/16,247000,147390,0.57,0.61,0.57,0.60,0.00,7
106/01/17,397000,244160,0.62,0.62,0.61,0.61,+0.01,8
106/01/18,103000,60890,0.59,0.63,0.59,0.63,+0.02,2
106/01/19,561000,408180,0.67,0.76,0.67,0.72,+0.09,9
106/01/20,310000,211900,0.70,0.70,0.68,0.68,-0.04,7
106/01/23,186000,124860,0.71,0.71,0.67,0.67,-0.01,3
106/01/24,200000,136200,0.68,0.69,0.68,0.69,+0.02,3
106/02/02,14000,9660,0.69,0.69,0.69,0.69,0.00,1
106/02/03,94000,67430,0.71,0.72,0.71,0.72,+0.03,4
106/02/06,230000,178560,0.79,0.79,0.76,0.76,+0.04,8
106/02/07,251000,199800,0.77,0.82,0.76,0.81,+0.05,11
106/02/08,83000,59400,0.74,0.75,0.70,0.71,-0.10,5
106/02/09,0,0,---,---,---,---,---,0
106/02/10,120000,85800,0.74,0.74,0.70,0.70,-0.03,4
106/02/13,886000,629520,0.72,0.74,0.70,0.70,0.00,9
106/02/14,855000,610060,0.74,0.74,0.70,0.70,0.00,13
106/02/15,855000,640500,0.72,0.77,0.72,0.77,+0.07,15
106/02/16,848000,636420,0.79,0.79,0.73,0.75,-0.02,38
106/02/17,200000,152200,0.76,0.78,0.75,0.78,+0.03,8
106/02/18,523000,434910,0.83,0.88,0.80,0.86,+0.08,26
106/02/20,426000,370810,0.90,0.90,0.81,0.81,-0.05,28
106/02/21,246000,193190,0.82,0.82,0.77,0.78,-0.03,11
106/02/22,322000,261170,0.81,0.82,0.81,0.81,+0.03,7
106/02/23,129000,97850,0.78,0.78,0.75,0.75,-0.06,5
106/02/24,434000,306500,0.74,0.74,0.70,0.70,-0.05,8
106/03/01,140000,88200,0.66,0.66,0.62,0.62,-0.08,3
106/03/02,15000,9150,0.59,0.62,0.59,0.62,0.00,2
106/03/03,10000,6600,0.66,0.66,0.66,0.66,+0.04,1
106/03/06,199000,108950,0.54,0.55,0.54,0.55,-0.11,4
106/03/07,442000,260980,0.59,0.60,0.59,0.60,+0.05,11
106/03/08,296000,147540,0.50,0.53,0.49,0.53,-0.07,9
106/03/09,26000,13520,0.52,0.52,0.52,0.52,-0.01,1
106/03/10,27000,14280,0.54,0.54,0.52,0.53,+0.01,3
106/03/13,130000,76270,0.52,0.61,0.52,0.59,+0.06,10
106/03/14,122000,69030,0.59,0.59,0.54,0.56,-0.03,11
106/03/15,24000,13280,0.55,0.56,0.55,0.56,0.00,2
106/03/16,30000,16200,0.54,0.54,0.54,0.54,-0.02,2
106/03/17,25000,12750,0.51,0.51,0.51,0.51,-0.03,1
106/03/20,20000,7400,0.37,0.37,0.37,0.37,-0.14,1
106/03/21,100000,39000,0.39,0.39,0.39,0.39,+0.02,2
106/03/22,55000,16250,0.29,0.30,0.29,0.29,-0.10,3
106/03/23,103000,39700,0.37,0.40,0.37,0.40,+0.11,2
106/03/24,108000,42570,0.38,0.40,0.38,0.40,0.00,3
106/03/27,1000,430,0.43,0.43,0.43,0.43,+0.03,1
106/03/28,40000,14800,0.37,0.37,0.37,0.37,-0.06,1
