107/09/07,96000,67510,0.70,0.73,0.70,0.73,0.00,4
107/09/12,129000,81630,0.65,0.65,0.59,0.59,-0.02,4
107/09/13,103000,65680,0.63,0.67,0.62,0.67,+0.08,4
107/09/19,0,0,---,---,---,---,---,0
107/09/20,2000,1160,0.58,0.58,0.58,0.58,0.00,1
107/09/25,50000,29500,0.59,0.59,0.59,0.59,0.00,1
107/10/01,0,0,---,---,---,---,---,0
107/10/02,2000,1060,0.53,0.53,0.53,0.53,-0.02,1
107/10/03,0,0,---,---,---,---,---,0
107/10/04,96000,49920,0.52,0.52,0.52,0.52,+0.01,1
107/10/05,244000,122060,0.48,0.52,0.48,0.52,0.00,3
107/10/08,116000,48720,0.42,0.42,0.42,0.42,-0.10,2
107/10/09,20000,6200,0.31,0.31,0.31,0.31,-0.11,1
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,5000,800,0.16,0.16,0.16,0.16,+0.01,1
107/10/31,100000,17000,0.17,0.17,0.17,0.17,+0.03,1
107/11/01,10000,2000,0.20,0.20,0.20,0.20,+0.03,1
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,10000,2420,0.21,0.26,0.21,0.26,+0.07,5
107/11/16,4000,1120,0.28,0.28,0.28,0.28,-0.01,1
107/11/19,15000,4650,0.31,0.31,0.31,0.31,+0.03,2
107/11/20,0,0,---,---,---,---,---,0
107/11/21,2000,670,0.33,0.34,0.33,0.34,+0.04,2
107/11/26,0,0,---,---,---,---,---,0
107/11/27,2000,560,0.27,0.29,0.27,0.29,+0.01,2
107/11/29,0,0,---,---,---,---,---,0
107/11/30,102000,34860,0.32,0.35,0.32,0.35,+0.04,5
