100/11/11,0,0,0.00,0.00,0.00,0.00,---,0
101/02/06,2093000,933170,0.38,0.48,0.38,0.43,+0.05,59
101/02/07,2213000,988150,0.41,0.48,0.41,0.47,+0.04,45
101/02/08,2143000,1020940,0.50,0.52,0.45,0.48,+0.01,45
101/02/09,2524000,1410240,0.49,0.85,0.49,0.85,+0.37,76
101/02/10,1162000,1198290,0.83,1.28,0.83,1.28,+0.43,80
101/02/13,1692000,1667290,1.28,1.28,0.88,0.95,-0.33,75
101/02/14,1320000,1139360,0.95,0.96,0.76,0.91,-0.04,45
101/02/15,1231000,1422620,0.98,1.39,0.98,1.39,+0.48,55
101/02/16,989000,1255890,1.39,1.45,1.04,1.09,-0.30,63
101/02/17,810000,941280,1.24,1.27,1.06,1.26,+0.17,23
101/02/20,199000,313290,1.44,1.77,1.44,1.77,+0.51,20
101/02/21,584000,981330,1.77,1.77,1.58,1.68,-0.09,35
101/02/22,490000,873140,1.81,1.84,1.70,1.72,+0.04,21
101/02/23,25000,44400,1.60,1.82,1.60,1.82,+0.10,2
101/02/24,551000,932140,1.76,1.77,1.66,1.66,-0.16,16
101/02/29,783000,1281570,1.66,1.66,1.54,1.54,-0.12,20
101/03/01,45000,64300,1.42,1.45,1.40,1.40,-0.14,14
101/03/02,15000,22550,1.50,1.55,1.46,1.46,+0.06,3
101/03/03,90000,126770,1.47,1.47,1.40,1.40,-0.06,6
101/03/05,105000,125490,1.28,1.28,1.19,1.19,-0.21,2
101/03/06,83000,79290,1.03,1.03,0.81,1.01,-0.18,5
101/03/07,1000,1000,1.00,1.00,1.00,1.00,-0.01,1
101/03/08,50000,51300,1.03,1.03,1.01,1.01,+0.01,2
101/03/09,10000,11000,1.10,1.10,1.10,1.10,+0.09,1
101/03/12,6000,5580,0.93,0.93,0.93,0.93,-0.17,1
101/03/13,10000,9400,0.94,0.94,0.94,0.94,+0.01,1
101/03/14,0,0,---,---,---,---,---,0
101/03/15,21000,20190,1.00,1.01,0.92,0.92,-0.01,3
101/03/16,10000,10000,1.00,1.00,1.00,1.00,+0.08,1
101/03/19,13000,10720,0.84,0.84,0.82,0.82,-0.18,2
101/03/20,0,0,---,---,---,---,---,0
101/03/21,0,0,---,---,---,---,---,0
101/03/22,0,0,---,---,---,---,---,0
101/03/23,10000,7600,0.76,0.76,0.76,0.76,-0.06,1
101/03/26,25000,19750,0.79,0.79,0.79,0.79,+0.03,2
101/03/27,55000,35200,0.64,0.64,0.64,0.64,-0.15,2
101/03/28,21000,12930,0.60,0.64,0.53,0.53,-0.11,4
101/03/29,50000,22100,0.49,0.49,0.41,0.41,-0.12,2
101/03/30,0,0,---,---,---,---,---,0
101/04/02,20000,12600,0.63,0.63,0.63,0.63,+0.11,1
101/04/03,1000,500,0.50,0.50,0.50,0.50,-0.13,1
101/04/05,20000,8000,0.40,0.40,0.40,0.40,-0.10,1
101/04/06,0,0,---,---,---,---,---,0
101/04/09,0,0,---,---,---,---,---,0
101/04/10,297000,150480,0.50,0.52,0.50,0.52,+0.08,3
101/04/11,20000,9600,0.48,0.48,0.48,0.48,-0.04,1
101/04/12,150000,100000,0.66,0.68,0.66,0.68,+0.20,3
101/04/13,99000,83160,0.84,0.84,0.84,0.84,+0.16,1
101/04/16,0,0,---,---,---,---,---,0
101/04/17,0,0,---,---,---,---,---,0
101/04/18,0,0,---,---,---,---,---,0
101/04/19,0,0,---,---,---,---,---,0
101/04/20,99000,48510,0.49,0.49,0.49,0.49,-0.17,1
101/04/23,20000,7600,0.38,0.38,0.38,0.38,-0.11,1
101/04/24,0,0,---,---,---,---,---,0
101/04/25,0,0,---,---,---,---,---,0
101/04/26,5000,1850,0.37,0.37,0.37,0.37,-0.31,1
101/04/27,426000,107880,0.30,0.30,0.20,0.20,-0.17,5
101/04/30,192000,26880,0.14,0.14,0.14,0.14,-0.06,3
101/05/02,0,0,---,---,---,---,---,0
101/05/03,30000,7800,0.26,0.26,0.26,0.26,-0.05,1
101/05/04,0,0,---,---,---,---,---,0
101/05/07,195000,33110,0.15,0.17,0.15,0.17,-0.09,3
101/05/08,5000,700,0.14,0.14,0.14,0.14,-0.03,1
