107/05/31,427000,405280,1.02,1.03,0.80,0.84,0.00,43
107/06/04,599000,556680,0.94,0.98,0.89,0.90,+0.04,41
107/06/05,478000,386040,0.87,0.87,0.76,0.76,-0.14,38
107/06/06,655000,545100,0.80,0.88,0.79,0.83,+0.07,46
107/06/08,1614000,1407070,0.77,0.97,0.77,0.88,+0.07,84
107/06/12,608000,539220,0.91,0.93,0.83,0.85,-0.07,31
107/09/07,110000,11100,0.11,0.11,0.10,0.10,-0.04,2
107/09/12,5000,400,0.08,0.08,0.08,0.08,0.00,1
107/09/13,0,0,---,---,---,---,---,0
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,0,0,---,---,---,---,---,0
107/10/01,30000,1200,0.04,0.04,0.04,0.04,-0.01,1
107/10/02,71000,2860,0.04,0.06,0.04,0.06,+0.02,2
107/10/03,41000,2050,0.05,0.05,0.05,0.05,-0.01,2
107/10/04,0,0,---,---,---,---,---,0
107/10/05,0,0,---,---,---,---,---,0
107/10/08,150000,4000,0.03,0.03,0.02,0.02,-0.02,11
107/10/09,0,0,---,---,---,---,---,0
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
