106/02/16,24000,16370,0.68,0.70,0.67,0.70,-0.01,5
106/02/17,244000,145710,0.61,0.61,0.50,0.50,-0.20,6
106/02/18,1242000,519260,0.45,0.45,0.39,0.41,-0.09,32
106/02/20,1026000,539760,0.50,0.70,0.50,0.70,+0.29,35
106/02/21,1024000,651630,0.62,0.67,0.59,0.60,-0.10,40
106/02/22,255000,151880,0.59,0.61,0.57,0.60,0.00,14
106/02/23,1474000,711000,0.57,0.57,0.45,0.47,-0.13,54
106/02/24,611000,299460,0.50,0.51,0.47,0.47,0.00,21
106/03/01,1946000,1073480,0.52,0.60,0.50,0.60,+0.13,45
106/03/02,1970000,1148720,0.56,0.64,0.55,0.59,-0.01,39
106/03/03,1442000,808030,0.57,0.59,0.54,0.54,-0.05,27
106/03/06,407000,233280,0.56,0.59,0.56,0.56,+0.02,7
106/03/07,1104000,551710,0.55,0.55,0.45,0.46,-0.10,27
106/03/08,569000,280040,0.48,0.51,0.48,0.49,+0.03,13
106/03/09,795000,408600,0.50,0.52,0.50,0.51,+0.02,10
106/03/10,1192000,717710,0.63,0.63,0.58,0.58,+0.07,20
106/03/13,454000,264660,0.60,0.60,0.57,0.57,-0.01,6
106/03/14,29000,16010,0.55,0.64,0.54,0.54,-0.03,3
106/03/15,37000,18300,0.50,0.50,0.49,0.50,-0.04,5
106/03/16,0,0,---,---,---,---,---,0
106/03/17,304000,128280,0.48,0.48,0.42,0.42,-0.08,5
106/03/20,163000,66630,0.41,0.41,0.40,0.40,-0.02,3
106/03/21,0,0,---,---,---,---,---,0
106/03/22,0,0,---,---,---,---,---,0
106/03/23,0,0,---,---,---,---,---,0
106/03/24,0,0,---,---,---,---,---,0
106/03/27,60000,17400,0.29,0.29,0.29,0.29,-0.11,1
106/03/28,73000,26900,0.35,0.46,0.35,0.38,+0.09,4
106/03/29,0,0,---,---,---,---,---,0
106/03/30,10000,3500,0.35,0.35,0.35,0.35,-0.01,1
106/03/31,10000,3500,0.35,0.35,0.35,0.35,0.00,1
106/04/05,5000,1750,0.35,0.35,0.35,0.35,0.00,1
106/04/06,0,0,---,---,---,---,---,0
106/04/07,0,0,---,---,---,---,---,0
106/04/10,0,0,---,---,---,---,---,0
106/04/11,18000,6700,0.34,0.40,0.34,0.38,+0.03,4
106/04/12,45000,18050,0.40,0.41,0.40,0.41,+0.03,4
106/04/13,30000,12000,0.40,0.40,0.40,0.40,-0.01,2
106/04/14,10000,4000,0.40,0.40,0.40,0.40,0.00,1
106/04/17,15000,6940,0.45,0.49,0.45,0.49,+0.09,3
106/04/18,0,0,---,---,---,---,---,0
106/04/19,0,0,---,---,---,---,---,0
106/04/20,135000,55700,0.42,0.42,0.40,0.42,+0.03,3
106/04/21,260000,104800,0.40,0.42,0.39,0.42,0.00,6
106/04/24,11000,4280,0.39,0.39,0.38,0.38,-0.04,2
106/04/25,126000,39340,0.33,0.33,0.31,0.31,-0.07,3
106/04/26,0,0,---,---,---,---,---,0
106/04/27,0,0,---,---,---,---,---,0
106/04/28,500000,133000,0.27,0.27,0.26,0.26,-0.05,2
106/05/02,500000,135000,0.27,0.27,0.27,0.27,+0.01,2
106/05/03,0,0,---,---,---,---,---,0
106/05/04,9000,3150,0.35,0.35,0.35,0.35,+0.08,1
106/05/05,32000,11070,0.31,0.37,0.31,0.36,+0.01,4
106/05/08,80000,29700,0.37,0.38,0.37,0.38,+0.02,2
106/05/09,80000,27500,0.34,0.37,0.34,0.37,-0.01,2
106/05/10,232000,81220,0.35,0.36,0.35,0.36,-0.01,2
106/05/11,332000,107560,0.33,0.33,0.31,0.31,-0.05,5
106/05/12,0,0,---,---,---,---,---,0
106/05/15,0,0,---,---,---,---,---,0
106/05/16,124000,33440,0.27,0.28,0.26,0.26,-0.01,4
106/05/17,0,0,---,---,---,---,---,0
106/05/18,0,0,---,---,---,---,---,0
106/05/19,0,0,---,---,---,---,---,0
106/05/22,0,0,---,---,---,---,---,0
