102/11/18,40000,66640,1.69,1.69,1.64,1.66,+0.11,3
102/11/19,40000,66800,1.67,1.67,1.67,1.67,+0.01,1
102/11/20,10000,18000,1.80,1.80,1.80,1.80,+0.13,1
102/11/21,3000,4220,1.52,1.52,1.35,1.35,-0.45,2
102/11/22,3000,4560,1.52,1.52,1.52,1.52,+0.17,1
102/11/25,65000,99300,1.50,1.53,1.50,1.53,+0.01,3
102/11/26,10000,15500,1.55,1.55,1.55,1.55,+0.02,1
102/11/27,1593000,2805500,1.70,1.90,1.70,1.74,+0.19,32
102/11/28,590000,1004550,1.74,1.74,1.67,1.68,-0.06,13
102/11/29,362000,544590,1.54,1.54,1.48,1.49,-0.19,9
102/12/02,834000,1384670,1.48,1.78,1.48,1.76,+0.27,26
102/12/03,967000,1750710,1.72,1.88,1.72,1.79,+0.03,42
102/12/04,653000,1334200,1.90,2.54,1.90,2.19,+0.40,26
102/12/05,1466000,3229480,2.40,2.42,1.92,1.94,-0.25,61
102/12/06,990000,2062910,2.05,2.15,2.01,2.04,+0.10,24
102/12/09,1021000,2083020,2.23,2.23,1.96,2.01,-0.03,29
102/12/10,110000,221900,1.96,2.06,1.96,2.06,+0.05,5
102/12/11,170000,333300,1.97,1.97,1.96,1.96,-0.10,4
102/12/12,277000,536500,1.92,2.00,1.84,1.90,-0.06,8
102/12/13,471000,861950,1.92,1.92,1.70,1.70,-0.20,26
102/12/16,232000,362260,1.76,1.76,1.46,1.52,-0.18,16
102/12/17,260000,440350,1.57,1.71,1.57,1.70,+0.18,12
102/12/18,329000,576220,1.78,1.78,1.70,1.72,+0.02,10
102/12/19,656000,1288380,1.84,2.07,1.83,2.04,+0.32,24
102/12/20,343000,683460,2.07,2.08,1.84,1.84,-0.20,19
102/12/23,340000,654050,1.96,1.96,1.90,1.93,+0.09,13
102/12/24,599000,1314840,1.98,2.40,1.98,2.40,+0.47,21
102/12/25,1372000,3736160,2.46,2.91,2.46,2.62,+0.22,40
102/12/26,852000,2390690,2.68,3.40,2.63,3.40,+0.78,32
102/12/27,921000,3084490,3.27,3.83,3.03,3.49,+0.09,27
102/12/30,221000,793070,3.65,3.72,3.41,3.50,+0.01,16
102/12/31,371000,1390330,3.38,4.07,3.38,3.82,+0.32,22
103/01/02,558000,2325010,3.80,4.38,3.75,4.32,+0.50,32
103/01/03,342000,1434420,4.42,4.43,4.04,4.04,-0.28,21
103/01/06,72000,288810,4.09,4.24,3.40,3.57,-0.47,15
103/01/07,112000,441920,3.67,4.32,3.64,4.31,+0.74,12
103/01/08,105000,431380,4.79,4.79,3.90,3.97,-0.34,15
103/01/09,98000,395480,4.09,4.09,4.01,4.01,+0.04,10
103/01/10,150000,573920,4.07,4.07,3.54,3.59,-0.42,9
103/01/13,5000,17760,3.52,3.68,3.50,3.50,-0.09,4
103/01/14,72000,264610,3.73,3.76,3.60,3.61,+0.11,7
103/01/15,32000,114930,3.53,3.66,3.53,3.57,-0.04,4
103/01/16,29000,107840,3.64,3.74,3.64,3.71,+0.14,4
103/01/17,62000,268070,4.16,4.62,4.16,4.62,+0.91,9
103/01/20,59000,270010,4.59,4.59,4.49,4.49,-0.13,4
103/01/21,24000,96760,4.30,4.30,3.80,3.82,-0.67,3
103/01/22,1000,3440,3.44,3.44,3.44,3.44,-0.38,1
103/01/23,0,0,---,---,---,---,---,0
103/01/24,2000,7000,3.50,3.50,3.50,3.50,-0.17,1
103/01/27,373000,1158740,2.99,3.18,2.99,3.13,-0.37,19
103/02/05,373000,1063460,2.87,2.87,2.84,2.84,-0.29,8
103/02/06,40000,132000,3.60,3.60,3.20,3.20,+0.36,3
103/02/07,10000,29000,2.90,2.90,2.90,2.90,-0.30,1
103/02/10,12000,33830,3.13,3.13,2.79,2.79,-0.11,3
103/02/11,0,0,---,---,---,---,---,0
103/02/12,2000,5550,2.83,2.83,2.72,2.72,+0.02,2
103/02/13,0,0,---,---,---,---,---,0
103/02/14,1000,3100,3.10,3.10,3.10,3.10,+0.18,1
103/02/17,0,0,---,---,---,---,---,0
103/02/18,0,0,---,---,---,---,---,0
103/02/19,12000,29500,2.65,2.65,2.44,2.44,-0.24,3
103/02/20,40000,101200,2.46,2.60,2.46,2.60,+0.16,2
103/02/21,20000,54000,2.70,2.70,2.70,2.70,+0.10,1
103/02/24,11000,26600,2.50,2.50,2.41,2.41,-0.29,2
103/02/25,0,0,---,---,---,---,---,0
103/02/26,20000,63600,3.18,3.18,3.18,3.18,+0.73,2
103/02/27,45000,166750,3.65,3.74,3.65,3.74,+0.56,5
103/03/03,15000,59100,3.98,3.98,3.90,3.92,+0.18,4
103/03/04,17000,67980,3.94,4.04,3.94,4.04,+0.12,3
103/03/05,0,0,---,---,---,---,---,0
103/03/06,4000,16460,3.98,4.27,3.95,4.27,+0.40,4
103/03/07,84000,404390,4.25,5.30,4.25,5.25,+0.98,8
103/03/10,8000,42800,5.25,5.75,5.25,5.75,+0.50,4
103/03/11,0,0,---,---,---,---,---,0
103/03/12,0,0,---,---,---,---,---,0
103/03/13,0,0,---,---,---,---,---,0
103/03/14,1000,5900,5.90,5.90,5.90,5.90,+0.15,1
103/03/17,10000,61000,6.10,6.10,6.10,6.10,+0.20,1
103/03/18,0,0,---,---,---,---,---,0
103/03/19,10000,50500,5.05,5.05,5.05,5.05,-1.05,1
103/03/20,0,0,---,---,---,---,---,0
103/03/21,0,0,---,---,---,---,---,0
103/03/24,0,0,---,---,---,---,---,0
103/03/25,0,0,---,---,---,---,---,0
103/03/26,0,0,---,---,---,---,---,0
103/03/27,0,0,---,---,---,---,---,0
103/03/28,0,0,---,---,---,---,---,0
103/03/31,0,0,---,---,---,---,---,0
103/04/01,0,0,---,---,---,---,---,0
103/04/02,0,0,---,---,---,---,---,0
103/04/03,0,0,---,---,---,---,---,0
103/04/07,0,0,---,---,---,---,---,0
103/04/08,0,0,---,---,---,---,---,0
103/04/09,0,0,---,---,---,---,---,0
103/04/10,0,0,---,---,---,---,---,0
103/04/11,0,0,---,---,---,---,---,0
103/04/14,0,0,---,---,---,---,---,0
103/04/15,0,0,---,---,---,---,---,0
103/04/16,0,0,---,---,---,---,---,0
103/04/17,0,0,---,---,---,---,---,0
103/04/18,0,0,---,---,---,---,---,0
103/04/21,1000,5600,5.60,5.60,5.60,5.60,+0.81,1
103/04/22,0,0,---,---,---,---,---,0
103/04/23,0,0,---,---,---,---,---,0
103/04/24,0,0,---,---,---,---,---,0
103/04/25,0,0,---,---,---,---,---,0
103/04/28,0,0,---,---,---,---,---,0
103/04/29,0,0,---,---,---,---,---,0
103/04/30,0,0,---,---,---,---,---,0
103/05/02,0,0,---,---,---,---,---,0
103/05/05,0,0,---,---,---,---,---,0
103/05/06,14000,70950,5.05,5.10,5.05,5.10,-0.45,3
103/05/07,0,0,---,---,---,---,---,0
103/05/08,0,0,---,---,---,---,---,0
103/05/09,0,0,---,---,---,---,---,0
103/05/12,0,0,---,---,---,---,---,0
103/05/13,0,0,---,---,---,---,---,0
103/05/14,10000,47000,4.70,4.70,4.70,4.70,-0.40,1
103/05/15,0,0,---,---,---,---,---,0
103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,0,0,---,---,---,---,---,0
103/05/21,0,0,---,---,---,---,---,0
103/05/22,0,0,---,---,---,---,---,0
103/05/23,0,0,---,---,---,---,---,0
103/05/26,1000,7650,7.65,7.65,7.65,7.65,+0.40,1
103/05/27,0,0,---,---,---,---,---,0
103/05/28,0,0,---,---,---,---,---,0
103/05/29,0,0,---,---,---,---,---,0
103/05/30,0,0,---,---,---,---,---,0
103/06/03,0,0,---,---,---,---,---,0
103/06/04,0,0,---,---,---,---,---,0
103/06/05,0,0,---,---,---,---,---,0
103/06/06,0,0,---,---,---,---,---,0
103/06/09,0,0,---,---,---,---,---,0
103/06/10,0,0,---,---,---,---,---,0
103/06/11,0,0,---,---,---,---,---,0
103/06/12,0,0,---,---,---,---,---,0
103/06/13,0,0,---,---,---,---,---,0
