104/12/24,0,0,---,---,---,---,---,0
104/12/25,900000,1117610,1.17,1.25,1.17,1.25,+0.08,23
104/12/28,1436000,1837280,1.23,1.36,1.22,1.35,+0.10,28
104/12/29,410000,540550,1.30,1.33,1.29,1.31,-0.04,12
104/12/30,0,0,---,---,---,---,---,0
104/12/31,0,0,---,---,---,---,---,0
105/01/04,70000,85850,1.24,1.24,1.20,1.20,-0.08,3
105/01/05,254000,281420,1.13,1.13,1.10,1.11,-0.09,6
105/01/06,444000,489390,1.11,1.12,1.07,1.08,-0.03,13
105/01/07,453000,482480,1.11,1.11,0.91,0.91,-0.17,11
105/01/08,239000,229430,0.91,1.06,0.91,1.06,+0.15,10
105/01/11,83000,76190,0.93,0.93,0.91,0.91,-0.15,4
105/01/12,275000,249000,0.94,0.94,0.86,0.87,-0.04,9
105/01/13,334000,296480,0.90,0.93,0.84,0.84,-0.03,8
105/01/14,287000,209800,0.75,0.75,0.67,0.67,-0.17,9
105/01/15,66000,47100,0.70,0.73,0.70,0.73,+0.06,2
105/01/18,393000,304150,0.70,0.92,0.70,0.92,+0.19,7
105/01/19,399000,363860,0.93,0.94,0.89,0.89,-0.03,9
105/01/20,242000,204380,0.85,0.85,0.78,0.78,-0.11,5
105/01/21,362000,275680,0.78,0.78,0.74,0.74,-0.04,6
105/01/22,142000,109440,0.78,0.78,0.77,0.77,+0.03,4
105/01/25,449000,374040,0.80,0.85,0.80,0.85,+0.08,8
105/01/26,289000,238680,0.82,0.83,0.82,0.83,-0.02,5
105/01/27,0,0,---,---,---,---,---,0
105/01/28,50000,43000,0.86,0.86,0.86,0.86,+0.04,1
105/01/29,250000,209500,0.83,0.84,0.83,0.84,-0.02,3
105/01/30,0,0,---,---,---,---,---,0
105/02/01,20000,17200,0.86,0.86,0.86,0.86,+0.02,2
105/02/02,100000,100000,0.99,1.01,0.99,1.01,+0.15,2
105/02/03,50000,51500,1.03,1.03,1.03,1.03,+0.02,1
105/02/15,60000,70800,1.17,1.19,1.17,1.19,+0.16,2
105/02/16,294000,355580,1.15,1.26,1.15,1.15,-0.04,9
105/02/17,175000,207720,1.19,1.20,1.18,1.20,+0.05,5
105/02/18,249000,313110,1.21,1.27,1.21,1.27,+0.07,7
105/02/19,142000,168690,1.18,1.20,1.17,1.17,-0.10,5
105/02/22,111000,118210,1.11,1.11,1.06,1.06,-0.11,2
105/02/23,193000,233000,1.20,1.24,1.20,1.20,+0.14,5
105/02/24,226000,276720,1.21,1.25,1.20,1.22,+0.02,9
105/02/25,77000,97780,1.33,1.33,1.19,1.19,-0.03,7
105/02/26,118000,143670,1.25,1.25,1.21,1.24,+0.05,6
105/03/01,118000,148260,1.26,1.26,1.24,1.25,+0.01,6
105/03/02,483000,730240,1.43,1.57,1.43,1.51,+0.26,13
105/03/03,370000,517840,1.49,1.49,1.38,1.38,-0.13,9
105/03/04,51000,68850,1.35,1.35,1.35,1.35,-0.03,2
105/03/07,0,0,---,---,---,---,---,0
105/03/08,100000,128000,1.28,1.28,1.28,1.28,+0.01,1
105/03/09,120000,178400,1.49,1.49,1.47,1.47,+0.19,2
105/03/10,0,0,---,---,---,---,---,0
105/03/11,0,0,---,---,---,---,---,0
105/03/14,35000,46000,1.27,1.34,1.27,1.32,+0.01,4
105/03/15,30000,41700,1.41,1.41,1.38,1.38,+0.06,2
