104/10/14,60000,69600,1.16,1.16,1.16,1.16,0.00,1
104/10/15,60000,68400,1.14,1.14,1.14,1.14,-0.02,1
104/10/16,0,0,---,---,---,---,---,0
104/10/19,0,0,---,---,---,---,---,0
104/10/20,30000,30900,1.03,1.03,1.03,1.03,-0.03,1
104/10/21,151000,159080,1.06,1.08,1.04,1.04,+0.01,5
104/10/22,171000,178530,1.05,1.05,1.03,1.05,+0.01,4
104/10/23,71000,77540,1.09,1.12,1.09,1.09,+0.04,7
104/10/26,1238000,1421270,1.10,1.24,1.10,1.24,+0.15,33
104/10/27,1222000,1407530,1.17,1.19,1.10,1.10,-0.14,31
104/10/28,154000,173230,1.13,1.15,1.07,1.09,-0.01,15
104/10/29,116000,132050,1.15,1.15,1.08,1.08,-0.01,9
104/10/30,118000,105860,0.91,0.92,0.80,0.89,-0.19,8
104/11/02,16000,14380,0.89,0.92,0.89,0.91,+0.02,3
104/11/03,66000,61440,0.94,0.94,0.93,0.93,+0.02,4
104/11/04,174000,165260,0.94,0.96,0.94,0.95,+0.02,4
104/11/05,47000,43710,0.93,0.93,0.93,0.93,-0.02,2
104/11/06,15000,13950,0.93,0.93,0.93,0.93,0.00,1
104/11/09,15000,13350,0.89,0.89,0.89,0.89,-0.04,1
104/11/10,11000,9350,0.85,0.85,0.85,0.85,-0.04,2
104/11/11,10000,8200,0.82,0.82,0.82,0.82,-0.03,1
104/11/12,652000,495270,0.80,0.80,0.75,0.80,-0.02,9
104/11/13,636000,497600,0.75,0.79,0.73,0.73,-0.07,4
104/11/16,15000,9900,0.66,0.66,0.66,0.66,-0.07,5
104/11/17,0,0,---,---,---,---,---,0
104/11/18,0,0,---,---,---,---,---,0
104/11/19,0,0,---,---,---,---,---,0
104/11/20,0,0,---,---,---,---,---,0
104/11/23,0,0,---,---,---,---,---,0
104/11/24,90000,56700,0.63,0.63,0.63,0.63,-0.01,1
104/11/25,90000,48600,0.54,0.54,0.54,0.54,-0.09,1
104/11/26,100000,57000,0.57,0.57,0.57,0.57,+0.03,1
104/11/27,10000,6200,0.62,0.62,0.62,0.62,+0.05,1
104/11/30,0,0,---,---,---,---,---,0
104/12/01,0,0,---,---,---,---,---,0
104/12/02,0,0,---,---,---,---,---,0
104/12/03,50000,30000,0.60,0.60,0.60,0.60,+0.03,1
104/12/04,1402000,1004920,0.66,0.76,0.66,0.74,+0.14,19
104/12/07,1556000,1068140,0.72,0.72,0.67,0.67,-0.07,17
104/12/08,101000,67690,0.67,0.69,0.67,0.69,+0.02,3
104/12/09,1000,580,0.58,0.58,0.58,0.58,-0.11,1
104/12/10,70000,39900,0.57,0.57,0.57,0.57,-0.01,1
104/12/11,0,0,---,---,---,---,---,0
104/12/14,0,0,---,---,---,---,---,0
104/12/15,10000,4400,0.44,0.44,0.44,0.44,+0.02,1
104/12/16,0,0,---,---,---,---,---,0
104/12/17,10000,5100,0.51,0.51,0.51,0.51,+0.05,1
104/12/18,88000,50160,0.57,0.57,0.57,0.57,+0.06,1
104/12/21,88000,47520,0.54,0.54,0.54,0.54,-0.03,1
104/12/22,0,0,---,---,---,---,---,0
104/12/23,0,0,---,---,---,---,---,0
104/12/24,0,0,---,---,---,---,---,0
104/12/25,100000,45000,0.45,0.45,0.45,0.45,0.00,1
104/12/28,100000,46000,0.46,0.46,0.46,0.46,+0.01,1
104/12/29,0,0,---,---,---,---,---,0
104/12/30,0,0,---,---,---,---,---,0
104/12/31,0,0,---,---,---,---,---,0
105/01/04,0,0,---,---,---,---,---,0
105/01/05,10000,3500,0.35,0.35,0.35,0.35,-0.01,1
105/01/06,0,0,---,---,---,---,---,0
105/01/07,0,0,---,---,---,---,---,0
105/01/08,0,0,---,---,---,---,---,0
105/01/11,0,0,---,---,---,---,---,0
105/01/12,0,0,---,---,---,---,---,0
105/01/13,100000,36000,0.36,0.36,0.36,0.36,+0.04,1
105/01/14,130000,44200,0.32,0.42,0.32,0.42,+0.06,3
