107/09/07,1000,1310,1.31,1.31,1.31,1.31,-0.08,1
107/09/12,0,0,---,---,---,---,---,0
107/09/13,0,0,---,---,---,---,---,0
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,499000,404190,0.81,0.81,0.81,0.81,-0.01,1
107/10/01,0,0,---,---,---,---,---,0
107/10/02,0,0,---,---,---,---,---,0
107/10/03,70000,33300,0.47,0.49,0.47,0.49,-0.06,2
107/10/04,20000,8600,0.43,0.43,0.43,0.43,-0.06,1
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,0,0,---,---,---,---,---,0
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,50000,30000,0.60,0.60,0.60,0.60,+0.12,1
107/11/20,50000,21500,0.43,0.43,0.43,0.43,-0.17,1
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,100000,41000,0.41,0.41,0.41,0.41,+0.04,1
107/11/30,343000,126910,0.37,0.37,0.37,0.37,-0.04,2
107/12/03,243000,94770,0.39,0.39,0.39,0.39,+0.02,3
107/12/04,450000,212000,0.48,0.48,0.46,0.46,+0.07,3
107/12/06,50000,14000,0.28,0.28,0.28,0.28,-0.11,1
