102/04/30,994000,904650,0.95,0.95,0.89,0.90,-0.23,42
102/05/02,956000,875650,0.91,0.93,0.86,0.92,+0.02,37
102/05/03,364000,336020,0.89,0.96,0.88,0.96,+0.04,18
102/05/06,123000,117340,0.92,0.97,0.92,0.97,+0.01,10
102/05/07,7000,6510,0.93,0.93,0.93,0.93,-0.04,1
102/05/08,170000,155400,0.90,0.92,0.89,0.91,-0.02,6
102/05/09,118000,106770,0.91,0.94,0.90,0.93,+0.02,6
102/05/10,90000,82200,0.92,0.93,0.89,0.93,0.00,7
102/05/13,178000,162520,0.90,0.93,0.90,0.93,0.00,16
102/05/14,47000,42910,0.91,0.92,0.91,0.92,-0.01,4
102/05/15,131000,116090,0.90,0.91,0.85,0.86,-0.06,8
102/05/16,95000,77290,0.86,0.86,0.73,0.73,-0.13,13
102/05/17,158000,105570,0.67,0.70,0.64,0.68,-0.05,10
102/05/20,50000,34100,0.67,0.69,0.67,0.69,+0.01,3
102/05/21,172000,105670,0.68,0.68,0.58,0.62,-0.07,12
102/05/22,41000,24580,0.58,0.61,0.57,0.60,-0.02,5
102/05/23,79000,49950,0.63,0.67,0.60,0.67,+0.07,6
102/05/24,95000,61150,0.66,0.67,0.63,0.64,-0.03,8
102/05/27,60000,36150,0.60,0.61,0.60,0.61,-0.03,5
102/05/28,57000,32890,0.59,0.59,0.56,0.57,-0.04,6
102/05/29,27000,15100,0.55,0.57,0.55,0.56,-0.01,4
102/05/30,35000,19700,0.55,0.58,0.55,0.58,+0.02,3
102/05/31,15000,8550,0.57,0.57,0.57,0.57,-0.01,1
102/06/03,227000,129360,0.58,0.58,0.56,0.57,0.00,8
102/06/04,195000,107050,0.55,0.56,0.54,0.55,-0.02,6
102/06/05,5000,2850,0.57,0.57,0.57,0.57,+0.02,1
102/06/06,140000,86400,0.61,0.62,0.61,0.62,+0.05,4
102/06/07,70000,40800,0.57,0.59,0.57,0.59,-0.03,3
102/06/10,60000,30900,0.51,0.52,0.51,0.52,-0.07,2
102/06/11,10000,5550,0.55,0.56,0.55,0.56,+0.04,2
102/06/13,175000,110900,0.62,0.68,0.61,0.68,+0.12,10
102/06/14,130000,82300,0.64,0.64,0.62,0.62,-0.06,5
102/06/17,820000,412830,0.55,0.55,0.48,0.50,-0.12,16
102/06/18,360000,175450,0.48,0.50,0.47,0.47,-0.03,7
102/06/19,108000,50760,0.47,0.47,0.47,0.47,0.00,4
102/06/20,307000,149260,0.47,0.51,0.47,0.50,+0.03,7
102/06/21,435000,238630,0.53,0.58,0.51,0.56,+0.06,15
102/06/24,170000,90500,0.53,0.54,0.53,0.54,-0.02,6
102/06/25,709000,473260,0.68,0.71,0.60,0.71,+0.17,19
102/06/26,1395000,1076980,0.73,0.85,0.59,0.71,0.00,40
102/06/27,163000,111750,0.64,0.70,0.64,0.68,-0.03,14
102/06/28,256000,161550,0.65,0.65,0.61,0.64,-0.04,12
102/07/01,90000,55000,0.61,0.62,0.61,0.61,-0.03,5
102/07/02,52000,28520,0.54,0.56,0.54,0.56,-0.05,5
102/07/03,55000,28100,0.49,0.52,0.49,0.52,-0.04,5
102/07/04,50000,25400,0.51,0.53,0.49,0.53,+0.01,5
102/07/05,81000,39090,0.48,0.49,0.48,0.49,-0.04,8
102/07/08,126000,59490,0.47,0.48,0.47,0.47,-0.02,9
102/07/09,131000,69500,0.49,0.57,0.49,0.49,+0.02,11
102/07/10,105000,47950,0.47,0.49,0.43,0.49,0.00,11
102/07/11,127000,56820,0.45,0.46,0.44,0.46,-0.03,11
102/07/12,83000,34860,0.41,0.43,0.41,0.43,-0.03,6
102/07/15,81000,34530,0.42,0.43,0.42,0.43,0.00,5
102/07/16,8000,3440,0.43,0.43,0.43,0.43,0.00,2
102/07/17,190000,91700,0.45,0.49,0.45,0.48,+0.05,11
102/07/18,238000,129340,0.49,0.63,0.48,0.58,+0.10,24
102/07/19,219000,155500,0.69,0.73,0.68,0.73,+0.15,18
102/07/22,114000,66500,0.61,0.61,0.55,0.55,-0.18,11
102/07/23,195000,96080,0.55,0.55,0.47,0.48,-0.07,15
102/07/24,101000,44240,0.43,0.45,0.42,0.44,-0.04,9
102/07/25,76000,32460,0.41,0.43,0.41,0.43,-0.01,3
102/07/26,71000,27170,0.40,0.40,0.37,0.37,-0.06,8
102/07/29,30000,9400,0.29,0.39,0.29,0.39,+0.02,4
102/07/30,0,0,---,---,---,---,---,0
102/07/31,3000,1170,0.39,0.39,0.39,0.39,+0.01,1
102/08/01,0,0,---,---,---,---,---,0
102/08/02,20000,7000,0.35,0.35,0.35,0.35,+0.02,2
102/08/05,45000,15350,0.35,0.35,0.33,0.34,-0.01,3
102/08/06,30000,10450,0.35,0.35,0.34,0.35,+0.01,3
102/08/07,35000,12750,0.36,0.39,0.36,0.39,+0.04,3
102/08/08,10000,3400,0.35,0.35,0.33,0.35,-0.04,3
102/08/09,0,0,---,---,---,---,---,0
102/08/12,0,0,---,---,---,---,---,0
102/08/13,0,0,---,---,---,---,---,0
102/08/14,0,0,---,---,---,---,---,0
