102/07/24,50000,47500,0.95,0.95,0.95,0.95,-0.04,1
102/07/25,20000,17400,0.87,0.87,0.87,0.87,-0.08,2
102/07/26,10000,8300,0.83,0.83,0.83,0.83,-0.04,1
102/07/29,0,0,---,---,---,---,---,0
102/07/30,100000,84500,0.84,0.85,0.84,0.85,+0.02,2
102/07/31,100000,84500,0.85,0.85,0.84,0.84,-0.01,2
102/08/01,50000,34000,0.68,0.68,0.68,0.68,-0.16,1
102/08/02,28000,18840,0.65,0.69,0.65,0.69,+0.01,3
102/08/05,8000,4480,0.56,0.56,0.56,0.56,-0.13,1
102/08/06,0,0,---,---,---,---,---,0
102/08/07,0,0,---,---,---,---,---,0
102/08/08,0,0,---,---,---,---,---,0
102/08/09,0,0,---,---,---,---,---,0
102/08/12,0,0,---,---,---,---,---,0
102/08/13,110000,73500,0.65,0.67,0.65,0.67,+0.07,3
102/08/14,125000,87620,0.69,0.79,0.69,0.79,+0.12,6
102/08/15,15000,13000,0.86,0.87,0.86,0.87,+0.08,2
102/08/16,11000,9570,0.87,0.87,0.87,0.87,0.00,1
102/08/19,20000,17000,0.87,0.87,0.79,0.79,-0.08,2
102/08/20,0,0,---,---,---,---,---,0
102/08/22,0,0,---,---,---,---,---,0
102/08/23,70000,54150,0.75,0.78,0.75,0.78,+0.06,3
102/08/26,45000,33220,0.72,0.74,0.72,0.74,-0.04,4
102/08/27,15000,9900,0.66,0.66,0.66,0.66,-0.08,1
102/08/28,0,0,---,---,---,---,---,0
102/08/29,3000,2340,0.78,0.78,0.78,0.78,+0.12,1
102/08/30,10000,8200,0.82,0.82,0.82,0.82,+0.04,1
102/09/02,0,0,---,---,---,---,---,0
102/09/03,23000,17220,0.76,0.76,0.74,0.74,-0.01,2
102/09/04,715000,628350,0.79,0.96,0.79,0.96,+0.22,12
102/09/05,592000,547520,0.96,0.96,0.90,0.91,-0.05,12
102/09/06,62000,49740,0.90,0.90,0.75,0.77,-0.14,6
102/09/09,101000,73920,0.72,0.74,0.71,0.71,-0.06,6
102/09/10,200000,147200,0.71,0.75,0.71,0.71,0.00,4
102/09/11,76000,52630,0.73,0.74,0.66,0.66,-0.05,5
102/09/12,21000,13870,0.67,0.67,0.66,0.66,0.00,2
102/09/13,10000,6600,0.66,0.66,0.66,0.66,0.00,1
102/09/14,20000,13400,0.67,0.67,0.67,0.67,+0.01,1
102/09/16,10000,6100,0.61,0.61,0.61,0.61,-0.06,1
102/09/17,1000,670,0.67,0.67,0.67,0.67,+0.06,1
102/09/18,150000,83780,0.56,0.57,0.54,0.54,-0.13,6
102/09/23,4000,2080,0.53,0.53,0.49,0.49,-0.05,2
102/09/24,80000,37600,0.47,0.47,0.47,0.47,-0.02,2
102/09/25,222000,91030,0.42,0.43,0.39,0.42,-0.05,9
102/09/26,98000,44020,0.46,0.46,0.43,0.44,+0.02,4
102/09/27,92000,41060,0.44,0.45,0.43,0.43,-0.01,4
102/09/30,57000,20840,0.36,0.38,0.36,0.37,-0.06,3
102/10/01,110000,43300,0.40,0.40,0.39,0.39,+0.02,4
102/10/02,465000,157850,0.36,0.36,0.33,0.33,-0.06,10
102/10/03,258000,81070,0.33,0.33,0.30,0.30,-0.03,5
102/10/04,744000,205760,0.27,0.38,0.20,0.38,+0.08,14
102/10/07,365000,136150,0.38,0.41,0.35,0.39,+0.01,13
102/10/08,932000,349890,0.42,0.42,0.35,0.35,-0.04,17
102/10/09,403000,137020,0.36,0.37,0.32,0.33,-0.02,12
102/10/11,735000,192970,0.28,0.29,0.23,0.23,-0.10,17
102/10/14,797000,145460,0.19,0.19,0.17,0.17,-0.06,16
102/10/15,60000,11400,0.19,0.19,0.19,0.19,+0.02,1
102/10/16,260000,70700,0.26,0.28,0.26,0.28,+0.09,6
102/10/17,230000,66400,0.30,0.30,0.27,0.28,0.00,6
102/10/18,140000,37800,0.27,0.27,0.27,0.27,-0.01,5
102/10/21,283000,87360,0.27,0.33,0.27,0.32,+0.05,8
102/10/22,201000,72210,0.36,0.37,0.35,0.35,+0.03,7
102/10/23,0,0,---,---,---,---,---,0
102/10/24,40000,11200,0.28,0.28,0.28,0.28,-0.03,1
102/10/25,365000,104550,0.30,0.30,0.27,0.27,-0.01,10
102/10/28,10000,2550,0.26,0.26,0.25,0.25,-0.02,2
102/10/29,140000,35000,0.25,0.25,0.25,0.25,0.00,4
102/10/30,1105000,262490,0.25,0.25,0.22,0.22,-0.03,18
102/10/31,0,0,---,---,---,---,---,0
102/11/01,610000,164600,0.25,0.29,0.25,0.29,+0.06,9
102/11/04,140000,41500,0.30,0.30,0.28,0.28,-0.01,3
102/11/05,170000,43700,0.27,0.27,0.25,0.25,-0.03,4
102/11/06,588000,101170,0.20,0.20,0.16,0.17,-0.08,10
102/11/07,396000,65340,0.17,0.17,0.16,0.16,-0.01,4
102/11/08,0,0,---,---,---,---,---,0
102/11/11,0,0,---,---,---,---,---,0
102/11/12,549000,69480,0.16,0.16,0.12,0.12,-0.05,8
102/11/13,309000,34170,0.12,0.12,0.09,0.09,-0.03,5
102/11/14,955000,88300,0.08,0.12,0.08,0.12,+0.03,13
102/11/15,0,0,---,---,---,---,---,0
102/11/18,0,0,---,---,---,---,---,0
102/11/19,70000,6300,0.09,0.09,0.09,0.09,-0.01,3
102/11/20,265000,25600,0.10,0.10,0.09,0.09,0.00,4
102/11/21,635000,59430,0.09,0.10,0.09,0.10,+0.01,8
102/11/22,535000,49140,0.10,0.10,0.09,0.09,-0.01,6
102/11/25,445000,42520,0.10,0.10,0.09,0.10,+0.01,5
102/11/26,198000,21780,0.11,0.11,0.11,0.11,+0.01,2
102/11/27,0,0,---,---,---,---,---,0
102/11/28,148000,23180,0.15,0.17,0.15,0.17,+0.07,2
102/11/29,159000,32210,0.19,0.23,0.19,0.23,+0.06,3
102/12/02,99000,24750,0.25,0.25,0.25,0.25,+0.02,1
102/12/03,130000,29900,0.23,0.23,0.23,0.23,-0.02,3
102/12/04,204000,45570,0.22,0.23,0.20,0.23,0.00,6
102/12/05,20000,3800,0.19,0.19,0.19,0.19,-0.04,1
102/12/06,120000,26400,0.22,0.22,0.22,0.22,+0.03,3
102/12/09,40000,9200,0.23,0.23,0.23,0.23,+0.01,1
102/12/10,25000,3800,0.15,0.16,0.15,0.16,-0.07,2
102/12/11,0,0,---,---,---,---,---,0
102/12/12,0,0,---,---,---,---,---,0
102/12/13,0,0,---,---,---,---,---,0
102/12/16,296000,13820,0.05,0.05,0.04,0.04,0.00,3
102/12/17,0,0,---,---,---,---,---,0
102/12/18,0,0,---,---,---,---,---,0
102/12/19,0,0,---,---,---,---,---,0
102/12/20,0,0,---,---,---,---,---,0
102/12/23,0,0,---,---,---,---,---,0
102/12/24,0,0,---,---,---,---,---,0
102/12/25,0,0,---,---,---,---,---,0
102/12/26,0,0,---,---,---,---,---,0
102/12/27,0,0,---,---,---,---,---,0
102/12/30,0,0,---,---,---,---,---,0
102/12/31,0,0,---,---,---,---,---,0
103/01/02,0,0,---,---,---,---,---,0
103/01/03,0,0,---,---,---,---,---,0
103/01/06,0,0,---,---,---,---,---,0
103/01/07,0,0,---,---,---,---,---,0
103/01/08,0,0,---,---,---,---,---,0
103/01/09,0,0,---,---,---,---,---,0
103/01/10,0,0,---,---,---,---,---,0
103/01/13,0,0,---,---,---,---,---,0
103/01/14,0,0,---,---,---,---,---,0
103/01/15,0,0,---,---,---,---,---,0
103/01/16,0,0,---,---,---,---,---,0
103/01/17,0,0,---,---,---,---,---,0
103/01/20,0,0,---,---,---,---,---,0
103/01/21,0,0,---,---,---,---,---,0
