106/04/25,0,0,---,---,---,---,---,0
106/04/26,71000,68570,0.97,0.97,0.96,0.96,+0.03,5
106/04/27,11000,10250,0.95,0.95,0.93,0.93,-0.03,2
106/04/28,35000,30700,0.88,0.88,0.86,0.86,-0.07,2
106/05/02,30000,23750,0.80,0.80,0.79,0.79,-0.07,3
106/05/03,327000,238160,0.77,0.77,0.71,0.71,-0.08,14
106/05/04,295000,205700,0.73,0.73,0.68,0.68,-0.03,15
106/05/05,2769000,1905460,0.69,0.69,0.68,0.69,+0.01,27
106/05/08,599000,433600,0.71,0.74,0.71,0.74,+0.05,19
106/05/09,656000,456350,0.70,0.70,0.68,0.69,-0.05,19
106/05/10,350000,240500,0.70,0.70,0.68,0.68,-0.01,9
106/05/11,143000,97250,0.68,0.69,0.68,0.69,+0.01,6
106/05/12,380000,243730,0.69,0.69,0.63,0.64,-0.05,17
106/05/15,1492000,813150,0.63,0.63,0.51,0.52,-0.12,30
106/05/16,1025000,487910,0.48,0.55,0.44,0.55,+0.03,44
106/05/17,717000,407770,0.51,0.62,0.50,0.62,+0.07,37
106/05/18,643000,424050,0.66,0.68,0.64,0.65,+0.03,30
106/05/19,147000,94930,0.63,0.66,0.63,0.65,0.00,17
106/05/22,901000,608740,0.66,0.71,0.66,0.71,+0.06,27
106/05/23,577000,367890,0.66,0.66,0.62,0.63,-0.08,18
106/05/24,677000,405870,0.60,0.60,0.59,0.60,-0.03,17
106/05/25,369000,224130,0.62,0.62,0.57,0.59,-0.01,9
106/05/26,1225000,598410,0.56,0.56,0.46,0.47,-0.12,51
106/05/31,1990000,789870,0.40,0.48,0.38,0.48,+0.01,74
