101/03/03,10000,6500,0.65,0.65,0.65,0.65,0.00,1
101/03/05,0,0,---,---,---,---,---,0
101/03/06,0,0,---,---,---,---,---,0
101/03/07,20000,11600,0.56,0.60,0.56,0.60,+0.07,2
101/03/08,20000,12150,0.61,0.61,0.60,0.60,0.00,3
101/03/09,187000,132410,0.64,0.78,0.64,0.76,+0.16,15
101/03/12,140000,108300,0.81,0.81,0.71,0.71,-0.05,13
101/03/13,78000,51890,0.72,0.72,0.64,0.64,-0.07,7
101/03/14,70000,45600,0.65,0.66,0.64,0.66,+0.02,6
101/03/15,45000,28700,0.66,0.66,0.62,0.62,-0.04,3
101/03/16,115000,74400,0.64,0.67,0.64,0.64,+0.02,6
101/03/19,156000,107390,0.71,0.71,0.68,0.69,+0.05,9
101/03/20,95000,63050,0.67,0.67,0.64,0.64,-0.05,3
101/03/21,20000,12700,0.64,0.64,0.63,0.63,-0.01,2
101/03/22,5000,3100,0.62,0.62,0.62,0.62,-0.01,1
101/03/23,5000,3050,0.61,0.61,0.61,0.61,-0.01,1
101/03/26,10000,6000,0.60,0.60,0.60,0.60,-0.01,1
101/03/27,0,0,---,---,---,---,---,0
101/03/28,20000,11800,0.59,0.59,0.59,0.59,0.00,1
101/03/29,90000,44800,0.55,0.55,0.48,0.48,-0.11,3
101/03/30,10000,4900,0.51,0.51,0.47,0.47,-0.01,2
101/04/02,20000,9400,0.47,0.47,0.47,0.47,0.00,1
101/04/03,20000,8600,0.43,0.43,0.43,0.43,-0.04,1
101/04/05,313000,74480,0.21,0.29,0.21,0.29,-0.14,6
101/04/06,496000,176540,0.31,0.37,0.31,0.36,+0.07,6
101/04/09,20000,7200,0.36,0.36,0.36,0.36,0.00,1
101/04/10,250000,103280,0.41,0.45,0.39,0.39,+0.03,5
101/04/11,70000,35200,0.51,0.51,0.49,0.50,+0.11,3
101/04/12,130000,70600,0.54,0.56,0.54,0.54,+0.04,3
101/04/13,78000,47570,0.60,0.63,0.60,0.62,+0.08,4
101/04/16,12000,6660,0.58,0.58,0.55,0.55,-0.07,2
101/04/17,62000,33040,0.55,0.55,0.49,0.49,-0.06,5
101/04/18,0,0,---,---,---,---,---,0
101/04/19,0,0,---,---,---,---,---,0
101/04/20,0,0,---,---,---,---,---,0
101/04/23,20000,9400,0.47,0.47,0.47,0.47,-0.01,1
101/04/24,40000,17200,0.43,0.43,0.43,0.43,-0.04,1
101/04/25,50000,22500,0.45,0.45,0.45,0.45,+0.02,1
101/04/26,53000,24350,0.46,0.46,0.45,0.45,0.00,2
101/04/27,0,0,---,---,---,---,---,0
101/04/30,20000,7600,0.38,0.38,0.38,0.38,-0.02,1
101/05/02,0,0,---,---,---,---,---,0
101/05/03,0,0,---,---,---,---,---,0
101/05/04,70000,32900,0.46,0.48,0.45,0.48,+0.04,4
101/05/07,15000,6800,0.44,0.48,0.44,0.48,0.00,2
101/05/08,10000,4600,0.46,0.46,0.46,0.46,-0.02,1
101/05/09,0,0,---,---,---,---,---,0
101/05/10,426000,147420,0.36,0.36,0.33,0.36,-0.03,5
101/05/11,424000,141880,0.33,0.34,0.33,0.34,-0.02,101
101/05/14,2000,640,0.32,0.32,0.32,0.32,-0.02,1
101/05/15,10000,3300,0.33,0.33,0.33,0.33,+0.01,1
101/05/16,0,0,---,---,---,---,---,0
101/05/17,0,0,---,---,---,---,---,0
101/05/18,0,0,---,---,---,---,---,0
101/05/21,0,0,---,---,---,---,---,0
101/05/22,0,0,---,---,---,---,---,0
101/05/23,0,0,---,---,---,---,---,0
101/05/24,0,0,---,---,---,---,---,0
101/05/25,0,0,---,---,---,---,---,0
101/05/28,5000,1000,0.20,0.20,0.20,0.20,-0.04,1
101/05/29,1000,260,0.26,0.26,0.26,0.26,+0.06,1
101/05/30,0,0,---,---,---,---,---,0
101/05/31,40000,9600,0.24,0.24,0.24,0.24,-0.02,1
101/06/01,1000,250,0.25,0.25,0.25,0.25,+0.01,1
101/06/04,0,0,---,---,---,---,---,0
101/06/05,0,0,---,---,---,---,---,0
101/06/06,0,0,---,---,---,---,---,0
101/06/07,0,0,---,---,---,---,---,0
101/06/08,0,0,---,---,---,---,---,0
101/06/11,0,0,---,---,---,---,---,0
101/06/12,0,0,---,---,---,---,---,0
101/06/13,0,0,---,---,---,---,---,0
101/06/14,0,0,---,---,---,---,---,0
101/06/15,40000,8400,0.21,0.21,0.21,0.21,0.00,1
101/06/18,0,0,---,---,---,---,---,0
101/06/19,0,0,---,---,---,---,---,0
101/06/20,0,0,---,---,---,---,---,0
101/06/21,0,0,---,---,---,---,---,0
101/06/22,0,0,---,---,---,---,---,0
101/06/25,0,0,---,---,---,---,---,0
101/06/26,5000,900,0.18,0.18,0.18,0.18,-0.02,1
101/06/27,0,0,---,---,---,---,---,0
101/06/28,0,0,---,---,---,---,---,0
101/06/29,0,0,---,---,---,---,---,0
101/07/02,396000,63360,0.16,0.16,0.16,0.16,-0.01,4
101/07/03,297000,44550,0.15,0.15,0.15,0.15,-0.01,3
101/07/04,0,0,---,---,---,---,---,0
101/07/05,693000,131670,0.19,0.19,0.19,0.19,0.00,8
101/07/06,0,0,---,---,---,---,---,0
101/07/09,0,0,---,---,---,---,---,0
101/07/10,0,0,---,---,---,---,---,0
101/07/11,5000,700,0.14,0.14,0.14,0.14,-0.02,1
101/07/12,0,0,---,---,---,---,---,0
101/07/13,0,0,---,---,---,---,---,0
101/07/16,0,0,---,---,---,---,---,0
101/07/17,0,0,---,---,---,---,---,0
101/07/18,0,0,---,---,---,---,---,0
101/07/19,0,0,---,---,---,---,---,0
101/07/20,0,0,---,---,---,---,---,0
101/07/23,0,0,---,---,---,---,---,0
101/07/24,0,0,---,---,---,---,---,0
101/07/25,0,0,---,---,---,---,---,0
101/07/26,0,0,---,---,---,---,---,0
101/07/27,0,0,---,---,---,---,---,0
101/07/30,0,0,---,---,---,---,---,0
101/07/31,0,0,---,---,---,---,---,0
101/08/01,0,0,---,---,---,---,---,0
101/08/03,0,0,---,---,---,---,---,0
101/08/06,0,0,---,---,---,---,---,0
101/08/07,0,0,---,---,---,---,---,0
101/08/08,0,0,---,---,---,---,---,0
101/08/09,0,0,---,---,---,---,---,0
101/08/10,0,0,---,---,---,---,---,0
101/08/13,0,0,---,---,---,---,---,0
101/08/14,0,0,---,---,---,---,---,0
101/08/15,0,0,---,---,---,---,---,0
101/08/16,0,0,---,---,---,---,---,0
101/08/17,0,0,---,---,---,---,---,0
101/08/20,0,0,---,---,---,---,---,0
101/08/21,0,0,---,---,---,---,---,0
101/08/22,0,0,---,---,---,---,---,0
101/08/23,0,0,---,---,---,---,---,0
101/08/24,0,0,---,---,---,---,---,0
101/08/27,0,0,---,---,---,---,---,0
101/08/28,0,0,---,---,---,---,---,0
101/08/29,0,0,---,---,---,---,---,0
101/08/30,0,0,---,---,---,---,---,0
