103/12/09,1065000,800750,0.74,0.76,0.74,0.76,0.00,6
103/12/10,0,0,---,---,---,---,---,0
103/12/11,0,0,---,---,---,---,---,0
103/12/12,0,0,---,---,---,---,---,0
103/12/15,0,0,---,---,---,---,---,0
103/12/16,0,0,---,---,---,---,---,0
103/12/17,0,0,---,---,---,---,---,0
103/12/18,0,0,---,---,---,---,---,0
103/12/19,0,0,---,---,---,---,---,0
103/12/22,0,0,---,---,---,---,---,0
103/12/23,433000,333740,0.70,0.84,0.70,0.84,+0.17,11
103/12/24,443000,379040,0.87,0.87,0.84,0.85,+0.01,8
103/12/25,1664000,1649340,0.94,1.02,0.94,1.02,+0.17,54
103/12/26,2460000,2637640,1.07,1.13,1.03,1.05,+0.03,82
103/12/27,622000,626900,0.97,1.07,0.97,1.04,-0.01,22
103/12/29,786000,779630,1.03,1.03,0.98,1.00,-0.04,8
103/12/30,1008000,1105110,1.07,1.15,1.06,1.07,+0.07,36
103/12/31,299000,308940,1.05,1.05,1.02,1.04,-0.03,12
104/01/05,40000,40900,1.01,1.04,1.00,1.04,0.00,3
104/01/06,224000,236920,1.04,1.07,1.04,1.05,+0.01,8
104/01/07,113000,118230,1.06,1.06,1.02,1.03,-0.02,13
104/01/08,204000,205200,1.05,1.05,0.99,1.00,-0.03,7
104/01/09,90000,88400,0.99,0.99,0.98,0.98,-0.02,4
104/01/12,32000,32200,1.01,1.01,1.00,1.00,+0.02,2
104/01/13,5000,5100,1.02,1.02,1.02,1.02,+0.02,1
104/01/14,18000,17790,0.98,0.99,0.98,0.99,-0.03,2
104/01/15,369000,353250,0.96,0.96,0.95,0.95,-0.04,6
104/01/16,50000,43660,0.84,0.88,0.84,0.88,-0.07,4
104/01/19,38000,31750,0.85,0.85,0.80,0.80,-0.08,3
104/01/20,243000,222040,0.82,0.94,0.82,0.92,+0.12,7
104/01/21,146000,131570,0.91,0.91,0.90,0.90,-0.02,6
104/01/22,5000,4650,0.93,0.93,0.93,0.93,+0.03,1
104/01/23,5000,4450,0.89,0.89,0.89,0.89,-0.04,1
104/01/26,100000,86000,0.86,0.86,0.86,0.86,-0.03,1
104/01/27,0,0,---,---,---,---,---,0
104/01/28,0,0,---,---,---,---,---,0
104/01/29,0,0,---,---,---,---,---,0
104/01/30,0,0,---,---,---,---,---,0
104/02/02,0,0,---,---,---,---,---,0
104/02/03,300000,238000,0.78,0.81,0.78,0.81,+0.04,3
104/02/04,200000,161400,0.84,0.84,0.80,0.82,+0.01,6
104/02/05,321000,236260,0.73,0.76,0.73,0.76,-0.06,6
104/02/06,374000,279220,0.76,0.76,0.73,0.73,-0.03,8
104/02/09,40000,29200,0.73,0.73,0.73,0.73,0.00,1
104/02/10,30000,21710,0.72,0.73,0.72,0.73,0.00,4
104/02/11,32000,20040,0.63,0.64,0.62,0.62,-0.11,4
104/02/12,18000,10760,0.59,0.61,0.59,0.61,-0.01,5
104/02/13,13000,7980,0.63,0.63,0.61,0.63,+0.02,4
104/02/24,18000,10490,0.59,0.59,0.58,0.58,-0.05,2
104/02/25,56000,31930,0.57,0.58,0.57,0.58,0.00,4
104/02/26,0,0,---,---,---,---,---,0
104/03/02,51000,30120,0.59,0.62,0.59,0.62,+0.04,2
104/03/03,0,0,---,---,---,---,---,0
104/03/04,0,0,---,---,---,---,---,0
104/03/05,100000,57000,0.57,0.57,0.57,0.57,-0.03,1
104/03/06,1000,570,0.57,0.57,0.57,0.57,0.00,1
104/03/09,0,0,---,---,---,---,---,0
104/03/10,1000,550,0.55,0.55,0.55,0.55,0.00,1
104/03/11,114000,65090,0.58,0.58,0.57,0.58,+0.03,4
104/03/12,379000,244450,0.60,0.71,0.60,0.71,+0.13,25
104/03/13,656000,496460,0.78,0.79,0.73,0.76,+0.05,26
104/03/16,287000,217090,0.76,0.77,0.73,0.75,-0.01,18
104/03/17,190000,136230,0.75,0.75,0.69,0.69,-0.06,10
104/03/18,96000,69500,0.67,0.74,0.67,0.74,+0.05,6
104/03/19,1962000,1498570,0.73,0.84,0.73,0.82,+0.08,22
104/03/20,1949000,1577440,0.83,0.83,0.76,0.77,-0.05,21
104/03/23,346000,288380,0.75,0.88,0.75,0.84,+0.07,16
104/03/24,289000,244400,0.82,0.90,0.81,0.81,-0.03,8
104/03/25,203000,164490,0.82,0.82,0.81,0.81,0.00,6
104/03/26,227000,177060,0.78,0.78,0.78,0.78,-0.03,4
104/03/27,213000,170920,0.80,0.84,0.80,0.84,+0.06,8
104/03/30,222000,197800,0.89,0.92,0.88,0.89,+0.05,9
104/03/31,28000,25760,0.90,0.93,0.90,0.92,+0.03,5
104/04/01,34000,30260,0.89,0.89,0.89,0.89,-0.03,1
104/04/02,240000,223390,0.96,0.97,0.92,0.96,+0.07,18
104/04/07,140000,139590,0.94,1.13,0.94,1.12,+0.16,15
104/04/08,107000,123820,1.13,1.29,1.13,1.29,+0.17,11
104/04/09,50000,63550,1.33,1.38,1.17,1.17,-0.12,6
104/04/10,1000,1230,1.23,1.23,1.23,1.23,+0.06,1
104/04/13,90000,114000,1.30,1.30,1.25,1.25,+0.02,5
104/04/14,237000,316840,1.27,1.40,1.27,1.40,+0.15,6
104/04/15,216000,295520,1.41,1.41,1.35,1.37,-0.03,3
104/04/16,0,0,---,---,---,---,---,0
104/04/17,145000,188150,1.29,1.34,1.29,1.34,-0.01,5
104/04/20,0,0,---,---,---,---,---,0
104/04/21,456000,483530,1.08,1.09,1.05,1.07,-0.10,5
104/04/22,452000,566180,1.31,1.37,1.25,1.37,+0.30,7
104/04/23,97000,147440,1.52,1.52,1.52,1.52,+0.15,1
104/04/24,0,0,---,---,---,---,---,0
104/04/27,0,0,---,---,---,---,---,0
104/04/28,0,0,---,---,---,---,---,0
104/04/29,0,0,---,---,---,---,---,0
104/04/30,0,0,---,---,---,---,---,0
104/05/04,0,0,---,---,---,---,---,0
104/05/05,0,0,---,---,---,---,---,0
104/05/06,0,0,---,---,---,---,---,0
104/05/07,0,0,---,---,---,---,---,0
104/05/08,0,0,---,---,---,---,---,0
104/05/11,0,0,---,---,---,---,---,0
104/05/12,0,0,---,---,---,---,---,0
104/05/13,0,0,---,---,---,---,---,0
104/05/14,0,0,---,---,---,---,---,0
104/05/15,0,0,---,---,---,---,---,0
104/05/18,0,0,---,---,---,---,---,0
104/05/19,0,0,---,---,---,---,---,0
104/05/20,1000,1600,1.60,1.60,1.60,1.60,+0.17,1
