101/04/10,248000,232130,0.96,0.96,0.91,0.91,+0.08,3
101/04/11,395000,338710,0.88,0.89,0.84,0.84,-0.07,5
101/04/12,1000,840,0.84,0.84,0.84,0.84,0.00,1
101/04/13,351000,274130,0.80,0.80,0.77,0.77,-0.07,7
101/04/16,367000,271080,0.74,0.74,0.73,0.73,-0.04,5
101/04/17,635000,410850,0.61,0.68,0.60,0.67,-0.06,10
101/04/18,1774000,1181940,0.69,0.69,0.62,0.62,-0.05,21
101/04/19,2917000,1644810,0.54,0.61,0.51,0.58,-0.04,36
101/04/20,1931000,1178200,0.61,0.63,0.58,0.58,0.00,29
101/04/23,679000,361420,0.56,0.56,0.45,0.45,-0.13,9
101/04/24,1189000,530520,0.43,0.47,0.43,0.45,0.00,17
101/04/25,656000,346600,0.49,0.59,0.49,0.59,+0.14,12
101/04/26,463000,253200,0.55,0.57,0.52,0.54,-0.05,14
101/04/27,65000,28650,0.46,0.46,0.41,0.41,-0.13,2
101/04/30,0,0,---,---,---,---,---,0
101/05/02,340000,101900,0.25,0.35,0.25,0.35,+0.06,9
101/05/03,340000,107000,0.32,0.35,0.28,0.28,-0.07,11
101/05/04,201000,56280,0.25,0.30,0.25,0.28,0.00,5
101/05/07,371000,106090,0.25,0.31,0.25,0.29,+0.01,10
101/05/08,260000,78000,0.31,0.31,0.28,0.28,-0.01,7
101/05/09,100000,27000,0.27,0.27,0.27,0.27,-0.01,3
101/05/10,90000,18700,0.23,0.23,0.19,0.19,-0.08,4
101/05/11,349000,50250,0.15,0.15,0.12,0.12,-0.07,8
101/05/14,358000,43760,0.13,0.13,0.12,0.12,0.00,5
101/05/15,381000,40630,0.10,0.13,0.10,0.13,+0.01,8
101/05/16,381000,45220,0.12,0.12,0.11,0.11,-0.02,6
101/05/17,576000,55620,0.10,0.10,0.09,0.10,-0.01,9
101/05/18,130000,10600,0.07,0.10,0.07,0.10,0.00,2
101/05/21,48000,3360,0.07,0.07,0.07,0.07,-0.03,2
101/05/22,0,0,---,---,---,---,---,0
101/05/23,0,0,---,---,---,---,---,0
101/05/24,102000,5980,0.06,0.06,0.05,0.05,-0.02,4
101/05/25,0,0,---,---,---,---,---,0
101/05/28,0,0,---,---,---,---,---,0
101/05/29,50000,5000,0.10,0.10,0.10,0.10,+0.05,2
101/05/30,0,0,---,---,---,---,---,0
101/05/31,0,0,---,---,---,---,---,0
101/06/01,90000,7300,0.09,0.09,0.07,0.07,-0.02,5
101/06/04,0,0,---,---,---,---,---,0
101/06/05,0,0,---,---,---,---,---,0
101/06/06,1000,40,0.04,0.04,0.04,0.04,-0.03,1
101/06/07,0,0,---,---,---,---,---,0
101/06/08,0,0,---,---,---,---,---,0
101/06/11,0,0,---,---,---,---,---,0
101/06/12,1000,30,0.03,0.03,0.03,0.03,-0.01,1
101/06/13,0,0,---,---,---,---,---,0
101/06/14,0,0,---,---,---,---,---,0
101/06/15,0,0,---,---,---,---,---,0
101/06/18,0,0,---,---,---,---,---,0
101/06/19,0,0,---,---,---,---,---,0
101/06/20,0,0,---,---,---,---,---,0
101/06/21,0,0,---,---,---,---,---,0
101/06/22,0,0,---,---,---,---,---,0
101/06/25,0,0,---,---,---,---,---,0
101/06/26,0,0,---,---,---,---,---,0
101/06/27,2000,50,0.01,0.04,0.01,0.04,+0.01,2
101/06/28,82000,2420,0.01,0.03,0.01,0.01,-0.03,4
101/06/29,0,0,---,---,---,---,---,0
101/07/02,0,0,---,---,---,---,---,0
101/07/03,0,0,---,---,---,---,---,0
101/07/04,4000,120,0.03,0.03,0.03,0.03,+0.01,1
101/07/05,0,0,---,---,---,---,---,0
101/07/06,0,0,---,---,---,---,---,0
101/07/09,0,0,---,---,---,---,---,0
101/07/10,0,0,---,---,---,---,---,0
101/07/11,0,0,---,---,---,---,---,0
101/07/12,0,0,---,---,---,---,---,0
101/07/13,0,0,---,---,---,---,---,0
101/07/16,0,0,---,---,---,---,---,0
101/07/17,0,0,---,---,---,---,---,0
101/07/18,0,0,---,---,---,---,---,0
101/07/19,0,0,---,---,---,---,---,0
101/07/20,0,0,---,---,---,---,---,0
101/07/23,0,0,---,---,---,---,---,0
101/07/24,0,0,---,---,---,---,---,0
101/07/25,0,0,---,---,---,---,---,0
101/07/26,0,0,---,---,---,---,---,0
101/07/27,0,0,---,---,---,---,---,0
101/07/30,0,0,---,---,---,---,---,0
101/07/31,0,0,---,---,---,---,---,0
101/08/01,0,0,---,---,---,---,---,0
101/08/03,0,0,---,---,---,---,---,0
101/08/06,282000,2820,0.01,0.01,0.01,0.01,-0.02,5
101/08/07,0,0,---,---,---,---,---,0
101/08/08,0,0,---,---,---,---,---,0
101/08/09,0,0,---,---,---,---,---,0
101/08/10,0,0,---,---,---,---,---,0
101/08/13,0,0,---,---,---,---,---,0
101/08/14,0,0,---,---,---,---,---,0
101/08/15,0,0,---,---,---,---,---,0
101/08/16,0,0,---,---,---,---,---,0
101/08/17,0,0,---,---,---,---,---,0
101/08/20,0,0,---,---,---,---,---,0
101/08/21,0,0,---,---,---,---,---,0
101/08/22,0,0,---,---,---,---,---,0
101/08/23,0,0,---,---,---,---,---,0
101/08/24,0,0,---,---,---,---,---,0
101/08/27,100000,1000,0.01,0.01,0.01,0.01,0.00,2
101/08/28,0,0,---,---,---,---,---,0
101/08/29,0,0,---,---,---,---,---,0
101/08/30,0,0,---,---,---,---,---,0
101/08/31,0,0,---,---,---,---,---,0
101/09/03,0,0,---,---,---,---,---,0
101/09/04,0,0,---,---,---,---,---,0
101/09/05,0,0,---,---,---,---,---,0
101/09/06,0,0,---,---,---,---,---,0
101/09/07,0,0,---,---,---,---,---,0
101/09/10,0,0,---,---,---,---,---,0
101/09/11,0,0,---,---,---,---,---,0
101/09/12,0,0,---,---,---,---,---,0
101/09/13,60000,600,0.01,0.01,0.01,0.01,0.00,2
101/09/14,0,0,---,---,---,---,---,0
101/09/17,0,0,---,---,---,---,---,0
101/09/18,0,0,---,---,---,---,---,0
101/09/19,0,0,---,---,---,---,---,0
101/09/20,0,0,---,---,---,---,---,0
101/09/21,0,0,---,---,---,---,---,0
101/09/24,0,0,---,---,---,---,---,0
101/09/25,0,0,---,---,---,---,---,0
101/09/26,0,0,---,---,---,---,---,0
101/09/27,0,0,---,---,---,---,---,0
101/09/28,0,0,---,---,---,---,---,0
101/10/01,0,0,---,---,---,---,---,0
101/10/02,0,0,---,---,---,---,---,0
101/10/03,0,0,---,---,---,---,---,0
101/10/04,0,0,---,---,---,---,---,0
101/10/05,0,0,---,---,---,---,---,0
