100/10/07,0,0,0.00,0.00,0.00,0.00,---,0
100/10/11,10000,7100,0.71,0.71,0.71,0.71,+0.03,1
100/10/12,51000,39690,0.69,0.82,0.69,0.81,+0.10,5
100/10/13,73000,60130,0.83,0.85,0.81,0.82,+0.01,7
100/10/14,125000,111900,0.83,0.93,0.83,0.92,+0.10,10
100/10/17,335000,293900,0.91,0.91,0.86,0.87,-0.05,8
100/10/18,251000,208070,0.85,0.87,0.82,0.87,0.00,5
100/10/19,211000,204460,0.91,1.02,0.89,0.91,+0.04,15
100/10/20,10000,8200,0.82,0.82,0.82,0.82,-0.09,1
100/10/21,20000,18000,0.90,0.90,0.90,0.90,+0.08,1
100/10/24,60000,58100,0.99,0.99,0.92,0.92,+0.02,6
100/10/25,140000,130000,0.95,0.95,0.91,0.94,+0.02,6
100/10/26,70000,64000,0.93,0.93,0.88,0.90,-0.04,4
100/10/27,70000,59300,0.85,0.85,0.83,0.85,-0.05,3
100/10/28,200000,164200,0.82,0.83,0.82,0.82,-0.03,4
100/10/31,13000,10400,0.80,0.80,0.80,0.80,-0.02,2
100/11/01,30000,25500,0.84,0.87,0.84,0.87,+0.07,3
100/11/02,195000,180050,0.83,0.96,0.83,0.94,+0.07,13
100/11/03,1086000,1063510,0.98,1.02,0.90,0.90,-0.04,37
100/11/04,179000,179300,0.98,1.01,0.98,1.01,+0.11,7
100/11/07,450000,490440,1.06,1.12,1.04,1.06,+0.05,31
100/11/08,337000,334090,1.05,1.05,0.96,0.96,-0.10,19
100/11/09,187000,178810,1.00,1.00,0.93,1.00,+0.04,10
100/11/10,227000,186320,0.91,0.91,0.77,0.80,-0.20,18
100/11/11,136000,109470,0.84,0.84,0.78,0.80,0.00,7
100/11/14,37000,32900,0.89,0.90,0.88,0.90,+0.10,5
100/11/15,163000,155040,0.94,0.97,0.92,0.96,+0.06,13
100/11/16,125000,112750,0.94,0.94,0.89,0.89,-0.07,7
100/11/17,0,0,---,---,---,---,---,0
100/11/18,10000,7800,0.78,0.78,0.78,0.78,-0.08,1
100/11/21,205000,123370,0.68,0.68,0.57,0.59,-0.19,8
100/11/22,163000,89800,0.58,0.58,0.52,0.55,-0.04,20
100/11/23,108000,54040,0.51,0.51,0.48,0.51,-0.04,7
100/11/24,154000,71580,0.45,0.52,0.45,0.52,+0.01,6
100/11/25,75000,36000,0.48,0.48,0.48,0.48,-0.04,3
100/11/28,101000,50600,0.50,0.51,0.50,0.50,+0.02,4
100/11/29,243000,133250,0.52,0.57,0.52,0.57,+0.07,14
100/11/30,0,0,---,---,---,---,---,0
100/12/01,70000,42500,0.60,0.61,0.60,0.61,+0.11,5
100/12/02,0,0,---,---,---,---,---,0
100/12/05,108000,52040,0.49,0.49,0.48,0.48,-0.05,2
100/12/06,104000,45960,0.46,0.46,0.44,0.44,-0.04,2
100/12/07,0,0,---,---,---,---,---,0
100/12/08,50000,16600,0.33,0.34,0.32,0.32,-0.10,3
100/12/09,40000,10600,0.28,0.28,0.26,0.26,-0.06,2
100/12/12,0,0,---,---,---,---,---,0
100/12/13,0,0,---,---,---,---,---,0
100/12/14,0,0,---,---,---,---,---,0
100/12/15,0,0,---,---,---,---,---,0
100/12/16,0,0,---,---,---,---,---,0
100/12/19,30000,4500,0.15,0.15,0.15,0.15,-0.09,1
100/12/20,20000,2600,0.13,0.13,0.13,0.13,-0.02,1
100/12/21,0,0,---,---,---,---,---,0
100/12/22,0,0,---,---,---,---,---,0
100/12/23,218000,48160,0.22,0.24,0.22,0.24,+0.08,5
100/12/26,0,0,---,---,---,---,---,0
100/12/27,99000,19800,0.20,0.20,0.20,0.20,-0.02,1
100/12/28,99000,19800,0.20,0.20,0.20,0.20,0.00,2
100/12/29,297000,52470,0.18,0.18,0.17,0.18,-0.02,3
100/12/30,0,0,---,---,---,---,---,0
101/01/02,0,0,---,---,---,---,---,0
101/01/03,10000,1600,0.16,0.16,0.16,0.16,+0.01,1
101/01/04,0,0,---,---,---,---,---,0
101/01/05,0,0,---,---,---,---,---,0
101/01/06,0,0,---,---,---,---,---,0
101/01/09,6000,1020,0.17,0.17,0.17,0.17,-0.02,1
101/01/10,10000,1800,0.18,0.18,0.18,0.18,+0.01,1
101/01/11,535000,101950,0.19,0.20,0.19,0.19,+0.01,9
101/01/12,0,0,---,---,---,---,---,0
101/01/13,50000,7500,0.15,0.15,0.15,0.15,-0.02,1
101/01/16,28000,4200,0.15,0.15,0.15,0.15,0.00,1
101/01/17,90000,16000,0.17,0.18,0.17,0.18,+0.03,3
101/01/18,40000,11200,0.28,0.28,0.28,0.28,+0.10,1
101/01/30,20000,6200,0.31,0.31,0.31,0.31,+0.03,1
101/01/31,70000,35500,0.43,0.52,0.43,0.52,+0.21,4
101/02/01,8000,4000,0.50,0.50,0.50,0.50,-0.02,1
101/02/02,31000,17360,0.56,0.56,0.56,0.56,+0.06,2
101/02/03,0,0,---,---,---,---,---,0
101/02/04,11000,7820,0.71,0.72,0.71,0.72,+0.15,2
101/02/06,0,0,---,---,---,---,---,0
101/02/07,0,0,---,---,---,---,---,0
101/02/08,4000,2720,0.68,0.68,0.68,0.68,+0.06,2
101/02/09,11000,7660,0.67,0.72,0.67,0.70,+0.02,4
101/02/10,0,0,---,---,---,---,---,0
101/02/13,0,0,---,---,---,---,---,0
101/02/14,0,0,---,---,---,---,---,0
101/02/15,1000,1050,1.05,1.05,1.05,1.05,+0.45,1
101/02/16,89000,100990,1.18,1.20,1.07,1.09,+0.04,10
