101/03/01,75000,60250,0.78,0.83,0.78,0.81,+0.06,5
101/03/02,45000,37450,0.82,0.85,0.82,0.84,+0.03,3
101/03/03,15000,11800,0.80,0.80,0.76,0.76,-0.08,2
101/03/05,148000,104010,0.75,0.75,0.69,0.69,-0.07,4
101/03/06,339000,265930,0.69,0.83,0.69,0.82,+0.13,10
101/03/07,472000,396530,0.82,0.87,0.80,0.80,-0.02,19
101/03/08,130000,104400,0.88,0.88,0.78,0.78,-0.02,6
101/03/09,50000,40500,0.81,0.82,0.78,0.82,+0.04,4
101/03/12,65000,44650,0.69,0.70,0.67,0.67,-0.15,6
101/03/13,35000,23550,0.68,0.68,0.67,0.67,0.00,3
101/03/14,90000,63510,0.71,0.71,0.67,0.67,0.00,4
101/03/15,41000,28100,0.70,0.70,0.67,0.70,+0.03,3
101/03/16,71000,46080,0.64,0.68,0.64,0.67,-0.03,3
101/03/19,49000,31360,0.64,0.64,0.64,0.64,-0.03,5
101/03/20,28000,17280,0.63,0.63,0.61,0.61,-0.03,3
101/03/21,152000,95120,0.63,0.64,0.62,0.64,+0.03,8
101/03/22,20000,13400,0.67,0.67,0.67,0.67,+0.03,4
101/03/23,10000,6900,0.69,0.69,0.69,0.69,+0.02,1
101/03/26,30000,19100,0.64,0.64,0.63,0.63,-0.06,2
101/03/27,0,0,---,---,---,---,---,0
101/03/28,10000,6100,0.61,0.61,0.61,0.61,-0.02,1
101/03/29,5000,2700,0.54,0.54,0.54,0.54,-0.07,1
101/03/30,0,0,---,---,---,---,---,0
101/04/02,22000,11880,0.54,0.54,0.54,0.54,0.00,2
101/04/03,70000,28700,0.41,0.41,0.41,0.41,-0.13,1
101/04/05,0,0,---,---,---,---,---,0
101/04/06,10000,4600,0.46,0.46,0.46,0.46,+0.05,1
101/04/09,0,0,---,---,---,---,---,0
101/04/10,30000,13800,0.47,0.47,0.45,0.46,+0.03,3
101/04/11,10000,5000,0.50,0.50,0.50,0.50,+0.04,1
101/04/12,20000,9500,0.48,0.48,0.47,0.47,-0.03,2
101/04/13,2000,1000,0.50,0.50,0.50,0.50,+0.03,1
