102/10/29,0,0,---,---,---,---,---,0
102/10/30,0,0,---,---,---,---,---,0
102/10/31,317000,257170,0.81,0.84,0.81,0.84,+0.02,5
102/11/01,525000,429590,0.74,0.85,0.74,0.84,0.00,204
102/11/04,10000,8700,0.87,0.87,0.87,0.87,+0.03,1
102/11/05,208000,178280,0.80,0.86,0.80,0.86,-0.01,3
102/11/06,40000,36000,0.90,0.90,0.90,0.90,+0.04,3
102/11/07,483000,357560,0.73,0.79,0.68,0.79,-0.11,8
102/11/08,446000,333220,0.73,0.82,0.73,0.82,+0.03,6
102/11/11,50000,41000,0.82,0.82,0.82,0.82,0.00,1
102/11/12,116000,81780,0.74,0.74,0.70,0.73,-0.09,3
102/11/13,149000,103820,0.68,0.73,0.68,0.73,0.00,2
102/11/14,210000,168200,0.79,0.81,0.79,0.80,+0.07,7
102/11/15,170000,135400,0.79,0.81,0.79,0.81,+0.01,4
102/11/18,160000,111100,0.74,0.74,0.67,0.67,-0.14,5
102/11/19,120000,70500,0.64,0.64,0.55,0.55,-0.12,4
102/11/20,459000,200080,0.45,0.47,0.41,0.41,-0.14,10
102/11/21,1489000,539950,0.36,0.40,0.32,0.36,-0.05,41
102/11/22,565000,219100,0.36,0.40,0.36,0.40,+0.04,12
102/11/25,967000,344640,0.37,0.37,0.34,0.35,-0.05,15
102/11/26,360000,128470,0.35,0.36,0.30,0.30,-0.05,5
102/11/27,693000,214830,0.31,0.31,0.31,0.31,+0.01,4
102/11/28,649000,215270,0.31,0.35,0.31,0.35,+0.04,7
102/11/29,42000,17040,0.39,0.42,0.39,0.42,+0.07,6
102/12/02,632000,251460,0.41,0.41,0.38,0.40,-0.02,12
102/12/03,735000,305270,0.40,0.44,0.39,0.44,+0.04,8
102/12/04,713000,287380,0.38,0.42,0.38,0.42,-0.02,7
102/12/05,924000,394350,0.42,0.43,0.42,0.43,+0.01,7
102/12/06,540000,226450,0.41,0.44,0.40,0.44,+0.01,6
102/12/09,918000,500670,0.53,0.61,0.49,0.49,+0.05,15
102/12/10,1340000,642250,0.45,0.53,0.45,0.53,+0.04,18
102/12/11,836000,483440,0.57,0.66,0.55,0.66,+0.13,19
102/12/12,467000,297820,0.66,0.66,0.60,0.62,-0.04,8
102/12/13,219000,131080,0.58,0.60,0.58,0.58,-0.04,5
102/12/16,177000,120950,0.66,0.71,0.66,0.68,+0.10,7
102/12/17,189000,125620,0.69,0.69,0.66,0.66,-0.02,6
102/12/18,21000,12840,0.64,0.64,0.61,0.61,-0.05,2
102/12/19,292000,173000,0.57,0.68,0.57,0.68,+0.07,5
102/12/20,551000,378580,0.72,0.72,0.56,0.56,-0.12,9
102/12/23,213000,116050,0.54,0.59,0.53,0.56,0.00,6
102/12/24,99000,58410,0.59,0.59,0.59,0.59,+0.03,1
102/12/25,609000,368670,0.59,0.67,0.57,0.65,+0.06,7
102/12/26,502000,344710,0.67,0.70,0.67,0.70,+0.05,7
102/12/27,99000,64350,0.65,0.65,0.65,0.65,-0.05,1
102/12/30,208000,140450,0.68,0.68,0.67,0.67,+0.02,3
102/12/31,99000,60390,0.61,0.61,0.61,0.61,-0.06,1
103/01/02,0,0,---,---,---,---,---,0
103/01/03,1831000,1447240,0.72,0.86,0.72,0.85,+0.20,37
103/01/06,2378000,2028640,0.83,0.91,0.75,0.78,-0.07,50
103/01/07,1963000,1282590,0.69,0.69,0.60,0.62,-0.16,34
103/01/08,853000,495730,0.58,0.72,0.56,0.72,+0.10,15
103/01/09,508000,352960,0.71,0.72,0.63,0.63,-0.09,7
103/01/10,283000,186930,0.68,0.68,0.64,0.65,+0.02,11
