104/08/25,1000,1880,1.88,1.88,1.88,1.88,-0.11,1
104/08/26,133000,246970,1.91,1.91,1.82,1.82,-0.06,7
104/08/27,222000,400310,1.79,1.82,1.79,1.80,-0.02,13
104/08/28,473000,841650,1.76,1.82,1.73,1.82,+0.02,27
104/08/31,996000,1682250,1.71,1.72,1.58,1.58,-0.24,32
104/09/01,741000,1123900,1.53,1.53,1.44,1.45,-0.13,25
104/09/02,84000,121800,1.47,1.47,1.41,1.44,-0.01,10
104/09/03,189000,271260,1.46,1.46,1.42,1.44,0.00,9
104/09/04,195000,265700,1.40,1.40,1.34,1.37,-0.07,13
104/09/07,166000,210000,1.34,1.35,1.24,1.24,-0.13,14
104/09/08,227000,279830,1.19,1.26,1.19,1.26,+0.02,12
104/09/09,210000,259770,1.01,1.27,1.01,1.27,+0.01,11
104/09/10,124000,150090,1.21,1.25,1.20,1.25,-0.02,9
104/09/11,36000,46120,1.23,1.29,1.23,1.27,+0.02,6
104/09/14,49000,58490,1.21,1.21,1.19,1.21,-0.06,4
104/09/15,52000,63080,1.19,1.23,1.19,1.23,+0.02,4
104/09/16,35000,41810,1.19,1.20,1.19,1.20,-0.03,5
104/09/17,180000,192780,1.11,1.11,1.05,1.07,-0.13,17
104/09/18,115000,120590,1.03,1.06,1.03,1.06,-0.01,5
104/09/21,80000,87660,1.06,1.11,1.05,1.10,+0.04,6
104/09/22,87000,91970,1.05,1.07,1.05,1.06,-0.04,4
104/09/23,41000,43640,1.04,1.09,1.04,1.09,+0.03,3
104/09/24,31000,33760,1.04,1.12,1.04,1.11,+0.02,8
104/09/25,26000,27960,1.07,1.09,1.07,1.08,-0.03,7
104/09/30,15000,15980,1.08,1.08,1.04,1.05,-0.03,5
104/10/01,7000,7410,1.05,1.08,1.05,1.08,+0.03,3
104/10/02,29000,30170,1.07,1.07,1.02,1.04,-0.04,5
104/10/05,3000,3030,1.01,1.01,1.01,1.01,-0.03,1
104/10/06,20000,20500,1.01,1.04,1.01,1.04,+0.03,2
104/10/07,43000,42920,1.00,1.00,0.99,1.00,-0.04,3
104/10/08,16000,13600,0.85,0.85,0.85,0.85,-0.15,3
104/10/12,897000,640260,0.74,0.74,0.70,0.71,-0.14,87
104/10/13,685000,499530,0.72,0.74,0.71,0.71,0.00,41
104/10/14,799000,503890,0.69,0.69,0.60,0.63,-0.08,47
104/10/15,470000,298510,0.63,0.64,0.63,0.63,0.00,18
104/10/16,144000,92160,0.64,0.64,0.64,0.64,+0.01,8
104/10/19,55000,33800,0.61,0.62,0.61,0.62,-0.02,4
104/10/20,193000,124790,0.65,0.65,0.63,0.63,+0.01,7
104/10/21,84000,53600,0.64,0.64,0.63,0.64,+0.01,8
104/10/22,30000,18900,0.63,0.63,0.63,0.63,-0.01,2
104/10/23,50000,31150,0.62,0.63,0.62,0.63,0.00,4
104/10/26,0,0,---,---,---,---,---,0
104/10/27,28000,17580,0.61,0.63,0.61,0.63,+0.01,3
104/10/28,50000,31000,0.62,0.62,0.62,0.62,-0.01,3
104/10/29,45000,27450,0.61,0.61,0.61,0.61,-0.01,3
104/10/30,60000,36900,0.62,0.62,0.61,0.61,0.00,3
104/11/02,176000,95830,0.56,0.57,0.53,0.57,-0.04,12
104/11/03,548000,288820,0.53,0.54,0.51,0.52,-0.05,17
104/11/04,691000,303990,0.46,0.46,0.42,0.42,-0.10,24
104/11/05,420000,180900,0.43,0.44,0.43,0.43,+0.01,12
104/11/06,584000,244100,0.44,0.44,0.40,0.43,0.00,16
104/11/09,638000,283140,0.42,0.47,0.41,0.46,+0.03,15
104/11/10,290000,128600,0.45,0.45,0.44,0.44,-0.02,7
104/11/11,235000,94600,0.41,0.42,0.39,0.41,-0.03,12
104/11/12,282000,111460,0.39,0.40,0.39,0.39,-0.02,8
104/11/13,536000,192190,0.38,0.38,0.35,0.35,-0.04,17
104/11/16,183000,63920,0.36,0.36,0.33,0.35,0.00,6
104/11/17,272000,83520,0.30,0.33,0.30,0.33,-0.02,13
104/11/18,522000,156520,0.32,0.32,0.29,0.30,-0.03,15
104/11/19,331000,96610,0.29,0.31,0.29,0.31,+0.01,9
104/11/20,75000,21420,0.30,0.30,0.28,0.28,-0.03,5
104/11/23,279000,78020,0.29,0.29,0.27,0.28,0.00,6
104/11/24,114000,33300,0.29,0.30,0.29,0.30,+0.02,5
104/11/25,435000,116550,0.28,0.28,0.25,0.28,-0.02,12
104/11/26,749000,179600,0.25,0.25,0.22,0.23,-0.05,19
104/11/27,199000,47560,0.23,0.24,0.23,0.24,+0.01,4
104/11/30,270000,63100,0.23,0.25,0.23,0.24,0.00,4
104/12/01,0,0,---,---,---,---,---,0
104/12/02,188000,43040,0.23,0.23,0.21,0.23,0.00,7
104/12/03,348000,83070,0.23,0.24,0.23,0.24,+0.01,6
104/12/04,624000,126240,0.23,0.23,0.19,0.19,-0.05,17
104/12/07,296000,58540,0.19,0.20,0.18,0.20,+0.01,6
104/12/08,481000,95790,0.20,0.20,0.19,0.19,-0.01,8
104/12/09,510000,90200,0.18,0.20,0.17,0.20,+0.01,13
104/12/10,1512000,308300,0.19,0.22,0.19,0.22,+0.02,17
104/12/11,316000,68460,0.21,0.22,0.21,0.22,0.00,6
104/12/14,477000,89750,0.21,0.21,0.18,0.19,-0.03,6
104/12/15,46000,7550,0.17,0.17,0.16,0.17,-0.02,7
104/12/16,1656000,246420,0.15,0.16,0.14,0.15,-0.02,14
104/12/17,425000,60060,0.14,0.15,0.13,0.14,-0.01,11
104/12/18,1460000,189840,0.13,0.14,0.13,0.13,-0.01,7
104/12/21,200000,24000,0.12,0.12,0.12,0.12,-0.01,1
104/12/22,49000,5880,0.12,0.12,0.12,0.12,0.00,2
104/12/23,236000,25960,0.11,0.11,0.11,0.11,-0.01,5
104/12/24,664000,83270,0.12,0.13,0.12,0.13,+0.02,18
104/12/25,48000,5760,0.12,0.12,0.12,0.12,-0.01,1
104/12/28,264000,30680,0.12,0.12,0.11,0.12,0.00,8
104/12/29,499000,54890,0.11,0.11,0.11,0.11,-0.01,3
104/12/30,150000,13500,0.09,0.09,0.09,0.09,-0.02,1
104/12/31,40000,4000,0.10,0.10,0.10,0.10,+0.01,1
105/01/04,137000,14570,0.10,0.11,0.10,0.11,+0.01,6
105/01/05,90000,8100,0.09,0.09,0.09,0.09,-0.02,2
105/01/06,5000,500,0.10,0.10,0.10,0.10,+0.01,1
105/01/07,93000,9230,0.10,0.11,0.09,0.09,-0.01,5
105/01/08,115000,11500,0.10,0.10,0.10,0.10,+0.01,3
105/01/11,521000,67610,0.11,0.16,0.11,0.16,+0.06,5
105/01/12,1495000,243150,0.13,0.18,0.13,0.17,+0.01,16
105/01/13,690000,81660,0.13,0.13,0.11,0.11,-0.06,9
105/01/14,246000,26200,0.13,0.13,0.10,0.11,0.00,8
105/01/15,30000,3000,0.10,0.10,0.10,0.10,-0.01,5
105/01/18,30000,2200,0.07,0.08,0.07,0.08,-0.02,2
105/01/19,105000,8180,0.08,0.08,0.06,0.06,-0.02,3
105/01/20,0,0,---,---,---,---,---,0
105/01/21,50000,2500,0.05,0.05,0.05,0.05,-0.01,1
105/01/22,896000,44800,0.05,0.05,0.05,0.05,0.00,2
105/01/25,0,0,---,---,---,---,---,0
105/01/26,5000,250,0.05,0.05,0.05,0.05,0.00,1
105/01/27,0,0,---,---,---,---,---,0
105/01/28,0,0,---,---,---,---,---,0
105/01/29,131000,5240,0.04,0.04,0.04,0.04,-0.01,3
105/01/30,38000,1520,0.04,0.04,0.04,0.04,0.00,1
105/02/01,33000,990,0.03,0.03,0.03,0.03,-0.01,1
105/02/02,0,0,---,---,---,---,---,0
105/02/03,0,0,---,---,---,---,---,0
105/02/15,0,0,---,---,---,---,---,0
105/02/16,10000,200,0.02,0.02,0.02,0.02,-0.01,1
105/02/17,10000,100,0.01,0.01,0.01,0.01,-0.01,1
105/02/18,0,0,---,---,---,---,---,0
105/02/19,0,0,---,---,---,---,---,0
105/02/22,0,0,---,---,---,---,---,0
105/02/23,0,0,---,---,---,---,---,0
105/02/24,0,0,---,---,---,---,---,0
105/02/25,0,0,---,---,---,---,---,0
105/02/26,12000,120,0.01,0.01,0.01,0.01,0.00,1
105/03/01,50000,500,0.01,0.01,0.01,0.01,0.00,1
105/03/02,0,0,---,---,---,---,---,0
105/03/03,0,0,---,---,---,---,---,0
105/03/04,0,0,---,---,---,---,---,0
105/03/07,0,0,---,---,---,---,---,0
105/03/08,0,0,---,---,---,---,---,0
105/03/09,0,0,---,---,---,---,---,0
105/03/10,0,0,---,---,---,---,---,0
105/03/11,0,0,---,---,---,---,---,0
105/03/14,0,0,---,---,---,---,---,0
105/03/15,0,0,---,---,---,---,---,0
105/03/16,0,0,---,---,---,---,---,0
105/03/17,0,0,---,---,---,---,---,0
105/03/18,0,0,---,---,---,---,---,0
105/03/21,0,0,---,---,---,---,---,0
105/03/22,0,0,---,---,---,---,---,0
