98/05/21,0,0,0.00,0.00,0.00,0.00,---,0
98/05/22,165000,99710,0.64,0.64,0.58,0.58,+0.12,12
98/05/25,1278000,665830,0.61,0.61,0.50,0.51,-0.07,54
98/05/26,1199000,688300,0.53,0.73,0.50,0.73,+0.22,64
98/05/27,2489000,1409440,0.65,0.65,0.51,0.51,-0.22,125
98/06/01,1172000,647200,0.50,0.61,0.50,0.58,+0.07,52
98/06/02,1566000,957730,0.58,0.70,0.55,0.66,+0.08,94
98/06/03,2127000,1473410,0.68,0.79,0.64,0.75,+0.09,126
98/06/04,2354000,1661780,0.73,0.76,0.67,0.68,-0.07,107
98/06/05,1239000,845080,0.62,0.72,0.62,0.72,+0.04,45
98/06/06,961000,650200,0.65,0.69,0.65,0.68,-0.04,39
98/06/08,655000,530510,0.66,0.87,0.66,0.87,+0.19,48
98/06/09,905000,931250,0.89,1.05,0.89,1.05,+0.18,76
98/06/10,2658000,2451240,1.05,1.05,0.89,0.98,-0.07,172
98/06/11,1555000,1355280,0.90,0.93,0.84,0.85,-0.13,99
98/06/12,868000,767240,0.80,0.92,0.80,0.90,+0.05,70
98/06/15,1215000,1209030,0.93,1.03,0.93,0.99,+0.09,88
98/06/16,1470000,1426640,1.00,1.00,0.90,0.99,0.00,82
98/06/17,472000,443350,0.99,1.02,0.89,1.00,+0.01,40
98/06/18,525000,521960,0.95,1.04,0.93,0.96,-0.04,34
98/06/19,424000,402450,0.97,0.98,0.94,0.94,-0.02,24
98/06/22,472000,420650,0.89,0.94,0.84,0.84,-0.10,38
98/06/23,419000,358040,0.84,0.89,0.82,0.85,+0.01,31
98/06/24,329000,281690,0.88,0.92,0.82,0.90,+0.05,22
98/06/25,244000,210480,0.86,0.88,0.84,0.86,-0.04,21
98/06/26,240000,194340,0.80,0.83,0.79,0.83,-0.03,27
98/06/29,326000,295470,0.82,0.93,0.82,0.92,+0.09,26
98/06/30,371000,339550,0.86,0.95,0.86,0.95,+0.03,30
98/07/01,115000,100240,0.95,0.95,0.85,0.89,-0.06,16
98/07/02,474000,361170,0.81,0.81,0.74,0.81,-0.08,40
98/07/03,706000,514640,0.77,0.77,0.68,0.70,-0.11,38
98/07/06,548000,336280,0.68,0.69,0.58,0.66,-0.04,56
98/07/07,353000,207720,0.62,0.64,0.56,0.61,-0.05,37
98/07/08,489000,302580,0.61,0.63,0.59,0.61,0.00,37
98/07/09,485000,294940,0.61,0.62,0.58,0.60,-0.01,45
98/07/10,903000,514940,0.60,0.60,0.54,0.60,0.00,51
98/07/13,578000,375710,0.60,0.69,0.60,0.67,+0.07,50
98/07/14,352000,215520,0.66,0.66,0.58,0.60,-0.07,43
98/07/15,835000,437440,0.58,0.58,0.50,0.57,-0.03,57
98/07/16,388000,217920,0.52,0.60,0.52,0.56,-0.01,37
98/07/17,367000,199030,0.55,0.57,0.53,0.57,+0.01,33
98/07/20,295000,165560,0.56,0.59,0.55,0.59,+0.02,22
98/07/21,560000,337890,0.56,0.63,0.54,0.60,+0.01,39
98/07/22,577000,327440,0.60,0.61,0.55,0.56,-0.04,25
98/07/23,150000,84880,0.61,0.61,0.55,0.56,0.00,15
98/07/24,234000,131700,0.53,0.58,0.53,0.58,+0.02,13
98/07/27,432000,245670,0.57,0.60,0.56,0.60,+0.02,21
98/07/28,1259000,691220,0.58,0.59,0.51,0.52,-0.08,46
98/07/29,326000,168860,0.51,0.54,0.50,0.53,+0.01,33
98/07/30,346000,185420,0.53,0.55,0.50,0.53,0.00,24
98/07/31,638000,369460,0.52,0.59,0.52,0.59,+0.06,31
98/08/03,1254000,832170,0.59,0.70,0.59,0.69,+0.10,88
98/08/04,898000,631430,0.70,0.75,0.64,0.74,+0.05,75
98/08/05,1718000,1266880,0.74,0.78,0.71,0.76,+0.02,83
98/08/06,1008000,784500,0.77,0.82,0.72,0.74,-0.02,75
98/08/10,890000,603650,0.75,0.75,0.66,0.68,-0.06,36
98/08/11,282000,196930,0.68,0.71,0.68,0.68,0.00,21
98/08/12,348000,236310,0.74,0.74,0.64,0.70,+0.02,31
98/08/13,486000,314810,0.70,0.70,0.64,0.66,-0.04,31
98/08/14,424000,263520,0.63,0.69,0.60,0.65,-0.01,38
98/08/17,244000,168400,0.65,0.70,0.65,0.70,+0.05,28
98/08/18,816000,626370,0.75,0.81,0.72,0.79,+0.09,65
98/08/19,111000,85240,0.77,0.78,0.75,0.78,-0.01,20
98/08/20,856000,653290,0.78,0.82,0.71,0.74,-0.04,71
98/08/21,917000,720390,0.76,0.82,0.74,0.80,+0.06,77
98/08/24,649000,514710,0.76,0.82,0.75,0.82,+0.02,51
98/08/25,529000,415780,0.84,0.84,0.76,0.81,-0.01,35
98/08/26,498000,392900,0.80,0.80,0.75,0.79,-0.02,34
98/08/27,1235000,855610,0.75,0.75,0.64,0.67,-0.12,63
98/08/28,483000,305170,0.65,0.67,0.61,0.63,-0.04,50
98/08/31,328000,202110,0.60,0.63,0.60,0.62,-0.01,30
98/09/01,489000,249640,0.60,0.62,0.46,0.46,-0.16,68
98/09/02,292000,123830,0.46,0.46,0.40,0.40,-0.06,47
98/09/03,616000,245420,0.36,0.44,0.36,0.41,+0.01,52
98/09/04,507000,203710,0.39,0.43,0.37,0.43,+0.02,47
98/09/07,626000,259320,0.43,0.43,0.38,0.41,-0.02,54
98/09/08,919000,349510,0.41,0.43,0.35,0.38,-0.03,66
98/09/09,1077000,438660,0.38,0.45,0.37,0.43,+0.05,84
98/09/10,516000,210900,0.38,0.45,0.37,0.42,-0.01,52
98/09/11,430000,172640,0.43,0.44,0.39,0.40,-0.02,37
98/09/14,499000,213780,0.43,0.45,0.41,0.44,+0.04,29
98/09/15,655000,253950,0.44,0.44,0.38,0.41,-0.03,32
98/09/16,1035000,369780,0.41,0.41,0.33,0.34,-0.07,63
98/09/17,1193000,389790,0.34,0.35,0.31,0.34,0.00,62
98/09/18,648000,206620,0.34,0.34,0.31,0.32,-0.02,43
98/09/21,1659000,499960,0.32,0.32,0.26,0.28,-0.04,89
98/09/22,702000,200340,0.27,0.31,0.26,0.30,+0.02,58
98/09/23,1167000,384680,0.30,0.34,0.29,0.34,+0.04,90
98/09/24,605000,198820,0.33,0.34,0.31,0.34,0.00,64
98/09/25,680000,218440,0.32,0.34,0.31,0.34,0.00,45
98/09/28,596000,203830,0.35,0.35,0.33,0.34,0.00,32
98/09/29,689000,225980,0.32,0.34,0.31,0.33,-0.01,31
98/09/30,932000,270730,0.34,0.34,0.27,0.28,-0.05,57
98/10/01,598000,178890,0.29,0.31,0.28,0.30,+0.02,40
98/10/02,1205000,391450,0.32,0.34,0.31,0.33,+0.03,47
98/10/05,248000,77580,0.33,0.33,0.31,0.32,-0.01,20
98/10/06,710000,213840,0.32,0.32,0.30,0.30,-0.02,34
98/10/07,657000,204690,0.30,0.32,0.30,0.31,+0.01,27
98/10/08,1010000,342680,0.31,0.39,0.29,0.38,+0.07,65
98/10/09,368000,134670,0.39,0.40,0.35,0.35,-0.03,30
98/10/12,634000,212140,0.36,0.36,0.33,0.35,0.00,36
98/10/13,215000,74210,0.39,0.40,0.33,0.35,0.00,21
98/10/14,384000,120930,0.36,0.36,0.30,0.32,-0.03,31
98/10/15,326000,101430,0.31,0.33,0.29,0.33,+0.01,18
98/10/16,262000,84320,0.34,0.34,0.31,0.31,-0.02,18
98/10/19,173000,55730,0.33,0.33,0.31,0.32,+0.01,20
98/10/20,382000,97220,0.32,0.32,0.24,0.25,-0.07,47
98/10/21,488000,118560,0.23,0.27,0.23,0.25,0.00,27
98/10/22,535000,145270,0.25,0.31,0.24,0.31,+0.06,33
98/10/23,416000,121750,0.31,0.32,0.28,0.31,0.00,21
98/10/26,557000,189990,0.31,0.37,0.30,0.37,+0.06,41
98/10/27,1000000,411840,0.40,0.46,0.37,0.38,+0.01,70
98/10/28,1653000,718960,0.40,0.48,0.39,0.48,+0.10,75
98/10/29,335000,185020,0.53,0.57,0.51,0.53,+0.05,43
98/10/30,463000,243200,0.48,0.57,0.48,0.54,+0.01,27
98/11/02,334000,168870,0.58,0.58,0.50,0.51,-0.03,25
98/11/03,101000,48140,0.52,0.52,0.44,0.49,-0.02,19
98/11/04,124000,55920,0.51,0.51,0.43,0.45,-0.04,23
98/11/05,101000,44510,0.47,0.47,0.42,0.46,+0.01,15
