104/12/17,0,0,---,---,---,---,---,0
104/12/18,88000,145560,1.68,1.68,1.63,1.64,+0.01,5
104/12/21,207000,336990,1.62,1.64,1.62,1.63,-0.01,6
104/12/22,614000,1043630,1.61,1.74,1.61,1.74,+0.11,13
104/12/23,1215000,2105110,1.71,1.78,1.68,1.77,+0.03,23
104/12/24,943000,1677250,1.72,1.86,1.72,1.79,+0.02,25
104/12/25,652000,1180890,1.77,1.84,1.77,1.83,+0.04,7
104/12/28,698000,1228500,1.72,1.81,1.72,1.81,-0.02,10
104/12/29,417000,742970,1.77,1.81,1.77,1.80,-0.01,7
104/12/30,621000,1139570,1.83,1.84,1.82,1.82,+0.02,7
104/12/31,489000,869410,1.79,1.79,1.77,1.79,-0.03,6
105/01/04,88000,159280,1.80,1.82,1.80,1.82,+0.03,2
105/01/05,946000,1779720,1.85,1.95,1.85,1.95,+0.13,18
105/01/06,1123000,2235650,1.91,2.08,1.91,2.08,+0.13,21
105/01/07,384000,771950,2.08,2.11,1.99,2.11,+0.03,13
105/01/08,152000,314840,2.10,2.10,2.02,2.02,-0.09,4
105/01/11,276000,555600,2.00,2.04,2.00,2.02,0.00,8
105/01/12,258000,502320,1.94,1.98,1.92,1.98,-0.04,6
105/01/13,50000,100200,1.98,2.01,1.98,2.01,+0.03,2
105/01/14,68000,142280,2.11,2.11,2.08,2.08,+0.07,2
105/01/15,108000,220480,2.06,2.06,2.01,2.01,-0.07,3
105/01/18,104000,191200,1.87,1.87,1.79,1.79,-0.22,3
105/01/19,151000,268330,1.81,1.81,1.66,1.66,-0.13,3
105/01/20,695000,1175410,1.67,1.72,1.67,1.69,+0.03,9
105/01/21,814000,1392250,1.66,1.72,1.66,1.69,0.00,10
105/01/22,375000,604350,1.57,1.68,1.57,1.68,-0.01,8
105/01/25,445000,682790,1.56,1.56,1.51,1.54,-0.14,10
105/01/26,307000,480970,1.56,1.60,1.51,1.51,-0.03,12
105/01/27,433000,659370,1.54,1.54,1.51,1.53,+0.02,7
105/01/28,443000,654650,1.50,1.53,1.45,1.50,-0.03,21
105/01/29,160000,245500,1.53,1.56,1.53,1.56,+0.06,3
105/01/30,200000,295500,1.49,1.49,1.40,1.40,-0.16,4
105/02/01,123000,183630,1.51,1.51,1.48,1.48,+0.08,2
105/02/02,123000,182040,1.48,1.48,1.48,1.48,0.00,3
105/02/03,0,0,---,---,---,---,---,0
105/02/15,81000,106920,1.32,1.32,1.32,1.32,-0.17,1
105/02/16,929000,1180060,1.24,1.30,1.24,1.29,-0.03,14
105/02/17,826000,1017890,1.27,1.27,1.21,1.21,-0.08,19
105/02/18,281000,355330,1.26,1.27,1.26,1.26,+0.05,3
105/02/19,261000,305650,1.18,1.18,1.17,1.17,-0.09,4
105/02/22,152000,148620,1.00,1.00,0.96,0.96,-0.21,3
105/02/23,444000,418540,0.92,0.96,0.91,0.96,0.00,6
105/02/24,1520000,1362160,0.86,0.96,0.81,0.95,-0.01,46
105/02/25,1288000,1180530,0.88,1.02,0.86,1.02,+0.07,34
105/02/26,168000,164840,0.96,1.00,0.96,1.00,-0.02,3
105/03/01,148000,139800,0.91,0.95,0.91,0.95,-0.05,2
105/03/02,918000,849930,0.89,0.95,0.88,0.95,0.00,11
105/03/03,1028000,940030,0.92,1.01,0.89,1.01,+0.06,16
105/03/04,124000,120140,0.97,0.97,0.96,0.96,-0.05,2
105/03/07,114000,108300,0.95,0.95,0.95,0.95,-0.01,1
105/03/08,113000,111870,0.99,0.99,0.99,0.99,+0.04,1
105/03/09,608000,556940,0.89,0.93,0.89,0.93,-0.06,7
105/03/10,495000,440840,0.88,0.92,0.88,0.92,-0.01,13
105/03/11,83000,75530,0.91,0.91,0.91,0.91,-0.01,2
105/03/14,478000,428370,0.87,0.91,0.87,0.91,0.00,4
105/03/15,1131000,898170,0.80,0.85,0.75,0.83,-0.08,18
105/03/16,716000,581050,0.83,0.83,0.80,0.81,-0.02,10
105/03/17,515000,453870,0.84,0.91,0.84,0.91,+0.10,11
105/03/18,554000,486950,0.91,0.91,0.86,0.88,-0.03,12
105/03/21,120000,100960,0.83,0.85,0.82,0.82,-0.06,3
105/03/22,282000,243020,0.82,0.88,0.82,0.87,+0.05,6
105/03/23,313000,265030,0.85,0.86,0.84,0.86,-0.01,8
105/03/24,183000,156190,0.84,0.87,0.83,0.87,+0.01,5
105/03/25,158000,136770,0.86,0.87,0.86,0.87,0.00,3
105/03/28,121000,100060,0.82,0.85,0.76,0.76,-0.11,4
105/03/29,278000,224060,0.79,0.83,0.79,0.82,+0.06,5
105/03/30,276000,220800,0.80,0.80,0.80,0.80,-0.02,2
105/03/31,0,0,---,---,---,---,---,0
105/04/01,0,0,---,---,---,---,---,0
