107/04/03,0,0,---,---,---,---,---,0
107/04/09,556000,723670,1.22,1.48,1.22,1.48,+0.34,21
107/04/10,525000,713930,1.44,1.44,0.91,1.12,-0.36,22
107/04/11,68000,79040,1.17,1.19,1.05,1.09,-0.03,6
107/04/12,61000,64360,1.06,1.06,1.03,1.06,-0.03,4
107/04/13,821000,984660,1.12,1.24,1.12,1.21,+0.15,18
107/04/16,1352000,1596160,1.15,1.28,1.08,1.24,+0.03,29
107/04/17,1023000,1322220,1.36,1.36,1.26,1.29,+0.05,29
107/04/18,2076000,3001800,1.34,1.60,1.34,1.45,+0.16,56
107/04/20,707000,953940,1.33,1.38,1.30,1.36,+0.08,12
107/04/23,647000,805820,1.36,1.36,1.02,1.04,-0.32,20
107/04/24,241000,220700,1.01,1.01,0.83,0.92,-0.12,10
107/04/25,231000,225280,0.95,1.02,0.95,1.02,+0.10,6
107/04/27,612000,600680,0.88,1.04,0.88,1.04,+0.05,8
107/04/30,1313000,1524130,1.05,1.22,1.05,1.22,+0.18,38
107/05/04,829000,809820,1.12,1.12,0.86,1.00,-0.16,15
107/05/07,1148000,1295330,1.08,1.18,1.08,1.18,+0.18,20
107/05/08,1282000,1360710,1.11,1.11,0.99,0.99,-0.19,22
107/05/09,426000,450060,1.04,1.08,1.00,1.04,+0.05,15
107/05/10,895000,1092840,1.16,1.29,1.13,1.13,+0.09,25
107/05/11,671000,758380,1.15,1.17,1.07,1.08,-0.05,19
107/05/15,862000,1105300,1.27,1.37,1.20,1.37,+0.08,28
107/05/16,344000,466880,1.41,1.46,1.14,1.17,-0.20,20
107/05/17,163000,176270,1.09,1.09,1.02,1.02,-0.15,4
107/05/18,130000,136500,1.05,1.05,1.05,1.05,+0.03,1
107/05/21,290000,321240,1.08,1.13,1.08,1.13,+0.08,9
107/05/22,414000,452860,1.10,1.10,1.04,1.04,-0.09,11
107/05/24,637000,694440,1.07,1.12,1.06,1.12,+0.01,14
107/05/25,285000,316730,1.10,1.12,1.10,1.12,0.00,8
107/05/29,1612000,1974570,1.16,1.31,1.16,1.31,+0.16,32
107/05/30,1160000,1623830,1.45,1.49,1.16,1.18,-0.13,36
107/05/31,489000,531680,1.20,1.20,0.98,0.98,-0.20,16
107/06/04,552000,562510,0.99,1.04,0.98,1.04,+0.08,16
107/06/05,519000,555950,1.06,1.12,1.03,1.10,+0.06,22
