104/05/14,150000,148500,0.99,0.99,0.99,0.99,0.00,2
104/05/15,516000,527110,1.01,1.06,1.00,1.06,+0.07,8
104/05/18,580000,609860,1.06,1.06,1.00,1.05,-0.01,9
104/05/19,362000,373750,1.02,1.04,1.02,1.04,-0.01,11
104/05/20,240000,248090,1.03,1.06,1.03,1.03,-0.01,7
104/05/21,52000,52000,1.00,1.00,1.00,1.00,-0.03,2
104/05/22,30000,29100,0.97,0.97,0.97,0.97,-0.03,1
104/05/25,206000,186740,0.94,0.94,0.85,0.85,-0.12,6
104/05/26,94000,80240,0.86,0.86,0.80,0.80,-0.05,2
104/05/27,133000,105400,0.79,0.82,0.79,0.82,+0.02,3
104/05/28,1255000,1177340,0.83,0.98,0.83,0.96,+0.14,55
104/05/29,1131000,1117270,0.96,1.07,0.94,1.00,+0.04,38
104/06/01,582000,567060,0.98,0.99,0.95,0.96,-0.04,25
104/06/02,254000,252950,0.97,1.00,0.97,0.97,+0.01,13
104/06/03,660000,628430,0.99,1.00,0.90,0.90,-0.07,32
104/06/04,421000,351750,0.90,0.92,0.75,0.79,-0.11,24
104/06/05,479000,331770,0.77,0.77,0.66,0.70,-0.09,17
104/06/08,98000,66420,0.69,0.69,0.65,0.66,-0.04,8
104/06/09,1068000,738030,0.70,0.71,0.64,0.64,-0.02,49
104/06/10,2070000,1543090,0.71,0.87,0.68,0.85,+0.21,65
104/06/11,1193000,1025020,0.87,0.90,0.84,0.84,-0.01,33
104/06/12,124000,115380,0.91,1.00,0.90,0.92,+0.08,10
104/06/15,478000,441590,0.95,0.95,0.88,0.88,-0.04,27
104/06/16,10000,8450,0.86,0.86,0.83,0.83,-0.05,2
104/06/17,0,0,---,---,---,---,---,0
104/06/18,5000,4250,0.85,0.85,0.85,0.85,+0.02,1
104/06/22,19000,15550,0.83,0.83,0.81,0.81,-0.04,4
104/06/23,1001000,995980,0.84,1.07,0.84,1.00,+0.19,31
104/06/24,50000,49050,1.00,1.00,0.95,0.95,-0.05,6
104/06/25,15000,14500,0.97,0.98,0.95,0.95,0.00,3
104/06/26,76000,70680,0.93,0.93,0.93,0.93,-0.02,2
104/06/29,107000,92080,0.92,0.92,0.85,0.85,-0.08,9
104/06/30,2000,1680,0.84,0.84,0.84,0.84,-0.01,1
104/07/01,105000,96770,0.90,0.96,0.89,0.89,+0.05,12
104/07/02,51000,50040,0.97,1.01,0.95,0.95,+0.06,6
104/07/03,370000,365260,0.96,1.02,0.94,0.97,+0.02,31
104/07/06,271000,228260,0.91,0.91,0.81,0.82,-0.15,14
104/07/07,14000,10330,0.72,0.76,0.72,0.73,-0.09,4
104/07/08,681000,406880,0.73,0.73,0.53,0.62,-0.11,14
104/07/09,238000,135360,0.55,0.73,0.54,0.73,+0.11,7
104/07/13,84000,52150,0.63,0.63,0.62,0.63,-0.10,3
104/07/14,213000,144340,0.67,0.68,0.66,0.66,+0.03,3
104/07/15,0,0,---,---,---,---,---,0
104/07/16,325000,203150,0.61,0.63,0.61,0.63,-0.01,3
104/07/17,5000,3060,0.63,0.63,0.60,0.60,-0.03,2
104/07/20,38000,20120,0.55,0.55,0.51,0.53,-0.07,11
104/07/21,288000,124720,0.50,0.50,0.42,0.43,-0.10,11
104/07/22,76000,27360,0.38,0.38,0.34,0.36,-0.07,5
104/07/23,44000,15280,0.37,0.37,0.34,0.34,-0.02,3
104/07/24,20000,7000,0.35,0.35,0.35,0.35,+0.01,1
104/07/27,146000,30660,0.21,0.21,0.21,0.21,-0.14,2
104/07/28,0,0,---,---,---,---,---,0
104/07/29,0,0,---,---,---,---,---,0
104/07/30,0,0,---,---,---,---,---,0
104/07/31,0,0,---,---,---,---,---,0
104/08/03,0,0,---,---,---,---,---,0
104/08/04,130000,18700,0.20,0.20,0.11,0.11,-0.08,5
104/08/05,0,0,---,---,---,---,---,0
104/08/06,190000,26800,0.14,0.15,0.14,0.14,+0.02,6
104/08/07,20000,3000,0.15,0.15,0.15,0.15,+0.01,1
104/08/10,90000,17300,0.19,0.20,0.18,0.20,+0.05,5
104/08/11,50000,10000,0.21,0.21,0.16,0.16,-0.04,2
104/08/12,0,0,---,---,---,---,---,0
104/08/13,0,0,---,---,---,---,---,0
104/08/14,0,0,---,---,---,---,---,0
104/08/17,0,0,---,---,---,---,---,0
104/08/18,60000,8200,0.14,0.14,0.12,0.12,-0.02,2
104/08/19,49000,3920,0.08,0.08,0.08,0.08,-0.04,1
104/08/20,99000,6930,0.07,0.07,0.07,0.07,-0.01,1
104/08/21,0,0,---,---,---,---,---,0
104/08/24,0,0,---,---,---,---,---,0
104/08/25,0,0,---,---,---,---,---,0
104/08/26,0,0,---,---,---,---,---,0
104/08/27,0,0,---,---,---,---,---,0
104/08/28,0,0,---,---,---,---,---,0
104/08/31,0,0,---,---,---,---,---,0
104/09/01,0,0,---,---,---,---,---,0
104/09/02,0,0,---,---,---,---,---,0
104/09/03,0,0,---,---,---,---,---,0
104/09/04,0,0,---,---,---,---,---,0
104/09/07,0,0,---,---,---,---,---,0
104/09/08,0,0,---,---,---,---,---,0
104/09/09,0,0,---,---,---,---,---,0
104/09/10,0,0,---,---,---,---,---,0
104/09/11,0,0,---,---,---,---,---,0
104/09/14,0,0,---,---,---,---,---,0
104/09/15,10000,700,0.07,0.07,0.07,0.07,-0.02,1
104/09/16,0,0,---,---,---,---,---,0
104/09/17,0,0,---,---,---,---,---,0
104/09/18,0,0,---,---,---,---,---,0
104/09/21,0,0,---,---,---,---,---,0
104/09/22,0,0,---,---,---,---,---,0
104/09/23,0,0,---,---,---,---,---,0
104/09/24,0,0,---,---,---,---,---,0
104/09/25,0,0,---,---,---,---,---,0
104/09/30,0,0,---,---,---,---,---,0
104/10/01,0,0,---,---,---,---,---,0
104/10/02,0,0,---,---,---,---,---,0
104/10/05,0,0,---,---,---,---,---,0
104/10/06,0,0,---,---,---,---,---,0
104/10/07,0,0,---,---,---,---,---,0
104/10/08,20000,400,0.02,0.02,0.02,0.02,-0.03,1
104/10/12,0,0,---,---,---,---,---,0
104/10/13,556000,5560,0.01,0.01,0.01,0.01,-0.01,3
104/10/14,0,0,---,---,---,---,---,0
104/10/15,0,0,---,---,---,---,---,0
104/10/16,0,0,---,---,---,---,---,0
104/10/19,0,0,---,---,---,---,---,0
104/10/20,0,0,---,---,---,---,---,0
104/10/21,0,0,---,---,---,---,---,0
104/10/22,0,0,---,---,---,---,---,0
104/10/23,0,0,---,---,---,---,---,0
