104/07/06,10000,10400,1.04,1.04,1.04,1.04,0.00,1
104/07/07,0,0,---,---,---,---,---,0
104/07/08,40000,25000,0.67,0.67,0.61,0.61,-0.34,2
104/07/09,0,0,---,---,---,---,---,0
104/07/13,0,0,---,---,---,---,---,0
104/07/14,0,0,---,---,---,---,---,0
104/07/15,0,0,---,---,---,---,---,0
104/07/16,1000,620,0.62,0.62,0.62,0.62,+0.02,1
104/07/17,31000,15240,0.54,0.54,0.49,0.49,-0.13,2
104/07/20,20000,8200,0.41,0.41,0.41,0.41,-0.08,1
104/07/21,2000,740,0.37,0.37,0.37,0.37,-0.04,1
104/07/22,0,0,---,---,---,---,---,0
104/07/23,54000,17300,0.33,0.33,0.32,0.32,-0.05,3
104/07/24,96000,26360,0.26,0.28,0.26,0.28,-0.04,3
104/07/27,20000,5600,0.28,0.28,0.28,0.28,0.00,1
104/07/28,0,0,---,---,---,---,---,0
104/07/29,1105000,270850,0.26,0.26,0.24,0.24,-0.01,19
104/07/30,1105000,285700,0.26,0.28,0.25,0.26,+0.02,22
104/07/31,40000,10600,0.27,0.27,0.26,0.26,0.00,2
104/08/03,10000,2000,0.20,0.20,0.20,0.20,-0.06,1
104/08/04,95000,20200,0.23,0.23,0.20,0.20,0.00,3
104/08/05,0,0,---,---,---,---,---,0
104/08/06,30000,6600,0.22,0.22,0.22,0.22,+0.02,1
104/08/07,5000,1100,0.22,0.22,0.22,0.22,0.00,1
104/08/10,95000,26250,0.25,0.29,0.25,0.28,+0.06,3
104/08/11,39000,12090,0.31,0.31,0.31,0.31,+0.03,1
104/08/12,6000,1800,0.30,0.30,0.30,0.30,-0.01,1
104/08/13,50000,23000,0.46,0.46,0.46,0.46,+0.16,1
104/08/14,60000,30100,0.50,0.51,0.50,0.51,+0.05,2
104/08/17,0,0,---,---,---,---,---,0
104/08/18,63000,36210,0.57,0.60,0.57,0.57,+0.06,3
104/08/19,53000,27040,0.52,0.52,0.51,0.51,-0.06,2
104/08/20,0,0,---,---,---,---,---,0
104/08/21,10000,4300,0.43,0.43,0.43,0.43,-0.08,1
104/08/24,0,0,---,---,---,---,---,0
104/08/25,0,0,---,---,---,---,---,0
104/08/26,0,0,---,---,---,---,---,0
104/08/27,26000,7960,0.30,0.31,0.30,0.31,+0.02,2
104/08/28,46000,14100,0.30,0.31,0.30,0.31,0.00,2
104/08/31,0,0,---,---,---,---,---,0
104/09/01,0,0,---,---,---,---,---,0
104/09/02,0,0,---,---,---,---,---,0
104/09/03,153000,48010,0.32,0.33,0.31,0.33,+0.05,3
104/09/04,149000,44200,0.29,0.30,0.29,0.30,-0.03,2
104/09/07,8000,2080,0.26,0.26,0.26,0.26,-0.04,2
104/09/08,712000,223860,0.32,0.33,0.30,0.30,+0.04,13
104/09/09,768000,269880,0.35,0.37,0.34,0.36,+0.06,15
104/09/10,150000,68500,0.41,0.48,0.41,0.48,+0.12,2
104/09/11,235000,132750,0.59,0.59,0.54,0.54,+0.06,6
104/09/14,224000,135300,0.59,0.62,0.59,0.62,+0.08,6
104/09/15,41000,25220,0.61,0.62,0.61,0.62,0.00,3
104/09/16,862000,577100,0.64,0.69,0.64,0.66,+0.04,22
104/09/17,590000,404850,0.67,0.70,0.67,0.69,+0.03,16
